,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X300059.CH.EQUITY,X2886.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.0193130541950735,0,0.164867212136274,0,0,0.110453631606584,0,0.24617316068914,0,0,0,0,0,0.189958526956677,0,0,0,0,0,0,0,0,0,0,0,0,0.0424197724100652,0,0.137890189101228,0,0,0,0,0,0,0.0288787366786476,0,0,0,0,0,0,0,0,0,0,0.0491254176845822,0,0.00614862929538273,0
X601318.CH.EQUITY,0.127350944533941,0,0,0,0,0,0,0,0.309005465599155,0,0,0,0,0,0,0,0.3080092400798,0,0.0389564668032924,0,0,0,0,0,0,0,0,0.00858772634245771,0,0.0151623298476519,-0.0962278912497448,0,0,0,0,0.0605408304828891,0,0,0,0,0.128768510454342,0,0,0.0695532935110432,0,0,0.0201956017186752,0,0,0.0411397325203518,0
X601939.CH.EQUITY,0.269219852453294,0,0,0,0,0,0,0,0,0,0,0,0,0.413715591843381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191904533504218,0,0,0.108131414504945,0,0,0.00677990013793521,0,0,0,0,0.00386211002383376,0,0,0,0
X601288.CH.EQUITY,0.352859630898951,0,0,0,0,0.499100252958878,0.00605774380120004,0,0,0,0,0.01012240331364,0,0,0.0387966849858125,0,0,0,0,0,0,-0.0328464707300287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194916585906766,0,0,0,0,0.0900731750577955,0,0,0.00900832889081075,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.34433663941232,0,0.152949612897405,0,0,0,0,0,0,0,0.668680491104705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235809319062657,0,0,0,0,0,0,0,0,0,0,0,-0.262178122352655,-0.0998292071175864
X601988.CH.EQUITY,0,0.0659589667182525,0,0,0,0,0,0,0.0804580075593355,0,0,0,0,0.0117464700752082,0,0,0,0.219531670073011,0.12764586681315,0,0,0,0,0.298468932851545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138606817110425,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.138265334063388,0,0.0105550445473184,0,0.302254011879475,0,0,0,0,0.145948796235521,0,0,0,0,0,0,0,0,0,0,0.0740950089063743,0,0.111698637558869,0,0.120579095677514,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0658893784223391,0.0674774561971443,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.138196776742762,0,0,0,0,0,0,0,0.375929670427138,0,0,-1.73472347597681e-18,0.178681377515418,0.225346383202716,0,0,0,0,0,0.0107635324310023,0,0,0.278206083465054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497796926912236,0,0,0,0
X601628.CH.EQUITY,0.389599500493037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124214001961409,0.110024555218977,0,0,0,0,0,0.142415660923954,0,-0.0222459600994796,0,0,0,0,0.216679727103981,0,0,0.129658704276759,0,-0.0279303457834958,0,0,0,0,0.0495832819200952,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.303491826914673,0,0,0,0,0,0.205214807948382,0,0,-0.240726281415602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0600779265364225,-0.0975916284520164,0,0,0,0,0,-0.0270315693321198,0,0,0,0.749717467468137,0,0,0,0,-0.0866105857264333,0.62160655146942,0,-6.93889390390723e-18,0
