,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.117160503220407,0,0.0514361411508009,0,0,0,-0.116707362293132,0,0,0,0.512934705676819,0,0,0,-0.0166286534041887,0,0,0,0,0,0,0,0,0,0,0,0,0.0184342485470945,0,0,0,0,0,-8.67361737988404e-19,0,0.0825562881929747,0,0,0,0,0,0.225259248594475,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.00570726795282035,0,0,0.12285138351724,0,0.2609695456169,0,0,-0.0329485017171,0.240361960981785,0,0,0,0,0,0,-0.148685298577951,0,0,0,0,0,0,0,0,0,0,0,0,0.162782820952877,0,0,0,0,-0.283432868087242,0,0.319982061570659,0.267963395326702,0.263141899074853,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.328672439335014,0,0,0.330425157769597,0,0.103674859175471,0,-0.0624542094323331,0,0,0,0,0,0,0.110021701918737,0.0665607058532089,0,0,0,0,0,0.0049175501854869,0,0,0,0,0,0,0,0,0,-0.00901409601526855,0,0,0,0,-0.130899592417267,0,0,0.338101302922932,0,0,0,0.0177694231136704,0,0,-0.0425015154435799,0,0,0,0,0
X601288.CH.EQUITY,0.368288944089621,0,0.118024465179603,0,0,0.2272089704552,0,0,0.110922983756744,0,0,0,0,0,0,0,0.0512311350394713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0864656135129168,0,0,0,0,0,0,0,0,0.173444775095695,0.056607007645813,0,0
X5.HK.EQUITY,0,0,0.0550812228971343,0.230761292599317,0,0.137075188196181,0,-0.40216930764119,0,0,0,0,0.0978864047243024,0,0,0,0,0,0,0,0.415385223265164,0,0,0,0,0.488804232863893,0,0,0,0,0,0,0,0.0975707652966584,0,0,0,0,0,0,0,0,0,0,-0.179345607526438,0,0.122547196374907,0,-0.00908053269174075,0,0,0
X601988.CH.EQUITY,0.281508062646466,0.0693774880715362,0.318563340736467,0,0,0,0,0,0.137930550227913,0,0,0.00625298217655066,0,-0.175035799126258,0,0,-1.38777878078145e-17,0,0,0,0,0,0.152586052842204,0,0,0,0,0.0238737206895548,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0801874452977222,0,0.154336011507783,0,0,0,0,-0.0183488609013584,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0971353616615104,0,0,0.245844220897282,-0.00772376401296123,-0.0377783685141872,0.0157071780161062,0,0.280606211309724,0,0.258277728941067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092177649693299,0,0,0.0897264004026952,0,0,0,0.134742574099117,0,0.010519599343129,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0368112827280725,0,0,0,0.209817504513644,0,0,0,-0.179221190435965,0,0,0,0,0.366607893632227,0.177569012591542,-0.0502075086026498,0,0,0,0.104755174446139,0,0.0721051037383933,0,0,0,0,0,0,0,0,0,0.0010177997542899,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.315957944365052,0.208680255183056,0,0,0.102961948143003,0,0,0,0,0.0313221930725421,0,0,0,0,0,0,0,0.0845339694915061,0,0,-0.081477630881426,0,0.0250640396525571,0,0,0,0,0.211808367906273,0.0755577738205271,0,-0.316462827038275,0,0,0,0,0,-0.203142518859725,0,0,0,0,0,0.0210745402330604,0,-0.0593278740173281,0,0.00398447822141186,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.178777462152265,-0.0225731017895112,0.0346047458838576,0,0,0,0,0,0,0.228467817050487,0,0,0,0,0,0.0581066289894666,0,0,0,0,0,0,0.2422626771835,0,0,0,-0.182042062091483,0,0,0,0.0313175100555705,0,0,0,-0.153281580345519,-0.0533156519685461,0
