,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.1687132790194,0,0,0.0834065752532648,0,0,0,0,0,0,0,0,0,0,0,-0.0128622070277119,0,0,0,0,0,0,0,0,0,0.0830885102394254,3.46944695195361e-18,0,0.115787065699357,0,0,0,0,0.412447737803541,0,0,0,0,0,0,0,0,0,0,0.135720566139804,-0.0885377459015686,0,0,0,0,-0.0863538005785806
X601939.CH.EQUITY,0.199889450262191,0,0,0.35662437235628,0,0,0,0,0,0,0,0.0640572555209254,0,0.183745723162643,0,0,0,-0.117587194806886,0,0,0,0.0562457899836962,0,0,0,0.207476113560875,0,0,0,0,-0.113433836471535,0,0,0,0,0,0,0,0,0,0,0,0,-0.015214935034222,0,0,0,3.46944695195361e-18,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.286642364673909,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0501755964319226,0,0.0471959156875145,0,0,0,0,0,0.107928791770413,0,0,0,0.075789047507011,0,0,0.0899353837398105,0,0,0,0,0,0,0,0,0,0,0,0.118454292448483,0,0,0,0,0.138307662593622,0,0,0,0,0
X601288.CH.EQUITY,0,0.632087105756808,0,0,0.160266021061817,0,0,0,0,0,0.0134689799848639,0,0,0.0166246968704168,0,0,0,0,0,0,0,0.122970462847298,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113614072836811,0,0,0,0,0,-0.0428009280960143,0,0
X601988.CH.EQUITY,0.135837376418967,0.116027274861581,0,0.211629628789066,0,0,0,0,0,0.311256650615949,0,0,0,0,0,0.220604236891853,0,0.129281518505562,0,0,0.0570653072581588,0,0,0,0,0,0,0.138014356947923,0,0,0,0,0,0,0,0,0,0,-0.5844153367898,0,0,0,0,0,0,0,0,0,0,0.0552869765704571,0,0
X600036.CH.EQUITY,0,0.205883357882295,0,0,0,0,0,0,0.154247436671714,0,0,0,0.137560462061322,0,0,0,0,0,0,0,0,0,0.0854962047490348,-6.93889390390723e-18,0,0,0,0,0,0,0,-0.0124494646982374,0.00382247594310989,0,0.306078616810058,0,0,0,0,0,0.0582529708706504,0,0,0,0,0,0.0189747533411911,0,0.0658905031152933,-0.0209727502960435,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.051452495322614,0,0,0,0,0,0.168917904824946,0,0.0290203606694066,0.0583424943661151,0,0.29316854585601,0,0,0,0,0,0,0,0.03362605205014,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.332588727741937,0,0,0,0,0.000416622219335538,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131945833566393,0,-0.137287193629815,0,0,0,-0.00960429052742347,0,0,-0.39282724577844,0.794277669733181,0,0.577407973778385,0,0,0.188426911731799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110724099095874,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.0625176089407197,0,0,0.227949771560352,0,0,0,0,-0.189824848400165,0,0,0,0,0,0,0,0,0,0,0,0.0750211031730728,0.170282920837682,-6.93889390390723e-18,0,0,0,0.211082262379048,0,0,0,0,0,0,0.0866535074220056,0,0,0,0,0,0.159251667219294,0,0,0,-0.0295974607120209,0,0,0,0,0.108744296775343,0
X601658.CH.Equity,0,0.071890831156741,0,0.100884250023005,0.0396012570375724,0,0,0,0,0,-0.0322225686454247,0,0,0,0,0,0,0,0,0.267332574607678,0.188583271713379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289456938910692,0,0.0959383137672908,0,-0.134111192322499,0,0,-0.0791369861476222,0,0,0,0,0,0,0,0
