,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X17.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.082782456634745,0,0.0909208039872611,0,0,0,0,0,0,0.472577938601179,0,0,0,0,-0.222201974797289,0,0,0,0,0,0,0,0,0,0,0,0.105117459446655,0,0,0,0.0714179894123572,0.121910663081034,0,0,0,0,0,-1.73472347597681e-18,0.0153488597963486,0,0,0,0,0,0.0726418265636164,0,0,0.219664396860284,-0.0608523016146809,0
X601318.CH.EQUITY,0,0,0,0,0,0.0910575496282731,-1.38777878078145e-17,0,0.264297594771542,0,0,0.316824555182496,0,0,0,0.108830439040047,0,0,0.0454621198128652,-0.0620512053210441,0,-0.031274603923632,0,0,0,0,0,0,0,0,0,0,0.110906873680744,0,0,0,0,0,-0.273819033924814,0.137328695231022,0,0.00952029391792479,0.124959076167333,0,0,0,0,0.0328553314698384,0,0,0
X601939.CH.EQUITY,0.478042468709153,0,0,0.00555858044691553,0,0.179370982516632,0,0,0,0,0,0,0,0.0625182364378789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370730216105214,0,-0.115926221529258,0,0.046437201894377,0,0,-0.0455373743730002,0,0,0,0,0
X601288.CH.EQUITY,0.560629684070295,0,0.148354210691641,0,0.14742828173717,0.0749300324830855,0,0,0.027184100957167,0,0,0,0.00858529510594146,-0.0520889735375347,0,-0.04321501245482,0,0,-0.0484558298196184,0,0,0,0,0,0,0,0.0620404789606405,0,0,0,0,0,0,0,0,0.0592347066867942,0,0.0160814415810612,0.206094239933986,0,0,0.00376195387296908,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.129770817536093,0.193751335185299,0.174944456798854,0,0,0,-0.168595006681283,0,0,0,0.240544700644016,0,0,8.67361737988404e-19,0,0,0.518169876720374,0,0,-0.065919223715745,0,0,0.182289553280973,0,0,-0.16867175045854,0,0,0,0,0,0,0,0,0.0276484091655627,0,0,0,0,0,0,0,0,0,0.12297646132073,0,0,0.117507568096018,0,0
X601988.CH.EQUITY,0.0764622326285201,0,0.172094806731183,0.122748343613031,0,0,-0.00048771284428075,0,0.125114639170764,0.0985646816701077,0.168561259741968,0,-0.288525883129017,0,0,0,0,0,0.0180083861427276,0,0,-0.0848828683000387,0.260570540499308,0,0,0,0.110215720722889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313241211731435,0,0,0,0,0.0179372576073521,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.0342987177937066,0,0,0,0.119873938669167,0,0.163740688502903,0,0.30665787847151,0,0,0,0,0,0,0,0,0,0,0,0,0.109821634195405,0,0,0,0.131077133477798,0,0.0167459541624631,0.00517924757107428,0,0,0,0.0564414586604158,0.0272158993996134,0,0,0,0,0,0.0934746446097228,0,0,0.0899667303717592,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.228206136125009,0,0,0,0,-0.0698464873539549,0,-0.0757288123766158,0,0,0.26703945167718,0.259556950075376,0.141886217936124,0,0,0,0,0,0,0,0.121343704958911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162912777144558,0,0,0,0,0
X601628.CH.EQUITY,0.305503209930072,0.197209206741522,0,0,0,0,0,0,0,0.0124141672004847,0,0,0,0,0,0,0,-0.189075594916453,0,0,0,0,0,0,0,0,0,0.0750263015075299,0,0,0,-0.0205380199227001,0,0.00324186090915533,0,0,0,0,0,0,0,0,0,0,0,0.105247705781503,0,-0.0796067237663888,0.0440286822674002,0.271003761809949,0
X601166.CH.EQUITY,0.141286606634039,0,0,0,0,0.100700583395989,0.297173914145499,0,0,0,0,0,0,0.10143875060878,0,0.441248188559092,0,0,0,0,0,0,0,0,0.133238291942093,0,0,0.00406228731770282,0,0,0,0,6.93889390390723e-18,0.00788173489305132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
