,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601066.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.535389459505599,0,0.0440850227834707,0.0310854724508177,0.000362742526152664,0.0344269354209666,0,0,0,0,0,0,0.0370165217323436,0,0,0,0.0248651039892768,0.074010715782491,0,0,0,0,0,0.114206053022735,0,0,0,0,0,0,0.014323095400098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.338964820567974,0,0,0.14385443656965,0,0.190949323585724,0.00061320101524022,0,0,0.048971541660901,0.0954255808157465,0,0,0,0,0,0,0,0,0,0,0.00146184757071479,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0.0616031741797573,0,0,0.0116441773431792,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0950511390891216,0,0,0.105434180034835,0,0,0,0,0,0,0,0.252974715301235,0,0,0,0,0,0,0,0,0.124017955884989,0,0,0,0,0,0,0,0,0,0,0.0180674302609245,0,0.275141865429445,0,0,0,0.0707703461709251,0,0.0150099741610339,0,0,0,0,0
X601288.CH.EQUITY,0.439724133467823,0,0,0,0,0,0,0,0,0.175826584966717,0,0,0,0,0,0,0,0.127441709237796,0,0,0,0,0,0,0.0570250793609878,0.0417922585634873,0,0.0867235982032542,0,0,0.123809430778718,0,0,0,0,0,0,0,-0.0464762150073427,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.347281078619288,0,0,0,0,0,0,0,0,0,0.0300810349578127,0.532758261379065,-0.324014116645554,0,0,0,0,0,0,0,0.165391674606319,0,0,0,-0.0880693018474628,0,0,0,0,0,0,0,0.139706881836193,0,0,0,0,0,-0.0606435915839992,0,-0.52455417472805,0,0,0,0,-0.272692489022805
X601988.CH.EQUITY,0,0.290093191905274,0,0,0,0,0,0,0.025627322325643,0,0,0,0,0.0712119574613547,0,0,0,0.0484752941501678,0,0,0,0,1.73472347597681e-18,0.465676085331291,0,0,0,0,0,0,0,0,0,0,0.101073340398444,0,0,0,0,0.0287202643899383,0,0.0376460767276345,0,0,0,0,0,0,0,0.0464177647217007,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.0364927997917307,0,0,0.0671835429207528,0,-0.056878123414259,0,0.235357116389514,0,0,0,0.023493809731066,0,0,0,0,0,0.413845560618608,0,0.073478984916649,0,0,0,0.138442929277713,0,-0.00291893275846478,0,0,0,0,0,-0.00293961406548782,0,0,0,0,0.047581389913478,0.0460826064792712,0,0,0,-0.0439426800805504,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10178286544081,0,-0.0647337466156264,0,0,0.250184914360283,0,0,0,0.0841270908235289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3295815339616,0,0,0
X601628.CH.EQUITY,0,0,0,0,0.024729262298253,0,0,0,0,0,0.1957821361183,0,0,0,0,0.00480355228470657,0.00168380151578298,0,0,0,0,0,0,0,0,0,0.0425394467626963,0,0,0,0,0,0,0,0.225656223650865,0,0,0,0,0,0.171974472606417,0,0.157829645133572,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.137894334641561,0,0,0,0,0,0,0,0,0,0,0,0.127329326108738,0,0,0,-8.67361737988404e-19,0.0354885848834563,0.115503379720018,0.0162524400626874,0,0,0,0,0.0741083170136226,0,0,0,0,0.105892818416824,0.00129615232853373,0,0,0,-0.0209001796892402,0.0165928987891439,0,0.164344149716389,0.236742261590182,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0254003081259719,0.0690897635135514,0.108597726379417,0,0,0.176729037624457,0.114337780955882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0517191026767563,0.160319730083236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135234885023829,0,0,0,0,0.0573032075431078,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,-0.291494835048921,0,0,0,0,0.0643727397207204,0,0,0,0,0,0,0,0,0,0.312199901022939,0,0,0,0.198881966248024,0,-0.250452363405318,0.555665877100986,0.124362842989169,0,-6.93889390390723e-18,0,0,0,0.143350562582833,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0.00787583737258539,0,0,0,-0.10838241240619,0,0,0,0,0,0,0,0,0,0,0.127209634011113,-0.134302261834088,0,0,0,0,0,0,0,0.0675017156865203,-0.0677936372798869,0.119221298611979,0.225769411500299,0.0982547130261325,0,0,0,0.211505107869259,0,0,0,0,0,0,0,0,0.246134587663601,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0.0336994186413149,0,0,0,0,0,0,0,0,0,0,-0.0217819151599886,0.374994188957922,0,0.378493709968466,0.122810940369613,-0.2110036174324,0,0,0,0,0,-0.279107641800358,0,0.0432385990178679,0,0,0,0.11650480647785,0,0,0,0.110623482910207,0,0.136765279291399,0,-0.0161207786208438,0,0,0.183090298695181,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0.0273136382953422,0,0.0220513124314577,0.0443376334982222,0.227298952468874,0.0616595501692652,0,0.0052300164795203,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109023940109706,0,0,0,0,0,0,0,0,0,0,0.102896781169947,0,0,0,0,0.0696534715231653,0.0709835606687002,0,0,0,0,0,0,0.138696659364799,0,0,0
X000002.CH.EQUITY,0,0,0,0,-0.0104360477286434,0,0,0,0,0,0,0,0,0,0,0,-0.0415614888850482,0,-0.00285885538329153,-0.0573093032394414,0,0,0.056863164968574,0,0,0.116849607609589,0,0,0.11176350475947,0,0,0,0.0657120441883587,0,0,0,0,0.733507115151507,0.0829343491856709,0,0,0,0,0,0,0,0,0,0,0,-0.0653605857673146
X2388.HK.EQUITY,0,0,0,0,0.0740493512730026,0,0,0.00672565816178432,0,0,0,0,0,0.0509488262009839,0,0,0,0,0.06790644499777,0,0,0,0,0,0,0.189907828306707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038002751378005,0,0,0,0,0,0,0
