,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X300059.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X1113.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.253183199369991,0.0647623706305363,2.16840434497101e-19,0,0,0.342241461365528,0,0,0,0.13056753152172,0,0,0,0.0262866071534249,0,0,0,0,0,0,0,0.119826393401064,0,0.00359115000540528,-0.0118848942531489,0,0,0,0.034948073995658,0,0,0,0,0,0,0.118736810124492,0,0,0,0,0,0,0,0,0,0,0,-0.00945613580843476,0,0
X601318.CH.EQUITY,0,0,0.298159287410563,0,0,0,0,0,0.0783613450704255,0,-6.93889390390723e-18,0,0.00308036825966794,0,0.21489903703964,0,0,0,0,0,0.0214546332178883,0,0,0,0,0,0,0,0.0817314261869888,0,0,0,0,0,0,0.0706508832673959,0,0,0,0,0.0875597643061354,0,0,0,0.0405047203974261,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.410030408895372,0.271115567261109,0,0,0,0,0,0.39673465565299,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,-0.0979532975209779,0,0,0.0249872268537602,0,0,0,0,0,0.0907258410678168,-0.0130106793175749,0,0,0.0160820411526831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15705671727306,0
X600036.CH.EQUITY,0,0.0876458030962106,0,0,0,0.0651526670540918,0,0,0,0,0,-0.0706852767624637,0.0629965850091944,0,0,0.115268650251179,0,0.196297936548478,0,0,0,0,0.340231464784646,0,0.0315523600808639,0,0.0834935995987694,0,0.0525032949230394,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.171050235306369,0
X601288.CH.EQUITY,0,0,0,0,0,0,0.019512756130193,0.481295101840449,0,-0.0985891002661883,0,0.11168198167043,0,0,0,0,0,0,0,0,0,0,0,0.0806091826263718,0.0574265837281011,0,0,0,0.0681511735930601,0,0,0,0.0543759444838193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0512496825461307,0,0.0089283617602064,0,0
X1299.HK.EQUITY,0,0,-0.0476114437950086,0,0,0,0,0,0,0.110367085862046,0,0,0,0,0,0,0,0,0,0,0,0.0368986871211511,0,8.67361737988404e-19,0.133125028579029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136483943725368,0,0.0792128584023963,0.23228830327077,0,0.155187842963407,0,0,0,0,0.23859356638764,0,0
X601628.CH.EQUITY,0.167884248148676,0,0,-0.0265466646381111,0,0,0,0,0,0.0674968785816124,0,0,-0.0362252200725344,0,0,-0.247842248467947,0,0,0,0.223662458599262,-0.0767304158175871,0,0.0653221219068625,0,0,-0.0871643873037103,0,0,0,0,0,0,0,0,0.605653424462818,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084375779904556,0,0,-0.0427423728252741
X601988.CH.EQUITY,0,0,0.0527347047684895,0,0.52221449960685,0,0,0,0,0.0529980468257627,0,0,0.167698346532669,0,0,0,0.0581841260517986,0,0.072850425811361,0,0,0,0,0,0.107212697900069,0,0,0.0305170616424543,0,0.0473296609156165,0,0,0,0,0,0,0.0599723021910034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.169323997661747,0.068282052368917,0,0,0,0,0,0,-0.106550888799307,0,0,0,0,0,0,0,0,0,-0.0986499702976685,0,0,0,0,0.0654477633028013,0,0.111301896808565,0,0,0,0,0,0.0778318705670649,0,-0.0476640711057018,0,0,0,0,0,0,0.261037949355351,0,0,0.0364946409990562,0,0,0.168352301564687,0,0,0.0963647451395474,0
X388.HK.EQUITY,0,0,0,-0.142619926190993,0,0.337419356250023,0,0,0,0,0,0,0,0,-0.0944366572275913,0,0,0,0,0.440824757826697,0,-0.157559395979336,0,0,0,0,0,0,0,0,0.0890473888301035,0,-0.101821829086758,0,0,0,0,0,0.13964046715955,0,0.0363796685962969,0,0,0,0,0,0,0.0289184007005669,0,0,0.168653468718976,0.00271642446209103
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0683245796108482,0.22860264452648,0,0,0.0858171606335799,0,0,0,0,0,0,0,0,0,0.158845149982921,0.033962163637809,0,0.363081660948843,0,5.42101086242752e-20,0,0,0,0.00575938608084008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,-0.281785447682136,0.257314097014742,0,0.0212001081451333,0.240725054243231,0,0,0.293916450545285,0,0,0,0,0,0.332878236518757,0,0,0.248077798079076,0,0,0,0,0,0,0,0,0.0476841076116615,0,0,-0.390293706893905,0,0,0,0,0,0.0938446061276667,0,0,0,0,0,0,0,0,0,0,-0.0190855402055441,0,0.0307791552704095,0
X000001.CH.EQUITY,0,0.168822860559997,0,0.01190942734224,0,0,0,0.237345688701237,0,0,0.453548074413759,0,0,0,0.00740406737637432,-0.0391223653874906,0,0,0,0,0,0,0,0,0.135220714807891,0.334833772352869,0.0169189975733747,0,0,0,0,0,-0.303942802367312,0,0,0,0,-0.100142092066449,0,0,-0.0740066669009564,0,0,0,0,0,0,-0.0724279234903809,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0112891001647171,0,0,0,0,-0.0286740393364438,0,0,0.174763610226989,0.147184567363926,0,0,0,0,0,0,0,0,0,0,0,0.0519292357333116,0,0.296788600176639,0.048952679395746,0,0,0.0495671045855161,0,0,0,0,0,0.350587229842703,0,0,0,0,0.00216331720772015,0,0,0
X601601.CH.EQUITY,0,0.49322473490809,0,0,0,0,0,0.128393548416992,0.00220062298269464,0,0,0,0.17688600141899,0,0,0,0,0,0,0,0.20003848550427,0,0,0,0,0,0.0473065579796706,0,0,0,0,0.056528344088553,0,0,0.0271049258214703,0,-0.111322954469714,0,-0.0686992700754072,0,0,0,0,0,0,0,0,0,0,0.00673705220784694,0,0
X000002.CH.EQUITY,0,-0.0822309672122888,0,0,0,0,-0.0408323431562006,0,0,-0.148457944627542,0,0.0742002004304308,0,0,0,0,0,0,0,0,0,0,0,0.260763022959744,0,0,-0.030033523660148,0.11814750982487,0,0,0.397438539645187,-0.126194347675371,0.015991500475038,0,0,0,0,0.0241399409596192,0,0,0,0,0,0.259803158008958,0,0,0,0.0762251285087525,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.00766987407646611,0.0473147074180916,0,0,0,0.166152553714095,0,0,0,0,0,0.328655497739584,0,0,0,0,0.0955075120882941,0.0278928613807181,0,0,0,0,0,0,0,0,0,0,0,0.10845875107362,0,0.143970668403492,0,0,0,0,0,0,0,0,0,0,0,0,0.0421694371192325,-0.00761003497839923
X600000.CH.EQUITY,0,0,0,0.054160294671604,0,0,0,0,0,0,0,0,0,0,0,0,0.351637218158312,0,0,0,0,0,0.0655818014921475,0.0872829166499386,0,0,0,0,0,0,0.0723839056201267,0,0,0,0,0,0,0,0.103797863282495,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0
