,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X300059.CH.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X002736.CH.EQUITY,X000776.CH.EQUITY,X600606.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.102721862807333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.404548320001593,0.375503548063114,0.00763820750036124,0,0,0,-0.0832393509399917,0,0,0.274778307249297,0,0,0,-0.289705451401698,0,0,0,0,0,0,0.0289132121476372,0,0,0,0,0,-0.289004086184954,0,0,0.0689413583116495
X601318.CH.EQUITY,0,0,0,0,0,0.210204862716517,0,0,0,-0.00911836672484308,0,0,0,0,0,0,0,0,0.0427624430898068,0,0,0,0,0,0,0,0,0.0578337018921393,0,0.0397916475824555,0,0,0,0,0,0,0,0.23356083390616,0,0,0,0,0,0,0,0,0.0929325777365678,0,0,0.343098786811713,0,0
X601939.CH.EQUITY,0,0.0567286220962508,0,0.809716508924925,0,0,-8.67361737988404e-19,0,0,0,0,0,-0.0311927434585481,0,0,0.0153414238953712,0.119306986775243,0,0.0219930560854389,0,0,0,0,0,0,0,0.0317277904478466,0,0,0,0,0.0276710714742696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167106480635285,0,0,0
X601288.CH.EQUITY,0.0680228766389709,0,0.976394454704384,0,-0.0338561281850371,0,0,0,0,0,0,0,0,0,0,0.0596253244891815,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0132551914948632,0,0,0,0,0,2.16840434497101e-19,0,0,-0.0593025644586073,0,-0.118197902712273,-0.045547916734238
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.023764935965398,0,0.268913585552009,0.136643468294546,0,0,0,0,0,0,0,0,0.0118588808152756,-0.0449720240892632,0,0,0,0,0.0836547218233317,0,0,0,0,0,0,0.396013134062407,0,0,0.0262327472800853,0,0,0,0,0,0,0.0943213175665953,0.094385570357973,0,0,0,0,0.186383989150293,0.220820180318902
X600036.CH.EQUITY,0,0,0.408792768371138,0,0,0,0,0,0.0248230589317195,-0.00639779235403669,0,0,0,0,0,0,0.106788623665462,0,0,0.00488779333019886,0.012687406228952,0,0,0,0,0,0.191709763980057,0,0,0,0,0.123094184835063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,-0.057423036830504,0.142118450987442,0,0,0,0,-0.0498380051973471,-0.0774390818992075,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.110619427324372,0,0,0,0,0,0,0,0,-0.0503066216501613,1.06911614452786,0.0166010617713269,0.00378845949202607
X1299.HK.EQUITY,0,0,0,0,0.211450020297524,0,0,0,0,0.185116506061906,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.207109050847968,0.0501983378489138,0,0.433514876736759,0.272860491042629,0,0.108583932222248,0.156709725400542,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,-0.130146413120447,0,0,0,0,0,0,0.0933124808116471,-0.0103808558747189
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424777211935023,0,0,0,0,0,0,0,0,0,0.371208222683708,0.337583367484441,0,0,0,0,0,0,0,-0.151354779737386,0,0,0,0.0101643302363551,0,0,0,0,0.0114090365976899,0,-0.0877073014921495,0,0,0.25788141961875,0,0.155193280256676,0
X388.HK.EQUITY,0,0,0,0,0.249732778824852,0,0,0,0,0,0,0,0,0,0,0,0,-0.180251455028441,0,0,0,0,0,0,0.453307498093405,0,0,0,1.73472347597681e-18,-8.67361737988404e-19,0,0,0,0,0,-0.105313364688872,0,0,0,0,0,0,-0.0972542082446187,0,0.0495497204364144,0.219953071320109,0,0,0,0,-0.116816627624469,0.0441017125268521
X601658.CH.Equity,0,0,0,0.234513312594898,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0054133297959849,0.275270755573108,0,0,0,0,0,0,0,0,0,0,0,0.0362407710732461,0,0,0,0,0,0,0,0,0,0.164437646547792,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,-0.00746283615915793,-0.0159665935200315,0.0840992126533546,0,0,0.240673250566201,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0343426982007232,0,0.00504067604677869,0,0,0,0,0.0637897747062245,0.213161811559534,0,0,0,0,0,0,0.073332215186833,0.125244288255554,0,0,0.0627929141592329,0.278557528085175,0,0,0,0,0.0560129297476575
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.714428689395876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414765540861516,0,0,0,-0.0133749936412526,0,0,0,0,0,0.046772411896931,0,0,0,0.0280752539532996,0,0,0.0554024001481567,0,0,-0.0026599745291001,0,-0.0728609672253146,0
