,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.0890168322256005,0.0784643169143826,0,8.67361737988404e-19,0,0,0,-0.0215185032481011,0,0,0,0,0,0,0,0,0,0,-0.0805026550698366,0.0371595404153153,0,0.424203948140245,-0.285742184976135,0.334588485091884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0965170957618289
X601318.CH.EQUITY,0,0,0,0,0,0.190694892057623,0,0,0,-0.0365068343059261,0,-1.38777878078145e-17,0,0.0905167634047724,0,0,0,0.0978854935998542,0,0,0.016118815715708,0,0,0,0,0,0,0,0,0.076340251351378,0.148933893825742,0,0,0,0,0.191830506721691,0,0.101430856395404,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437746038723986
X601939.CH.EQUITY,0,0.0818992305346844,0,0.802212754320223,0,0,0.00154706487372163,0,0,0.0438353747527423,0,0,-0.0103328157955285,0.0144742083840955,0,0,0,0.0800860034192909,0,0,0,0,0,0,0,0,0.0256970223617795,0,0,0,0,0,0,0,0,0,0,0.0686838601678178,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.964698342656163,0,-0.00554757300180046,0,0,0,0,0,0,0,0,0,0,0.0148132763372971,0,0,0,0,0,0,0,0,0,0,0.0602986290201235,0,0,0,0,0,0,0,0,0.0402625417577978,0,0,0,-0.0761876831013731,-0.0818417040055993,0,0,0,0,0.00195704404019334,0,0,0,0,-0.0826602362393865,-0.0360527829800309
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.235527892489622,0,0.161707896403832,0,0,0,0,0,0,0,0.0884268785791648,0,0,-8.67361737988404e-19,0,0,0,-0.115902141767272,0,0,0,0,0,0.0715675368239281,0,0,0,0,0.455308634330076,0,0,0,0,0,0,0,0.0915835543511105,0,0.214738736253902,0,0,0,0.0324700767022553
X600036.CH.EQUITY,0,0,0,0.328859916754126,0,0,0.00603443957582312,0,0.0354580878620281,0,0,0,0,0,0,0,0.172008318115292,0.0120347437229992,0,0.0251103433319435,0,0,0,0,0,0,0.0349672973477582,0.170452763150123,0,0,0.113410841607609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405970533004662,0,0,0,0,0.0420902663331991,0,0
X601988.CH.EQUITY,0,0,0,0.0770162895504454,-0.0209900207667461,0,0,0,-0.0381176292953577,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.046777456137164,0,0,0,0,0,0,0,-0.0133150106063326,0,0,0,0,0,0,0,0,0,0,0,-0.127053037146262,0,0.999288395907858,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.0995183891186727,0,0,0,0,0.179109553934862,0,0,0,0,0,0,0,0,0,0,0,0.299001524737649,0,-0.0257386702465992,0,0,0,0,0.124941913898394,0,0,0,0,0.147735729884746,0,0,0.0798222450876885,0,0.066661981693749,0,0,0,0.0821613205602326,0,0,0,0,0.127070636691151,0,0,0,0
X5.HK.EQUITY,0,0,0,0,-0.0321546229346485,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.146796055289805,0,0,0.0254500643783384,0,0,0,0,0.116280014376213,0,0.455484237189222,-0.0184801507315239,0,0,0,0,0,0,0,-0.118211138527834,0.145400951661296,0,0,0,0,0,0.0824816890559099,0,0,-0.15339453028319,0,0.0806502785312166,0.169457810392881,0
X388.HK.EQUITY,0,0,0,0,0.22848674370338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181085414499717,0.282142587146665,0,0,0.115968472435665,0,0,0,0,0,0,0,0,0.0912379434159374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.238928375668497,0,0.162408617332792
X601658.CH.Equity,0,0.0810124620973579,0.148422080990253,0.0895947990876668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0877094493489297,0,-0.0407754102332542,0,0,0,0,0,0,0,-0.022858134111352,0.199733662966592,0,0,0,0,0,0,0,0,-0.135844945777546,0,0,0,0.617502466068534,0,0,-0.191360574397275,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.00988550105409779,0,0,-0.0714307168100315,0,0.124702705915642,0.0607539039779615,0,0.295791121025097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00567292846606221,0,0.154767822077977,0,0,0,0.235462136010367,0,0.0346975954711662,0,0.0852994668738571,0,0,0,0.184912315594463,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0.0410952946487897,0,0,0,0.670957468575931,0,0,0.0244745900121702,0,0,0,0,-0.0371708859124717,0,0,0,0,0,0,0,0,0,-0.00302584708609965,0,0,0,0,0,0,0,-0.0863076019650955,0,0.187806049491766,0,0,0,0,0,0,0,0,0,-0.00174135882919269,-0.0248981337524963,0
X601166.CH.EQUITY,0,0,0,0,0,0.0884740556679144,0.400227973533525,0.0434571358595293,0,0,0.0577075193319204,0,0,0,0,0,0.074232976383399,0,0,0,0,0,0.0865572691663656,0.053933091010664,0,0,0,0,0,0,0,0.0245326948950365,0,0,0.0277058548975781,0,0,0.0536812514127065,0.0220916331393676,0,0,0,0,0,0,0,0,-0.0282288844866833,0.190354936248003,0,0,0.0305377201641065
X000002.CH.EQUITY,0,0,0,0.242156598599231,-0.030819885190005,0,0,0,0.0942024194009488,0,0,0,0.189282409554831,0.0305556798701057,0,0,0,0,0,0,0.037535919576244,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0376523122550543,0.0673496683867225,0,0,0,0,0,0,0,0,0,0,0,0.0352374999714598,0.104023861475905,0,0,0
X601328.CH.EQUITY,0.108211460099433,0,0,0.140422912794564,0,0,0,0,0,0,0,0.0536236329224531,0,0,0,0,0.0849266633686445,0,0,0,0,0,0.3902413268785,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0254646311675874,0,0,0,0,0.0785443967456946,0,0,0,0.00559641042823171,0,0,0
X600000.CH.EQUITY,0,0,0.0337177262645169,0.263296580063885,0,0.178828169710238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0656181376908205,0,0,0,0,0,0,0,0,0,0,0,0,0.277190069745384,0,0,0,0,0,0.68542843796745,0,0,0,0,0,0,0,0,0.0687412595398104,0,0
X000001.CH.EQUITY,0,0,0,0,0.0632595083179504,0.526511738656121,0,0,0,0,0,0.0455099258412046,0,0,0,0,0,0,0,0.0757740924771945,0,0,0,0,0,0.0941838383292895,0,0.0681954937655188,0,0,-0.21873422960188,0,0,0,0,0,0,0,0,0.208255391619693,0,0,0,0.0151477559792353,0,0,0,0,0,-5.42101086242752e-20,0,-0.0548999783649452
X601319.CH.EQUITY,0,0,0,0.169706241534947,0,0,0,-0.059407316707844,0,0,0,0,0,0,0.215248767042932,0,0,0,0,0.162994331371237,0,-0.0171309288130662,0,0,0,0,0,-0.0167474939130673,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128118513459499,-0.0581446154752537,0,0.0332716807595873,-0.000120776529724395,0.212516710416894,0.0213781583325452,0,0,-0.0531265445757455,-0.0461204630178922
X601601.CH.EQUITY,0,0,0,0,0.293426549133118,0.0623602396151981,0,-0.0445927360729733,0,0,0,0,0,0,0,0,0,0.0592665967641771,0.522063327424532,0,0,0,0,0,0.0823485694138878,0.0692187144098475,0,0.0666251380186733,0.113594708892232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255397703744528,0,0,0,-0.179186096347796,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0832118386088129,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415776839325748,0,0,0,0,0,0,0,0.0313196767088291,0,0,0,-0.0579362077751891,0.0908381748569293,0,0,0,0.13807218585505,0,0,0.276066199139998,0,-0.0466593935067411,0,0,0,0
X1109.HK.EQUITY,0.229751537888328,0,0,0,0,0.133534792633359,0,0.184764531416649,0.080105945052468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0660572387132541,0,0,0,0,0,0,0,0,0.10811511041226,0,0,0,0,3.46944695195361e-18,0,0,0,0.255060046834473,0,0,0.113737867389738,0,0,0,-0.127176197937436,0,0
X600016.CH.EQUITY,0,0,0,0.0520531291033212,0,0,0,0,-0.0356424223142211,0,0,0,0,0.0732648890484663,0,0.113933211724652,0,0,0,0,0,0,0,0,0,0,0.0461887346788767,0.0489876656434792,0,0,0.0275274908834529,0.21528724517886,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153101053265853,0.0544312454876442,0,0,0,0,0
X601998.CH.EQUITY,0.227930464391422,0,0,0,0,0,1.73472347597681e-18,0,0,-0.0857580148817114,0,0,0,0,0,0,0.0225976705861613,0,0.010386820637869,0.0036015291112784,0,0,0,0,0,0,0,0,0.00704766605948699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20250193351334,0,0.53632046460699,0,-0.0860102451521484,-0.0279731812430533
