,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.0556487042402462,0,0.59487227333767,0,0.109891538005757,0,0,-0.0707318704028497,0,0,0,0,0,0,0,0,0.0984009316757591,0,0,0,0,0,0,0,0,0,0,0,-0.00109548801817908,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323094888524917,0,0,0,0.0790250143179303,0,0,0.0463689471950281
X601318.CH.EQUITY,0,0,0,0,0,0.0818036024577186,0,0,0.0398482908718385,-0.0325135779506771,0,0,0,0.17637370415802,0,0,0,0,0,0.468977937977031,0,0,0,0,0,-0.0870839121912531,0,0,0,0.0805038007315377,0,0.125882395565429,0,0,0.107245733518262,0,0,0.0718977565269754,0,0,0,0.00691434026441808,0,0,0,0,0,0,-1.38777878078145e-17,0.0574527275777424,0,0
X601939.CH.EQUITY,0,0,0,0,0.36465582662619,0,0.156848025188002,0,0,0.0976484864581843,0.046547497885732,0,-0.154070044546222,0,0,0,0,0,0,0,0.047209363868118,0,0,0.53889087053449,0,0,0,0,0,-0.0537496511043948,0,0,0,0,0,0,0,0,0,-0.0401277939301226,0,0,0,0,0,0,0,0,0,0,0,-0.0794815985857987
X601628.CH.EQUITY,0,0,0.0686474011448099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380182450232672,0,0,0,0.0221977543546876,0.0977622323385383,0,0,0,0,-0.033899015746003,0,0,0,0.0428939235447939,0.312676943014371,0,0.199470604892821,0,0,0,-0.0266687150900272,0,0,0,0,0,0,0,0.0633467789931059,0,0,0,0,0
X601288.CH.EQUITY,0.0483489440858701,0.0458803045658987,0.0806790270660305,0,0,0,0.205990217263392,0,0,0.0578778613395474,0,0,0,0.069971542466909,0,0,0.100071123949235,0,0,0,0,0,0,0.221151213338628,0,0,0,0,0,0,0,0,0,0,0,0,0.195851599409963,-0.000839838130260372,0,0,0,0,0,-0.0639797166358987,0,0,0,0,0,-0.0454133743096075,0,0
X600036.CH.EQUITY,0.0139034434168043,0.236047873412909,0,0,0.0795246050303424,0,0,0.128524910604925,0,0,0,0,0,0.278377863960825,0,0,0,0,0.117732119635431,0,0,0,0,0,0.257426481545128,0,0,0,0.0638743420508295,0.0174170619872508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237661847248389,0,0,-0.0237270058381445,0,-0.00174365891302744
X601988.CH.EQUITY,0.204552399882803,0,0,0,0.188157046611026,0.284936203113872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0994816451134829,0,0,0,0.0315244844651264,-0.0154779492788525,0,0,0,0,0.0186618695731782,0.240307767669927,0,0,0,0,0.0208095960785215,0,0,0,0,0.098783860661243,0,-0.13590345348003,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,-0.127148141579974,0,-0.0848687928506416,0,0,0,-0.0154802345130563,0.333051620801455,0,0,0,0,0.113437565929684,0,0,0,0,0,0,0,0,0,0,0.137195972089427,0,0.352864726169414,0.114959927711333,0,0,0,0,0,0,0,3.46944695195361e-18,0.0681736924992997,0,0,0,0,0,0,0.0877822278773303,0,0,0.108760400996486,0,0,0,0
X5.HK.EQUITY,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,-0.177940762829501,0,0,0,0,0,-0.0787526417173932,0,0,0,0,0.0977942288525707,0,0,0,0,0.0810915939814294,8.67361737988404e-19,0.40085814682802,0.10246872312222,0,0,0,0,-0.037372904516752,0,0,0,0,0,0,0,0.165682596408763,0.267535578706128,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0.0641998675725843,0,0,0,0,0,0,0,0,0,0,0,0.0755658150076006,0,0,1.73472347597681e-18,0,0,0,0,0.0152474173055612,0,0,0,0.271073072900933,0,0,0,0,0.228783003785155,0,0,0,0,0,0,0.0524471910474162,0.09387991870094,0,-0.21165396017304,0,0,0,0.0638749727103879,0,0.127112180101298,0,0,0,0.00460635536004788,-0.0147706465602928
