,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,-3.46944695195361e-18,0,0,0,0,0,-0.138339334910953,0,0,0,0,0,0,0,0,0,0,-0.0966303360644849,0,0.431992912478852,0.688341082358433,0,0.0393789437587871,0,-0.127768324408156,0,0,-0.0832271267229002,0,0.10779353820701,0,0,0,0,-0.133939756819752,0,0,-0.338794480344772,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0.196906165524081,0,0,0,-0.0285226683225078,0,0,0,0,0.118784101312901,0,0,0,0,0.253241075485547,0,0,0,0,0,0,0,0,0,0.0869052689140573,0,0,0,0,0,0,0.402528481307079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.806388364217233,0.0267732263211342,0.0571391061051187,2.16840434497101e-19,0,0,0,0,0,0,0,0,0.0296961074231837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431784270452416,0,0,0,0.0434850685711619,0,0,0,0,0,0,0.0467077875685662,0,0,0,0,0.00130353107746931,0,0,0
X601288.CH.EQUITY,0,0,0.921929110489175,0,0,0,-0.0679031276605435,0,0,0,0,0,0,0,0,0,0,0.116133278388925,0,0,0,0,0,0,0,-0.0148010256337603,0.059028746791054,0,0,0,0,0,0,0,0,0,0,-0.103023170284402,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,-0.0472334381020729,0
X601988.CH.EQUITY,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,1.12022958139334,0,0,0,-0.142839972175435,0,-0.160413366632719,0,0,0,0.104220750302455,0,0,0,0,0,-0.0625939520425293,0,0,-0.221307497491241,0,0,0,0,0.0612587177045208,0,0,0,0,0,0,0.0128533740490332,0,0.138148460662865,0,0,0,0.0996000914628773,0
X600036.CH.EQUITY,0,0,0.385232801644083,-1.73472347597681e-18,0,0,0,0,0.00825907407981175,-4.33680868994202e-19,0,0,0,0,0,0.132297944391416,0,0,0,0,0,0,0,0,0,0,0.189584366866522,0,0.0163772936277765,0,0,0,0.180822226705107,0,0,0,0,0,0,0,0,0,0,0,0.0211773387706497,0,0,0,0,0.0101986863018761,0.00723340470837004,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.913197720820263,0,0,0,0,0,0,0,0,0,0.101059443275863,0,0,0,0,0,0,0,0,-0.114306181344051,0,0,0,0,0,0.0798038254499179,0,0,0,-0.0830537199035038,0,-0.0587210850745105,0,0,0.0164912786735846,0,0,0.0379507626574876,0,0.057646382412242,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,5.2920425004912e-05,0,0,0,0,0,0,0,0.199024262349763,0,0,-0.267328526828243,0,0.145478764887518,0.102103705729889,0,0.14300769137749,0,0.332472940330343,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.022649318501954,0,0,0,0.317163397997381,0,0,0,0.0386225221632373,0.121076831081972,-0.0576460451322139
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0733074680059334,0,0,0.27404855366492,0,0,0,0,0,0.285455643050013,0,0.277126617901158,0.0303502142459793,0.109222605098653,0,0,0,0,0.0293085468922398,0,0,0,0,0,0,-0.16030707152462,0,0,0,0.100146615945812,-0.101007973877178,0.0280872659328272,0,0,0,0,0,0.223157090530442,0
X388.HK.EQUITY,0,0,0,0,0,0,0.246384802655373,0.0161224655836935,0.0234502880911974,0,0,0,0,0,0,0,0,0,-0.243206326979465,0,0,0,0,0,0,0.361933674518084,0,0.0114854278316423,0,0.0940850052796332,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225858864155476,0,0.0125027893223379,0,0,0.0809195112400401,-0.243525955847848,-0.0507743968663763,0
