,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0.23158711459247,0,0,0,0,0,0,0,0,0,0,-0.269702724819504,0,0,0,0,0,0,0,0,0,0,-0.318039117913159,0,0,0,0,0.760432230611176,0,-0.180525898631856,0.267046086956892,0,-0.0507234855758609,0,-0.0226050246173237,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.16202178319309,0,-2.77555756156289e-17,0.0263078679426908,0,0,0,0,0.0593370390327851,0,0,0,0.124456414689487,0,0,0,0,0,0.0338911794221483,0,0,0,0,0.0582773173853229,0,0,0,0,0,0,0,0.591691226537492,0.0220408261038089,0,0.0195229972925161,-0.0774956372780442,0,0,0,0,0,-0.0398080445345783,0,0,0
X601939.CH.EQUITY,0.283706650965168,0,0,0,0,0,0,0,0.0524564479210682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398340730620655,0,0,0,0,0.117590224537506,0,0.0209484916974791,0,0,0,-0.083792539494978,0,0,0,0.387063071453993,0,-0.0206595558719051,0,0,0.111003399017216,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.00501922844019673,0,0,0,0.27675366098772,0,0,0.185240397577932,0.0457648661442034,0,0,0,0,0,0,0,0.0680373764444872,0,0,0,0,0,0,-0.0542385366458438,0,0,0.0967147434933942,0,0,0,0,0,0,-0.0957406558021611,0,0,0.157602707354441,0,0,0,0,0,0.106869127608888,0.0833410469146777,0,0,0.113412907167404,0,0,0
X5.HK.EQUITY,-0.145291947995848,0,0,0.0144170309305217,0,0,0,0,0,0,0.0749095936971884,0,0,0,0.307878168704562,0,0.200206597580383,0,0,0,0,0.281694636757983,0,0.283538765104714,0,-0.00493890150288094,0,0,0,-0.269530214600287,0,0,0,0,-0.0559862179912209,0,-0.107080771510952,0,0,0,0.311211064374427,-0.10808701579002,0,0,0,0,-0.0957121518364999,-0.166327658093952,0,0,0
X601988.CH.EQUITY,0.251540951108478,0,0,0.569185167695699,0,0,0,0,0,0,0.101987346918895,0,0.0996215391157797,0,-0.0459186293111619,0,0,0,0,0,0,0,0.00620317998506469,0.0583558066353451,0,0,0.0407883754570356,0,0,0,0,0,0,0,0,0,0,0,0.0265498157257302,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.386184481879848,0,0.0746061867576956,0,0,0,0,-0.0737244035227401,0.598941134918955,0,0.0115900449823423,0,0,0,0,0,0,0,0.107382382217433,0,0,0,0,0,0.0271022725469551,0,0.0755162586483192,0,0.29430254785897,0,0,0,0,-0.291891958247887,0,0,0,-0.0609042130715451,0,0.176824064683653,0,0,0,0,0,0,0,-0.148906573464284,0,0
X1299.HK.EQUITY,0,0.211745192984822,0,0,0,0,0,0,0,0,-0.110238802556524,0,0,0,0.0332782837036748,0,0.258998361170256,0.0306195329608783,-0.147938489529195,0.132132397108538,0,0,-0.062562988593518,-0.0306875266979294,0.461272933013338,0,-0.0797217366803245,0,0,0,0,0,0,0,0,0,0,0,0.0465972935470118,-0.149776683717914,0,0,0,0,0,0,0.0189985217439408,0,0,0,0
X601628.CH.EQUITY,0,0.0903265494310827,0,0,0,0,0,0,0,0,0,0,0,0.330283024224023,0,0,0,0.0342337323307416,0.00918896523161575,0,0,0,0,0,0.0959847697839859,0,0,0,0,-0.0542700272385851,0,0,0,0,0,0,0.0749562044368205,0.177685257707622,0,0,0,0,0,0,0,0,0,0,0.137447551378503,0,0
X601328.CH.EQUITY,0,0.293107409001287,0.11951037871193,0.382246533909269,0.0149013019845783,0,0.19072290858147,0,0,0,0,6.93889390390723e-18,0,0,0,-4.33680868994202e-19,0,0.0655386684933851,0,0.0302270671889704,0,0,0,0,0,0,0.261442110061852,0,0,0,0,0,-0.321642727056839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.352399804818344,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.291981935900854,0,0,0.211660336290619,0,0,0,0,0.539829244516812,0,0,0,0,0,0,0,0,0,0,-0.193957687817662,0,0,0,0,0,0,0,0.327707419509737,0,0,0,0,0,0.299446253917845,0,-0.0863068747705408,0,0,-0.165859125217365,0,0,0,-0.104676262165495,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.241074255578589,0.329429003190157,0,0,0.152848815830134,0,0,0,0.535433287748067,0,0,0,0,0,0,0,0,0,0,0,0.00994378601240883,0,0,0,0.124260641353692,0,0,0,0,0,0,0,-0.319622612942654,0,0,0,-0.0129128252390844,0,0.0357109742731569,0,0,0,0,0.0222323701864627,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238487113630685,0,0,0,0,0,0,0,0,0,0.0483081206288324,0,0,0,0,0,0.143536248502778,0,0,0.312253693351504,0,0,0,0,0.00173536751596673,0,-0.133126763582147,0
