,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601229.CH.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.00334148132512912,0,0,0,-0.0601936568143956,0.0491260006873077,0,0,0,0,0,0,0,0.358401094898333,0,-0.168156638674338,0,0,0,0,0,-0.159702968995786,0,0,0,0,0,0,0.165236462220253,0,0,0.632340044823291,0,0,0,0,0,0,0,0,0,-0.0140507668006958,0,0.0606790713006425
X601318.CH.EQUITY,0,0,0,0,0,0,0.215355446938233,0.0499353855156312,0.204373424525553,0,0,0,0,0,0,0,0.108989972183221,0,0.1414437734353,0.069743878140504,0.0413698866575221,0,0,0,0,0,0,0.0220074965127994,0,0,0,0,0,0.0726304925462569,0,0,0,0,0.0589779046537514,0,0.130421887923264,0.0307810753042814,0,0,0.0837796255039548,0,0,0,0,0,0
X601939.CH.EQUITY,0.369743720364322,0,0,0,-0.0651167128186814,0,0,0,0,0,0,0,0,-0.0404513323270601,0,0,0,0.0502512903996454,0,0,0,0,0.148101783334024,0,0,0,-0.377997491188983,0,0,0,0,0,-0.00214394242191352,0,-0.0583337802472731,0,0,0,0,0,0.664670216062462,0,0,0,-0.0354279010000513,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,-0.133522258087657,0,0,-0.0360351018841033,0.0665208506794263,0,0.365753294256968,0,0,0.330239115960918,-0.0712200701738362,0,0,0,0,0,-0.115741927965569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307722852839488,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.146975254761557,0,0.213111641171013,0,0,0.113427988055494,0,-0.00367844617840608,0.214578347017727,0,0,0,0.0738784110752979,0,0,0,0,0,0,0,0,0.0216351701831075,-0.168529946829586,0,0,0,0,0,0,0,0,0,0.129650743636082,0.0970970491376924,0,0,0,0,0,0,-0.0966346744435925,0,0,0.15472783873712,0,0
X601988.CH.EQUITY,-0.0612258083775564,0,0,-0.050497468894245,0.410188294712869,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.00269647646601839,0,0,0.0437223645663482,0,0,-0.172454023619017,0,0,0,0.34867665665581,-4.33680868994202e-19,0,0,0,0,0,-0.365202662967306,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0.0352934858808229,0.131252927461525,0,0,0,0,-0.0293634603819825
X600036.CH.EQUITY,0,0.268807386496286,-0.0797147996621459,0,0,0,0,0,0,0.384754517451808,0,0.0627178604948687,0,0,0.0715110030316619,0,0,0,0,0,0.287447994505389,0,0,0,0,0,0,0,0.14816508512368,0,0,0,0,-0.146880482342248,0,0,-0.157429926127899,0,-0.0212557277444577,0,0,0,0,0.280179124706416,0,-0.0617458117368801,0,0,0,0,0
X1299.HK.EQUITY,0,0.0948420030230503,0.00454139861348004,0,0.366126038927758,0,0,0,0,0,0,0,0,0,0,0,0,0.0500948736426083,0.0773446125542109,0,0,0,0,0,0,0,0.147512783469722,0.0291013653253868,-0.104021621132834,0.0466203872113978,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.178184084333983,-0.116997028764171,0,0,0.130960948061234,-0.0110523600666327,0,0
X601628.CH.EQUITY,0,0.0844949250926263,0.0279068232501288,0.0798576235797407,0,0,0,0,0,0,0,-0.0690904905349463,0,0,-0.00306978972471428,0,0.325284205316786,0,0,0.0248819154757478,0,0,0,0,0.10865446998837,0,0,0,0,0,0,0,0,0,0.196733891082882,0.0514057211249096,0,0,0,0,0,0.204760787153972,0,0,0.0869650181602892,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.694431880657044,0,0,0,0,0,0,0,0,0.0883381779297959,0,0.0234051213144035,0,0,0.180512807018894,0,0,0,0,0,0.119425414297715,0,0,0,0,0,0,0,0,0,0,-0.0808915723629983,0,3.46944695195361e-18,0,0.029032382667365,0,0,0,-0.237979966869615,0,0,0,0,0
X601166.CH.EQUITY,0.115448537544576,0,0,0.236238903523854,0,0,0,0,0.00398054577216393,0,0,0.348004484215882,0,0,0,0,0,0,0.0759283021224302,0.0301396006334543,0,0,0,0,0,0,0,0,0,0,0,0.010197515413715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.129327394254865,0.746056730343678,0,0,0,0,0,0,-2.77555756156289e-17,0,0.161178561354815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.167332650153783,0,-0.156399496895388,0,0,0,0,0,0,0,-0.0103127665407455,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.00897454889296794,0,0,0,-0.0281215231886849,0,0,0,0,-0.226635683242642,0,0,0,0.00416985670032106,0,0,0,0,0.0232057372155184,0,0,0,0,-0.0374199446923906,0,0,0.322963259180796,0,0,0,0,0,0,0.410509875234922,0,-0.051873417803818,0.116711522412137,0,0,-0.0893105851522045,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244678921029122,0.0951036541671269,0,0,0,0,0,0,0,0,0.191409545185348,0,0,0,0,0,0,0.232922415369778,0.315327528701921,0,0,0,0,0,0,0,0,0,0.182155232614043,0.13264109133628,0,0,0,0,0,0
