,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.123485840477874,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15875058875499,0.032702112966091,0,0.629674638522216,-0.268757979742753,0.515146267582593,0,0,0.0352355271896141,-0.136867001979274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0620610553653747
X601318.CH.EQUITY,0,0,0,0,0,0.208955511038676,0,0,0,-0.0759038539239465,0,0,-4.33680868994202e-19,0.126902575572566,0,0,0,0.0385357920122168,0,0,0.0176959669682996,0,0,0,0,0,0,0,0,0,0.155551750953782,0,0,0,0,0.253735912050704,0,0.104257615341329,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207295619180678
X601939.CH.EQUITY,0,0.0477424518785517,0,0.795752648043162,0,0,0,0,0,0.0469485601679883,0.03030230805808,0,-0.0276152516883934,0.0207897010287111,0,0,0,0.0833860899329241,0,0,0,0,0.00108204050296192,0,0,0,0.0218918377730945,0,0,0,0.0221544208751518,0,0,0,0,0,0,0.0799742942117729,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.974280824525186,0,-0.0182709864510943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0678204251693378,0,0,0,0,0,0,0,0,0.0189305588370868,0,0,0,-0.0411214068678734,0.0122248222241768,-0.0598076052057423,0,0,0,0,0,0,0,0,-0.0964378446691174,-0.0372425195572348
X601628.CH.EQUITY,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.274797441037134,0,0.0854603644757801,0,0,0,0,0,0,0,0.429758695655708,0,0,0,0,-2.77555756156289e-17,0,-0.0557780891152337,0,0,0,0,0,0,0,0,0.101626462823559,0,0.00944261817303204,0,0,0,0,0,0,0,0.113064427808562,0,0.205634165498448,0,0,0,0.0376908713083765
X600036.CH.EQUITY,0,0,0,0.329163496492911,0,0,0.00603206604008775,-2.16840434497101e-19,0.036973361552812,0,0,0,0,0,0,0,0.172072675249187,0.0120390619606694,0,0.0250919164866267,0,0,0,0,0,0,0.0363600249880804,0,0.170487156939446,0,0.114704168298575,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406049394984754,0,0,0,0.0420036201566513,0,0,0
X601988.CH.EQUITY,0,0,0,0.0626307706808438,-0.0156931041576893,0,0,0,-0.0379111726943333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716162328290752,0,0,0.0439444109337353,0,0,0,0,0,0,0,-0.0217114089371619,0,0,0,0,0,0,-0.0108891757360576,0,0,1.73472347597681e-18,-3.46944695195361e-18,-0.134255915271931,0,0,0.961973150425415,0,0
X1299.HK.EQUITY,0,0,0,0,0.0876050799098982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277792015099267,0,-0.0648870317251634,0,0,0,0.0823347531662628,0,0.0481446168456451,0,0,0.00786453876399105,0.351474309462496,0,0.130948625958049,0,0,0,0,0,0,0,0,0,0,0,0.0697467043619428,0.00318030533264389,0,0,-0.00398076520700734
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.200899892000806,0,0,0,0,0,-0.0570762469235768,0,0.216017658523782,0.486238563483314,0,0,0,0,0,0,0,0,0,-0.0470493698252065,0.0475294496445478,0,0,0,0,0.0344937412426789,0.0592291427525152,0,0,-0.0938312777660863,0.0490409882105901,0,0.104234749710684,0
X388.HK.EQUITY,0,0,0,0,0.253819415825494,0,0,0.0628066981665648,0.113949923245594,0,0,0,0,0,0,0.0364677891164601,0,-0.215450511399834,0,0,0,0.328543424934003,0,0,0.199900747077875,0,0,0,0.0291367840700768,0,0.0439102038587592,0,0,0.0346405462747601,0,0,0,0,0,0,0,0,0.106713375734643,0,0,0,0,0,-0.267541433447884,0,0,0.136096796277853
