,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.137606185608653,0,0,0,0,0,0,0,0,0,0,-0.0977183480974641,0.434735931996079,0,0.688277144321749,0,0.0393182706144717,0,-0.12770743893985,0,0,-0.0822677889689589,0,0.103753279766978,0,0,0,0,-0.135509613952852,0,-0.339563625834457,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,-3.46944695195361e-18,0,0.113159715463555,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307966576571845,0,0,0,0,0,0,0,0,0,0.114201108257151,0,0,0,0,0,0,0.472241469097796,0,0,0,0,0,0,0,0,0,0.0916500297893055,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.790704848156288,0.0123167206323928,0.0241842849176081,0.0234097342913723,0,0,0,0,0,0,0,0,0,0,0,0.0461019339745375,0,0,0,0,0,0,0,0,0,0,0,0,0.0948127295931602,0.0279732492802435,0,0,0,0,0,0,0,0,0,0,0,0.0374451954169149,0,0,0.0323860173217713,0,0,0
X601288.CH.EQUITY,0,0,0.883354939298076,0,0,0,-0.0950270094136926,0,0,0,0,0,0,0.0118054461982726,0.0346007372325522,0,0,0.153014582621774,0,0,0,0,0,0,0,-0.0469852644253218,0.0170250480857052,0,0,0,0,0,0,0,0,0,0,-0.153494870401142,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.0770775864122166,0,0,0,0,0,0,0,0,0,0,0,1.24416754061203,0,0,0,0,0,0,-0.22777873664386,0,0,0,0,0,0,0.0572718888560363,0,-0.113787824065787,0,0,0,-0.111947956586084,0,0,-0.198820321930125,0,0,0,0,0,0.00333658833604798,0,0.00394588140140292,0,0,0,0,0,0,0.0104649055918333
X600036.CH.EQUITY,0,0,0.390758310361367,0,0,0,0,0,0.0100329060974919,-4.33680868994202e-19,0,0,0,0,0,0.129344770513039,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0.192230636884258,0,0.00950907212913519,0,0,0,0.163829700902343,0,0,0,0,0,0,0,0,0,0,0.0208461985056609,0,0,0,0.00613908435027675,0,0.00530210105370162,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.117609186695398,0.747594690595458,0,0,0,0,0.0916493336746702,0,0,0,0,0,0.104354682721257,0,0,0,0,0,0,0,-0.0503956567414171,0,0,0,0,0.0645260349477827,0.179077124560922,0,0,-0.120146739947246,0,0,0,0,0.0774050453762723,0,0,0.10634087176786,0,0,0.0218186527395894
X1299.HK.EQUITY,0.0419916408001088,0,0,0,0,0,0,0,0.185895912538713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.266665424362654,0,0.0961694311791212,0.156304395866154,0,0.0034588295579016,0,0.31590380055978,0,0,0.0961824184514342,0,0,0,0,0,0,0,0,0,-0.0394791752192269,0,0.430276923569204,0,0,0,0.0827873082972106,-0.114020840647691
X5.HK.EQUITY,0,0,0,0,0,0,-0.0648902127073159,0,0,0.0743091707964846,0,0,0,0,0.315903548893898,0,0,0,0,0,0,0,0,0,0.601358359719501,0,6.93889390390723e-18,0,0,0.22382025696562,0,0.0341261661217022,0,0,0,0,0,0,-0.369007823369637,0,0,0.104191701358653,0,0.109424550983071,-0.0837196521933164,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0.217126259300481,0,0,0,0,0,0,0,0,0,0,0,-0.215610634165721,0,0,0,0,0,0,0.356940431221068,0,0.066387899904847,0,0.123713092318026,0.0238092163381902,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166551095476612,0.0422969753504315,0,0.059530527684644,0,-0.266679021253667,0
X601658.CH.Equity,0,0,0.0870948075666951,0.130406313995206,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312591275537611,3.46944695195361e-18,0.0154673920915853,0,0,0,0,0,0,0,0,0,0,0.0124986191268532,0,0,0,0,0,0,0,0,0,0,0,0.201315615783815,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0.159298397037908,0,0,0.0140693227265037,0,0,0,0.0296388339682867,0,0,0.0764799692538998,0,0,0,0,0,0,0,0,0,0,0,0.107897296790188,0,0,0,0,0.661627353191223,0,0,0,0,0,-0.0298934608196745,0,0,0,0.0128859209338985,0.0118466185998912,-0.0210914143198526,0.00472045272645279,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0.549450512276668,0,0,0,0,0.00139818902585844,0.0737500072304181,0,0,0,0.0513881428315888,0.0885833718700435,0,0,0.0157730606001127,0,0,0,0.041245823802633,0.0351475112821224,0,0.0980148160497074,0,0,0,0,0,0.0611716276701422,0.0296396071806989,0,0,0,0,0,0,0,0,0,0,0,-0.0299561682985115,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0.212826534936102,0.0105617184519374,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.327556584564217,0,0,0,0.00467807106230144,0,0,0,0,0,0,0,0,0,0,0.0259376514758749,0,0,0,0,0,0.248317637202643,0,0,0.0473581783219735,0,0,0,0
X000002.CH.EQUITY,0,0,0.106663165218073,0.0939139740326037,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0.135247998365873,0,0,0,0.0461592663645701,0,0,-0.0296598234729564,0,0,0.0318054436281313,0,0.0407984419725296,0.0398422826505542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165210927372652,0,0,0,0
X600000.CH.EQUITY,0,0,0.140540815993998,0.201095927780375,0.00688859889371472,0.145349320562742,0,0,0,-0.0266859449346958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.085705685885651,0,0,-0.0548209674490408,0,0,0,0,0,0,0,0,0.697006986682423,0,0.264527276507349,0,0,0,0,0,0,0,0,0,0.0944202391013528,0
X601066.CH.EQUITY,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.321392665625283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256125037830075,0,0,0,0,0,0.0471144003808801,0,0,0,-0.012846459265587,0.287681467056819,0.0367989588301579,0,0.052795438936413,0,0,0.0459175616559434,0,0,0,0.0195936338568577,0,0
