,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,-0.112991848997222,0,0,0,0,0,0,0,0.141834477523035,-0.0321857883549854,0,0,0,0,0,0,0,0,0,-0.258160909653961,0,0,0,0,0,0,0,-0.16133737094162,0,0,0,-0.281055523200876,0,0,0,0,0.756000670955908,-0.0220988586485899,0.396167640630608,0,0,0,0,0,0,-0.0160069656225891,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.00772012237766198,0,0.0829533183612983,0.0237110834496117,0,0.0259139723169433,0,0.0586600866973915,0,0,0,0,0,0,0,0,0,0,0.231784088440671,0,0,0,0,0,0,0,0,0,0,0,0,0.287330599250497,0,0,0,0,0.222540285321146,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.410329747733836,-0.0839777158748524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295235557813257,0,0,0,0,0,0,0,0,0,0,0,0,0.0861415651537367,0,0,0,-0.236922346699779,-0.139015426494441,0,0,0.526604452261598,0,0,6.93889390390723e-18,-0.0261260022778815,0.128556988049251,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.0242087014220699,0,-0.186392649281514,0.175685795586168,0.012416203310403,0.3773551726844,0,0,0,0,0.107528086240593,0,0,0,0,-0.0859149161945195,0,0,0,0,0,0,0,0,-0.569331899724052,0,0,0,0,0,0,0,0,0,0,0,0.154537132325301,0,0,0,0.263424000413205,0,0,0,-0.109306388603487
X5.HK.EQUITY,-0.152859220441363,-0.161521324625425,0,0,0,0,0,0,0,0,0,0,0,0,0.347353200084625,0,0,0,0,0.282341465554033,0.0595331741533571,0,0.390000934354479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114569999984406,0,0.198896630521722,0,0,-0.0180168895207277,0,0,0,0
X601988.CH.EQUITY,0,0,0.0104432118041222,0.119542406009922,0.104144944570334,0,0,0,0,0,0.229019400447094,0,0,0,0,0,0.0788496753217864,0.0201854504635823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.057829537519292,0,0,0,0,0.186538457631061,0,0,0,0,0.291696181687728,0.177147546049415,0,0,0,0,-0.00195527872398869
X600036.CH.EQUITY,0,0.115211379624631,0,0,0,0,0,0,-0.24343683791882,0.527196743090679,0,0,0.274691429226975,0,0,0,0,0,0,0,0.084213592465699,0,0,0,0,0.0813557289142807,0,0.0532107040282134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158449959498139,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.111137454722426,0.00374877216966207,0,0.0501933554409762,0,0,0,0.124627011780559,0,-0.0367725841173016,0,0,0.0714635327410005,0,0.236279150945972,0,0,0,0,0,0,0,0,0,0.0318480948725231,-0.00942316645195764,0,0,0,8.67361737988404e-19,0,0.278694124748149,0,0,0,0,0,0,-0.0833023310854834,0,0,0,0,0,0.0373194135432151,-8.67361737988404e-19,0,0,0
X601628.CH.EQUITY,0,0.0130062505843611,0.0125766999510765,0.0464589191696919,0,0,0,0,0,0,0.00106573561196936,0,0,0.333045853755828,0,0,0,0,0,0,0,0,0,0.0853824501999649,0,0,0,0,0,0,0,-0.0457580011657714,0,0,0,0,0.0457514320411156,0.265351912497518,0,0,0,0,0,0,0,0,0.119767655359494,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.627436986179846,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288721681579103,0,0,0,0,0.0466234874499206,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,-0.0556481061901336,0,0,0,0,0.029902465657903,0,-0.0468234886492048,0,0,0
