,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.114228088347956,0,0,0,0,0,0,0,0,0.200662415562115,0,0,-3.46944695195361e-18,0,0.400382054847245,0,0,0,0,0,0,0,0,0,0,0,0,-0.118548423926621,0,0,0.473451914933774,0,0,0,0,-0.0156046663125182,0,0,-0.0387122562139984,-0.0929624987906667
X601318.CH.EQUITY,0,0,0,0,0,0,0.1561609123969,0,0.244955697599118,0,0,0,0,0,0,0,0,0.280374022376156,0.0767095405151565,0,0.038241120236841,0,0,0,0,0.0752848930673088,0,0,0,0,0,0,0,0,0,0.0826520188590687,0,0,0,0,0.0290089633364759,0,0,0,0.0127972866886025,0,0,0.0449210628748953,0,0
X601939.CH.EQUITY,0,0,0,0.553269162795811,0.0205464072629657,0,0,0,0,0.327832775045629,0,0,0,0,0,0,0,0,0,0,0.107582072801238,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,-0.00615624047765246,0,0.143059520573479,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,-0.387681634804676,0,0.0468928455987472,0,0.975024805680502,0,0,0,0,-0.101965457276809,0,0,0,-0.307312160524416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412718175677993,0,0.174849570612817,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.145682127755773,0.398076585733623,0,0,0,0,0,0,0,0,0.0838378957563235,0,0,0,0,0,0.0609657640225035,0,0,0,0.00624693656123144,0.0631038902394522,-0.192240172494794,0,0,0,0,0,0,0,0,0.0575368087933809,0,0,0,0.255915056823088,0,0,0,0,0,-0.160270619283531,0,0.0875011362157055,0
X601988.CH.EQUITY,0,0,-8.67361737988404e-19,0,0.377008524689896,0,0,0,0.0773987507192307,0,0,0,0,0,0.0894830610545263,0,0.0358787517129952,0,0,-0.0763430030968813,-0.0669734904860609,0,0,0,0.25304746006169,0,0,0,0,0,-0.243638857988952,0,0,0,0,0,0,0,0,0.0602831575396945,0,0,0,0,0,0,0,0,-0.036933640305863,-0.149897745894425
X1299.HK.EQUITY,0,0,0,0,0.228028788849091,0,0,0,0,0,0,0,0,0,0,0,0.192817802192721,0,0,0,0,0,0,0,0,0.0353288110074067,0,0.0349456615289385,-0.11687449915326,0.0876853871797879,0.0539335892722877,0,0,0,0,0,0.535536311974619,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.0214656629460567,0,0,0,0,0,0,0,0,0.442029187719528,-0.0273333000310875,0.1429760152827,0.10888180513137,0,0,0,0,0,0,0.0474293803477588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164105895614964,0,-0.0895922426800713,0.312704620117303,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.100388908796969,0,0.0102239261812321,-0.0939872188904916,0,0,0,0,0,0,0.0340663815093668,0,0,0,0,0,0.192754265987785,0,0,0,0,0,0,0,0,0,0.0240173969736021,0,0,0,0,0,0,0,0.433140295401995,0,0,0,0,0,0.201699214385472,0.0843869134491579,0,0.073191649282659,0,-0.0238639904205149,0,0,0
X601328.CH.EQUITY,0,0,0.148305058063227,0,-0.0850532334971604,0,0,0.406477117603127,0,0,0,-0.0141032038493808,0,0.468761676042583,0,0,0,0,0,0,0.080967724732373,0.104817479081947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0801795126777204,-0.206244852999974,0,0,0,0,-4.33680868994202e-19,0,-0.00873157149128529,0,0,0,0,0
X601166.CH.EQUITY,0.0928496498638968,0,0,0.26527627396752,0,0,0,0,0.0160501767403037,0.25671613936321,0,0,0,0.236831279214045,0,0,0,0,0.0527274178322298,0,0,0,0,0,0.0462568003301923,0,0,0,0,0,0,0,0,0.00773659673398026,0,0,0,-0.0573578711924079,0,0,0,0,0,0,0,0,0,0,0,-0.0352417095565044
X601319.CH.EQUITY,0,0.0953340323517259,0,0,-0.297267950470881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369765125695874,0,0,0,0,0,0,-0.0189985115333928,0,0,0.00156455167308293,0,0,0,0,0,0.0266717737226012,0,0,-0.137281279379382,1.73472347597681e-18,0,0,0,0.602840104229965,0,0.0404262341441579,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0.105896405507983,0,0,0,0,0,0,-0.0926866451457251,0.0621783018239057,0,-0.338698007432036,0,0,0,0,0,0,0,0,0.0310748563980021,0,0,0.289485519048793,0.136154576934319,0,-0.0235180194384549,0.206087794860861,0,0,0.577471352638637,0,0,0,0,0,0,0,0,0.245972763747414,0,-0.122855016883088,-0.0319712109459747,-0.039138753616796
