,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X600015.CH.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.370535011309812,0.0672078084606188,0,0.0636648288826777,0,0,0,0,0,0.281182307747407,0,0,0,0,0,0,0,0,0.0275321673595674,0,0,-0.00530090712628926,-0.0226615122553554,0,0.0164976905321501,0,0,0,0,0,0,0,0,0,0,0.0142696161063143,0,0,0,0,0,0,0.0216164055584652,0,0,0,0,-4.33680868994202e-19,0,0.160635454691277,0,0
X601939.CH.EQUITY,0.451845563297784,0,0,0.080339230376965,0,0,0,0,0,0,0,0,0,0.10519656766802,-0.150782456905644,0,0,0,0,0,0,0,0,0,0,0.27822186629534,0,0,0,0,0,0,0,0,0,0,0,-0.0217439952247316,0,0,0,0,0,0,0,0,0,0.140613022121344,0,0.0722809764483734,-0.0727081164213269,0,0
X601318.CH.EQUITY,0,0,0,0,0.191122578211471,0.0799715478417202,0,0,0,0,0,0,0,0,0.108566044709252,0,0,0,0,0.230598606115513,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140337245677807,0,0,0,0,0.0977328949589409,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.29711240529596,0.0953241986299216,0,0,0.174381288309007,0,0,0,0,0,0,0,0,0.189402105148181,0,0,0,0,0,0,0.0452846505799165,0,0,0,0,0,0,0,0,0,0,0,0,0.121964955242257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.379224951690081,0,0,0,0,0,0.333078694588871,0,0,0,0,0,0.211840630977005,0,0.137122057580677,0,0,0,0,0,0,0,0,0.0686169352695561,0,0,0,0,0,0,0,0,0,0,-0.505476452858411,0,0,0,0,0,0,0,0.0115123459562585,0,0,0,0,0,0.310945616330712,0
X600036.CH.EQUITY,0,0.0319274020213551,0,0,0,0,0,0,0.0103507388880914,0,0,-0.0293236319214521,0.203911260266569,0,-0.00935081596297694,0,0,0.102370073857247,0,0.212043576211657,0,0,0,0.0744710598444006,0,0,0,0,0,0,0,0.335225238518363,0,0,0,0,0,0,0,0,0,0.0267112003131964,0,0.147307362867328,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20636369334395,0,0,0.386924802907594,0,0,0,0,0,0.0576601591135893,0,0,0,0,0,0.0496582911569139,0,0,0,0,0,0,0,0,0,0.140857736840867,0,0.0830757048356789,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152455984733368,0,3.46944695195361e-18,-0.153515563774166,0,0,0,0,-0.450415386694195,0.636241903150197,0,0.0992009877085105,0,0.698759058369242,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,-0.106246863459029,0,0,0.327923740684949,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.101740652842565,0,0,0,0,0,0,0,0.370686162671722,0,0,0,0.0384757310909919,0,0,0,0,0,0,0,0.00224587405808753,0.0499750955783129,0,0,0.0908900136063515,0,0,0,0,0.203921630983592,0,0,0,0,0,0,0,0,0,0.158217398423614,0.0411014226678639,0
X601658.CH.Equity,0,0,0,0,0.136051543407774,0,0,0,0,0,0,0,0,0,0,0,0,0.268245684630367,0,0,0,0.0280218027547287,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323447190909386,0,0.164188369785442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.279295480737963,0,0,0.308964096751584,0,0,0,0,0,-0.0140582915916795,0,-1.73472347597681e-18,0,0,0,0.160653647281077,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173028432776464,0.0290325952286105,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120556003629556,0.0255567358791476,-0.0666465029605696,0,0
X388.HK.EQUITY,0,0,0.430615490761931,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872469312543295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044114458493113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00261484030935702,0,0,0,0,0
