,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601066.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.535386211742292,0,0.0440776172680476,0.0310879134881333,0.00034831858529838,0.0344175230167659,0,0,6.93889390390723e-18,0,0,0,0.0370149054186556,0,0,0,0.0248789997020894,0.0740064824982627,0,0,0,0,0,0.114229017357971,0,0,0,0,0,0,0.0143226646701655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.467852564359069,0,0,0.183365297526558,0,0.110571210325679,0,0,0,0.0165432461173096,0.135042676427272,0,0,0,0,0,0,0,0,0,0,0.000901022282403406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00588474132844214,0,0,0,0,0,0,0,0,0,0.000660590579255537,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0950511390891216,0,0,0.105434180034835,0,0,0,0,0,0,0,0.252974715301235,0,0,0,0,0,0,0,0,0.124017955884989,0,0,0,0,0,0,0,0,0,0,0.0180674302609245,0,0.275141865429445,0,0,0,0.0707703461709251,0,0.0150099741610339,0,0,0,0,0,0
X601288.CH.EQUITY,0.325072876147904,0.123492958556293,0,0,0,0,0,-0.0126387179762095,0,0.0778996421421909,0,0,0,0,0,0,0,0.173494872974259,0,0,0.117067999233024,0,0,0,0,0.0209686982779865,0,0.111064176459002,0,0,0.0482213169662272,0.0081539702984115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0782617566959823
X5.HK.EQUITY,0,0,0,0,0,0.177112286145393,0,0.174846738980391,0,0,0,0,0,0,0,0,0.40863454127702,-0.208621660782281,0,0,0,0,0,0,0,0.195319057539192,0,0,0,0,0,0,-0.00521812511648379,0,0,0,0,0.0807185150342705,0,0,0,0,0,0,0,-0.68386395014834,0,0,0,0.260520914043512,0,0
X601988.CH.EQUITY,0,0.29007376620785,0,0,0,0,0,0,0.0256433289337213,0,0,0,0,0.0712130759784249,0,0,0,0.0484818000208339,0,0,0,0,0,0.465689571093748,0,0,0,0,0,0,0,0,0,0,0.101071517431061,0,0,0,0,0.0286933435487105,0,0.037652330418055,1.38777878078145e-17,0,0,0,0,0,0,0.0464139075557949,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0788905630554269,0,-0.0210443412212047,0,0.125846928591435,0,0,0,0.0289491191121593,0,0,0,0,0,0.365171963329852,0,0.222925494599178,0,0,0,0.0957967654873952,0,0,0,0.0244958724101843,0,0,0,0,0,0,0,0,0.0423376168236799,0,0,0,0,0,0,0,-0.0369920924800992
X1299.HK.EQUITY,0,0,0,0,0,0,0.0370799479485906,0,0,-0.0558660388563547,0,0,0,0.121738080956206,0,0,0,0,-0.0325657841846462,0,0,0.262283157641313,0,0,0,0.0857329612027483,0,0,0,0.00949557348754979,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,-0.02715666232493,0,0,0,0.292010852819927,0,0,0.126568566879478,0
X601628.CH.EQUITY,0,0,0,0,0.0247274559525049,0,0,0,0,0,0.195780173421132,0,0,0,0,0.00480203868608163,0.00168865897565473,0,0,0,0,0,0,0,0,0,0.0425443728791268,0,0,0,0,0,0,0,0.225664276171173,0,0,0,0,0,0.171968472274131,0,0.157827551750645,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.144231284297341,0,0,0,0,0,0,0,0,0,0,0,0.115333128758646,0,0,0,0,0.0382009790218545,0.105933181369687,0.0187097515748135,0,0,0,0,0.0667033268192816,0,0,0,0,0.119661946530852,0,0,0,0,-0.0217315811916049,0.011021332544933,0,0.161937364186877,0.256793155507489,0,0,0,0,0,0,0,0,0,0,0.00317748249112191
