,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.134572199350311,0,0,0,0,0,0,-0.00467719738268485,0,0,0,0,0,0,0,0,0,0,-0.0303086860049111,0.0176137261115732,0,0.365075697981249,-0.176010012091176,0.452119261523362,0,0,0.249503351697705,-0.101692879922603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0230618128070766,0
X601318.CH.EQUITY,0,0,0,0.00469831827418654,0,0.299207847404588,0,0,0,-0.0684156578472699,0,0,0,0.101919431465307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00341412959896076,0.0612501893422928,0,0,0,0,0.272711857510713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0664386448284288,0
X601939.CH.EQUITY,0,0.0477466078676141,0,0.795752282096776,0,0,0,0,0,0.0469491419236849,0.0303003074630254,0,-0.0276153472917014,0.0207882510987877,0,0,0,0.0833919484643715,0,0,0,0,0.00108229986347174,0,0,0,0.0218910156245088,0,0,0,0.0221550588170079,0,0,0,0,0,0,0.0799673673119942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.911494155183917,0,-0.0481110159321783,0,0,0,0,0,0,0,0,0,0,0.0179670487779657,0,0,0.137042013725942,0,0,0,0,0,0,0,0.0299345250104448,0.00497782204425446,0,0,0,0,0,0,0,0.0114528170453082,0,0,0,-0.0886588859685354,0,-0.107382828784202,0,0,0,0.0259848694926519,0,0,0,0,-0.0365310733540155,0,0
X601628.CH.EQUITY,0.0121755323367387,0,0,-3.46944695195361e-18,0,0,0,0,0,0.252642578792564,0,0.169289263771502,0,0,0,0,0,0,0,0.0619633981140368,0,0,0,0,-2.77555756156289e-17,0,-0.0666920952761814,0,0,0,0,0,0,0,0,0,0,0.506936950551918,0,0,0,0,0,0,0,0.0109444315621168,0,0.293397133758546,0,0,0,0.0517115631915824,0
X600036.CH.EQUITY,0,0,0,0.329163496492911,0,0,0.00603206604008775,-2.16840434497101e-19,0.036973361552812,0,0,0,0,0,0,0,0.172072675249187,0.0120390619606694,0,0.0250919164866267,0,0,0,0,0,0,0.0363600249880804,0,0.170487156939446,0,0.114704168298575,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406049394984754,0,0,0,0.0420036201566513,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0686196172350821,-0.0230784666657708,0,0,0,-0.029164785525538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547567425581965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0102276450281558,0,0,0,0.00135473866569128,-0.11703070741616,0,0,0.996637438707097,0,0.0209360308657818,0
X1299.HK.EQUITY,0,0,0,0,0.103874325383334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297226774895653,0,0,0,0,0,0,0,0,0,0,0.128778541431763,0.306676417651557,0,0,0,0,0,0,0,0,0.034395279766668,0.05724150599939,0,0,0,0.051058001963471,2.16840434497101e-19,0,0,0.105847220699102,-0.0307626909199905
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00661894393541103,0,0,0,0,0.250136304604238,0.453855534844834,0,0,0,0,0,0,0,-0.0128084410934672,0,-0.171697614190024,0.113653184539484,0,0,0,0,0,0.0123078533212458,0,0,-0.167896794834103,0,0,0.21107595709226,-0.0354395385398803,0.0440530522959071
X388.HK.EQUITY,0,0,0,0,0.162685876801194,0,0,0.216255475680442,0,0,0,0,0.0242306944943798,0,0.0346895183831099,0,0,0,0,0,0,0.297079177716609,0,0,0.132094637791189,0,-0.0826335067403686,0,0,0,0,0,0,0.0845826229059279,0,0,0,0,0,0,0,-0.0232903459280371,0,0,0,0,0,0,-0.182804973938734,0,-0.0428067522560637,0.303150793819579,0
