,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X300059.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X1113.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.253190069279163,0.0647583010513387,-2.16840434497101e-19,0,0,0.342226152394405,0,0,0,0.130561984911917,0,0,0,0.0262886251847317,0,0,0,0,0,0,0,0.119840347411409,0,0.00358970459077779,-0.0118842729930149,0,0,0,0.0349407721278123,0,0,0,0,0,0,0.11874126687398,0,0,0,0,0,0,0,0,0,0,0,-0.00946210701216233,0,0,0
X601318.CH.EQUITY,0,0,0.298159287410563,0,0,0,0,0,0.0783613450704255,0,-6.93889390390723e-18,0,0.00308036825966794,0,0.21489903703964,0,0,0,0,0,0.0214546332178883,0,0,0,0,0,0,0,0.0817314261869888,0,0,0,0,0,0,0.0706508832673959,0,0,0,0,0.0875597643061354,0,0,0,0.0405047203974261,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.410033153374407,0.271118053207453,0,0,0,0,0,0.396729057233494,0,0,0,0,0,0,0,0,0,0,0,-0.0979537307853576,0,0,0.0249882799571965,0,0,0,0,0,0.0907252595816638,-0.0130116337588511,0,0,0.0160836615078142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157054938781128,0,0
X600036.CH.EQUITY,0,0.0880546092407141,0,0,0,0.114427002369205,0,0,0,0,0,-0.0475696898608642,0.0716097751525535,0,0,0.108403279610912,0,0.125706786606941,0,0,0,0,0.42282977471027,0,0.0655579033516025,0,0,0,0.0562243821191192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10074246170737,0.025076763661152,0
X601288.CH.EQUITY,0,0,0,0,0,0,0.016500600867576,0.495214133988376,0,-0.0831752138578914,0,0.0934579617357346,0,0,0,0,0,0.0216931200862395,0,0,0,0,0,0.122888761248243,0.0638362498279135,0,0,0,0.0881720785263354,0,0,0,0.0407124043397905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0481448530598967,0,0.0117302695095707,0,0,0
X1299.HK.EQUITY,0,0,-0.0476136565366295,0,0,0,0,0,0,0.110364363027818,0,0,0,0,0,0,0,0,0,0,0,0.0369004366857606,0,0,0.13312411963703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136488569206884,0,0.0792066353387506,0.232287248991759,0,0.155191456277006,0,0,0,0,0.2385972006522,0,0,0
X601628.CH.EQUITY,0.14360039277774,0,0,-0.00680175288318497,0,0,0,0,0,0,0,0,-0.0268371316535748,0,1.73472347597681e-18,-0.190420871807408,0,0,0,0.147123965426747,0,0,0,0,0,-0.108633669914224,0,0,0,0,0,0,0,0,0.585024631893816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0765596486785159,0
X601988.CH.EQUITY,0,0,0.0527323188812935,3.46944695195361e-18,0.522259381885899,0,0,0,0,0.0529994999325071,0,0,0.167718909723255,0,0,0,0.0580949032197806,0,0.0728501876407371,0,0,0,0,0,0.107244297945781,0,0,0.0305417131292178,0,0.0473230910213494,0,0,0,0,0,0,0.0600029484618379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.222927336909653,0.113757099653988,0,0,0,0,0,0,-0.0742017970228954,0,0,0,-0.214623452619193,0,0,0,0,0,0,0,0,0,0,0.171199383855681,0.0289281976792865,0.185465946221479,0,0,0,0,0,0,0,-0.0318538270365581,0,0,0,0,0,0,0.142412036276956,0,0,0.10700543849153,0,0,0.0262173470310336,0,0,0.102633027231676,-0.177333190853538,0
X388.HK.EQUITY,0,0,0,-0.148515988748155,0,0.340497610697189,0,0,0,0,0,0,0,0,-0.0485370226668171,0,0,0,0,0.289290454260543,0,-0.200594337086383,0,0,0,0,0,0,0,0,0.0360736181060483,0,-0.0934427643988807,0,0,0,0,0,0.0637863926738938,0,0,0,0,0.18901000137968,0,0,-0.0283375682405773,0.0396742031256794,0,0,0.196940724951704,-0.0900745667895866,0
