,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.137596106554067,0,0,0,0,0,0,0,0,0,0,-0.0977104881408284,0.434730625752889,0,0.688275812047773,0,0.0393138889472146,0,-0.127708412564671,0,0,-0.0822716402106239,0,0.103756700912175,0,0,0,0,-0.135506195947908,0,-0.339561661089311,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,-3.46944695195361e-18,0,0.131378709435497,0,0,0,0,0,0,0,0,0,0,0.0387947864369989,0,0,0.326021270007376,0,0,0,0,0,0,0,0,0,0.121119340337276,0,0,0,0,0,0,0.200686633837303,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0206721164994845,0.141539742881255,0
X601939.CH.EQUITY,0,0,0,0.803161993072647,0.00227373048393368,0.00151137305510896,0.0154934373209006,0,0,0,0,0,0.0107541266840272,0,0,0,0,0,0.0520826618931239,0,0,0,0,0,0,0,0,0,0,0,0,0.0897112571736086,0.0418549825401535,0,0,0,0,0,0,0,0,0,0,0,0.032071528686062,0,0,0.0379119877287453,0,0,0,0.0145001356071455,0
X601288.CH.EQUITY,0,0,0.920375505664971,0,0,0,-0.067803297432388,0,0,0,0,0,0,0,0,0,0,0.116118571979399,0,0,0,0,0,0,0,-0.0147943734712707,0.0589186498572462,0,0,0,0,0,0,0,0,0,0,-0.103994064111238,0,0,0,0,0,0,0,0,0,0,0,0,-0.048404762137077,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,-0.116703731899373,0,0,0,0,0,1.16076076968982,0,0,0,0,0,0,-0.125298089100839,-0.0110488885733812,0,0,0.0821141486525448,0,0,0.0613619127010924,0,0,0,0,0,-0.21865457923803,0,0,-0.252676872715718,0,0,0,0,0,0.0416570178788566,0,0.0878635679090092,0,0,0,0,0,0,0,0.190012366182451,0
X600036.CH.EQUITY,0,0,0.377509200421671,0,0,0,0,0,0.00173229977386684,-4.33680868994202e-19,0,0,0,0,0,0.14145686386915,0,0,0,0.0068831873302298,0,0,0,0,0,0,0.194232819515959,0,0.0164337255948236,0,0,0,0.188126925025752,0,0,0,0,0,0,0,0,0,0,0.0311821527892882,0,0,0,0,0,0,0,0,0.0135567895053342
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.708645418334888,0,0,0,0,0.102298089726369,0,0,0,0,0,0.111117358782872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0650386798638162,0,0,0,0,0,0.0898391344445721,0.158529973366047,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0228705147742898,0,0,0,0,0,0,0,0,0.207738526061435,0,0,-0.191743436672535,0,0,0.139754300167737,0,0.0154267392730664,0,0.290956063711277,0,0,0.115073049723566,0,0,0,0,0,0,0,0,0,0,0,0.383789211834739,0,0.0152142192169994,0,0.153434026991979,0.116971821342099,0.111229495557203,0
X5.HK.EQUITY,0,0,0,0,0,0,-0.0846576146857527,0,0,0,0,0,0,0,0.165754015082533,0,0,0,0,0,0,0.204686976841615,0,0,0.238544360965514,0,0.191057358408391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133302174960302,0,0,-0.058796362503984,0,0,0,0,0,0.136810043932066,-0.0505475624892621,0.219912181901682
X388.HK.EQUITY,0,0,0,0,0,0,0.24994461176795,0,0,0,0,0,0,0,0,0,0,0,-0.23543109021378,0,0,0,0,0,0,0.390716325864875,0,0,0,0.0633867877627588,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.221948890512021,0.0367019290935465,0,0.0837228351801559,0,-0.220983857243863,-0.0713975666137997,0.0280389528896298,0
