,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.127219253377438,0,0,0,0.119512442346143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441220039251677,0,0,0.0759208023582419,0,0,0,-0.0794099060862129,0.239129202143411,0,0,0,0,0,0,0,0,0,0,0.12602500820928,-0.184390744435095,0,0.139402548384233,0,0,-0.149286154186584
X601939.CH.EQUITY,0.183645485556057,0,0,0.328605498349756,0,0,0,0,0,0,0,0.0241125930126309,0,0.232096598807797,0,0,0,-0.120676189268816,0,0,0,0.0597536570406529,0,0,0,0.229178455795804,0,0,0,0,-0.0960261490886257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.0055211832060237
X601318.CH.EQUITY,0,0,0,0,0.286642364673909,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0501755964319226,0,0.0471959156875145,0,0,0,0,0,0.107928791770413,0,0,0,0.075789047507011,0,0,0.0899353837398105,0,0,0,0,0,0,0,0,0,0,0,0.118454292448483,0,0,0,0,0.138307662593622,0,0,0,0,0
X601288.CH.EQUITY,0,0.632126239123003,0,0,0.16025181439706,0,0,0,0,0,0.0134706861736473,0,0,0.0166212473916747,0,0,0,0,0,0,0,0.122957482452741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113494849328605,0,0,0,0,0,-0.0428049700378547,0,0
X601988.CH.EQUITY,0,0,0,0.390800932544939,0,0,0,0,0,0.248180350572084,0,0,0,0,0,0.320002526076501,0,0,0,0,0.158131561308431,0,0,0,0,0,0,0.0514810080671146,0,0,0,0,0,0,0,0,0,0,-0.486411716227809,0,0,0,0,0.173541371634953,0,0,0,0,0,0,0,0.274467550319966
X600036.CH.EQUITY,0,0.205885262236554,0,0,0,0,0,0,0.154214232682854,0,0,0,0.13753627668013,0,0,0,0,0,0,0,0,0,0.0855210959047349,6.93889390390723e-18,0,0,0,0,0,0,0,-0.0124621085473136,0.00386408847523656,0,0.306065571502874,0,0,0,0,0,0.0582698646005072,0,0,0,0,0,0.0189344919490596,0,0.0658963572950793,-0.0209599751083064,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.051452495322614,0,0,0,0,0,0.168917904824946,0,0.0290203606694066,0.0583424943661151,0,0.29316854585601,0,0,0,0,0,0,0,0.03362605205014,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.332588727741937,0,0,0,0,0.000416622219335538,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131945833566393,0,-0.137287193629815,0,0,0,-0.00960429052742347,0,0,-0.39282724577844,0.794277669733181,0,0.577407973778385,0,0,0.188426911731799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110724099095874,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.382755462596577,0,0,0,0,-0.0771970076111053,0,0,0,0,0,0,0,0,0,0,0,0,0.216600948825848,0.0485656163854906,0,0,0,0,0,0,0,0.0195695978605852,0,0,0,0,0,0,0,0,0.0167846133667553,0,0,0,0,0,0,0,0,0.189971752624769,0.0920437282048392
X601658.CH.Equity,0,0.07188953805805,0,0.100891966553729,0.0395980312964493,0,0,0,0,0,-0.03222039085824,0,0,0,0,0,0,0,0,0.267327535488155,0.188588703479008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289455178622551,0,0.0959386160431547,0,-0.134114678548094,0,0,-0.0791388001886924,0,0,0,0,0,0,0,0
