,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.0178345585819202,0,0.00611782722801337,0,0,0,0,0,0,0,0.466470181739635,0,0,0,-0.09675726167821,0,0,0,0,0,0,0,0,0,0,0,0,0.0503943589567488,0,0,0,0,0,0.0621767829691771,0,0,0.0893692138431228,0,0,0,0,0.209519425338293,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,-0.0154066784694318,0,0.0165324002688345,0,0,0.112997958422847,0,0.180503872801376,0,-3.46944695195361e-18,-0.0572881061591087,0.203688050468571,0.0568250764623422,0,0,0,0,0,0,-0.139267944387926,0,0,0,0,0,0,0,0,0,0,0,0.186175930710714,0,0,0,0,-0.287137338248238,0.384384184014439,0,0.259640251131047,0,0.238252381603818,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.111983771045778,0,0,0.290650162537543,0,0.225585803011945,0,-0.042658595706444,0,0,0.0460695564579407,-1.38777878078145e-17,0,0,0.11357139011566,0,0,0,0,0,0,0,0.0803742648708321,0,0,-0.00607323306953097,0,0,0,0,0,0,0,0,0,0,0,-0.11646963815434,0,0.384084158930086,0,-0.0510731072887067,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.322235793245304,0,0.251015390233435,0,0.121239371260349,0.264215901890914,0,0,0,-0.190577758014304,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0.058566353076191,-8.67361737988404e-19,0,0,-0.179560746511598,0,0,0,0,0,0,0,0,0.00155806441807288,0,-0.0838469821625912,0,0,0,0,0.136849220196007,-0.00699868991109775,0,0,0,0,0,0,0,0,0,0,-0.0196262637155688
X5.HK.EQUITY,0,0,0.0379727389918601,0.207096876142597,0,0.145185463058833,0,-0.35951388990878,0,0,0,0,0.0653257685915444,0,0,0,0,0,0,0,0,0.388109014935247,0,0,0,0.453103584012043,0,0,0,0,0,0,0.0710307486252391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1862936926655,-0.0894909425743218,0,0,0
X601988.CH.EQUITY,0.223597105106803,0.0849425656801233,0.327257895415477,0,0,0,0,0,0.116269685410222,0,0,0.145502790694739,0,-0.225212554553038,0,0,0,-0.110892176468748,0,0,0,0,0,0.143282542684858,0.0806071650584521,0,0,0.133252458609121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323370013403867,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0794334240207827,-0.0311389784532444,0,0.0682746934149697,0,-0.0370763881505053,0.0313957979334056,0,0.339350294238305,0,0.251238614644725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441683072330123,0.0109826114467423,0,0.0634115729699969,0,0,0,0.0843157406245337,0,0,0.156721782297428,0,0,0,0,0,0,0.0674908487766579,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0718784507996452,0,0,-0.0225490985008738,0,0.0286344036557818,0,0,0,0.312751475565925,0,0.126979413651502,0,0,0,0,0,0.151993941539812,0,0,0,0,0,0,0,0,0,0.041939802284386,0,0,0,0,0.10166976877619,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0741768036539612,0.225185806862647,0,0,0.142547496543454,0.00283257685010144,0,0,0,0,0.0700021363579346,0,0,0,0,0,0,0.0298942507166322,0,0,0,-0.156957876453745,0,0,0,0,0,0.154089109592689,0,0,-0.117342323221832,0,0,0,0,0,0,-0.113804063742416,0,0,0,0,0.145373557827241,0,0,0,0,6.93889390390723e-18,0,0,0,0.12061039494056
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107293577840819,-0.0263047249711592,0,0,0,0,0,0,0,0.233445996032637,0,0,0,0,0,0.0663942787712651,-0.0338879420982169,0,0,0,0,0.218414617840275,0,0,0,-0.184760443405664,0,0,0,0,0,0,0,0,-0.0831764148415217,0,0
X601166.CH.EQUITY,0,0,0.116155785399102,0,0,0,0.380036724642494,0,0,0,0,0,0,0,0.0418291844443508,1.0842021724855e-19,0,0,0,0.0969666466310375,-0.00247360134640059,0,0,0.0813169351727509,0,0,0,0,0.222920655823415,0,0,0,0,0,0,0,0,0,0,0,0,0.15938709223935,0,0,0,0.0323929708282517,0,0,0,0,0,0.0706986855114855
X601328.CH.EQUITY,0,0,0,0,0,0.041448183373333,0,0,0,0,0,0,0.557390140572835,0,0,0,0,0,0,0,0,0,0.2153962050343,0,0,0,0,0,0.0306201442728767,0,0,0,0,0.0264624491836035,0,0,0,0,0,0.109342868408583,0.00982382488599719,0,0,0,0.0118908903261507,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.0406540229560104,0,0,0,0,0.279783404675287,-0.0290198190715448,0,0,0,0.316585310939667,0,0,0.0923740601716065,0,0,0,0,0,0,0,0,-0.106713883938134,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13759273388822,0.0662635214112298,0.0679783197083084,0,0,0,0,0
X000002.CH.EQUITY,0.0292466080734198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389614619550747,0.00822116685451318,0.0647463018748308,0.117912906597917,0,0,0,0,0,0.0568620589944956,0,0,-0.187316440570302,0.443104874786467,0.0776525476764584,0,0,0,0.15229310173401,0.00596384351033432,0,0,-0.0224792193024366,0,0.068426308489164,0,0,0,0,0,0,0,0.151553524089741,0,0.0571607973335378
X000001.CH.EQUITY,0,0.0461173857714361,0.0480881826605185,0,0,0,0.172758849074611,0,0,0,0.172477195855827,0,0,0,0,0,0,0,0,0.131832022602589,0,0.00339321915272749,0,0.0686792002691008,0,0,0.155155568361437,0,0,0,0,0,0,-0.141704460950343,0,0,0,-0.187590408421316,0,0,0,0,0,0,0,0,0.21855928143838,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0,0.292076259019175,-0.012144550212606,0.270594043790769,0,0,0,0,0,0,0.0169747168146054,0,0,0,0,0,0.231309681416872,0,0,0.00393278363896902,0.174523122007102,0,0.251745919373056,0,0,0,0,0,0,0,0,0,0.0919088878929889,0,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0.296440581297496,0,0,0,0,0,-0.0857080301477287,-0.0320957355971202,0,0,0,0,0,0,0.0649790931657066,0,0,0,0,0,0,0,0.332916412637355,0.0301155192488825,0,0,0,0,0.169694539407591,0,0.23448136674464,-0.0541272891275053,0,0,0,0,0,0,0.065915722538912,0.0229005980195471,0,0,0,0,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0.132488863529049,0,-0.17876724409027,0,0,0.0529106005875881,0,0,0,0,0.323338978299297,0,0,0.396039829269056,0,0,0.111214032697145,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,-0.309077056263471,0,0,0,0.434691393558521,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588740276917235,0,0,-0.191224723634057,0,0,0,0,0,0,0,0,0,0.0332722752596613,0,0,0,0,0,0,0,-0.146030576348253,0.229262087584652,0,0,0,0,0.315905194535245,0,-0.0374728124416623,0,0.146208511962846,0,0,0,0,0.147119737012057,0,0.032706720045582
X388.HK.EQUITY,0,0,0.101494336272851,0.216759043879133,0,0,0,0.256869039349773,0,0,0,0,0,0,0,0.0319166698911619,0,0.0815267154187511,0,0,0,0.0307633526384458,0,0,0,-1.73472347597681e-18,0,0.230600875772114,0,-4.33680868994202e-19,0,0,0,0,0,0.00206710742605016,0,0,0,0,0,0,0,0,0,0,0,0.0304176456887103,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0.0743025192627258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.00480422656862035,0.0328823073649654,0.0337879939900923,0,0,0,0.115010476010851,0,0,0,0,0,0,0,0,0,0.220999337494886,0,0.0988772800402161,0.206721545554061,0,-0.0892913932669432
X11.HK.EQUITY,0,0,0,0,0.147804683104777,0,0,0,0,0,0,0,0,0,0,0,0,0.0581939679465541,0,0,0,0,0,0,0,0.474476893508005,-0.0746958057500249,0,0,0,-0.0974670778578258,0,0.290360310983641,0,0,0,0,0.171599742091036,0,-0.0432689813120318,0,0,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,4.33680868994202e-19,0.0896461869756417,0.175350643006634,0,0,0,0,-0.0338830900010128,0,0,0,0,0,-0.00227938166348871,0.28129639609655,0,-0.0535556062605345,0,0,0,0,0,0,0,0,0.158687344113566,0,-0.0975286633537592,0,0,0.0569666244877984,0,0,0,0,0.219081547867078,0,0,0,0,0,0
X267.HK.EQUITY,0.215667646048495,0,0,0,0,0,0,0,0.0116435143272107,0,0,0,0,0,0,0,0,0.0658734906729428,0,0,0,0.56576947548403,0,0,0,0,0,0.240478853813346,0.0553392611295891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112359754262345,0
X600016.CH.EQUITY,0,0.00820358181722342,0,0,0,0,0,0,0,0.06427183610409,8.67361737988404e-19,0.356953097046185,0.169614353183388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125201338300535,0,0,0,0,0,0,0,0,0,0,0,0.186576501745947,0.153278787701136,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0.0333452113630144,0.306570030730059,0,0,0.235525531120387,0,0,0,0,0,0,0,0,0.00607718728733761,0.0600891599228938,0,0,-0.000711264814833248,0.223343395572404,0,0,0,0,0,0,0,0,0,0.142945729370529,0,0,-0.10431556244441,0,0,0,0,0,0,0.106212137010955,0,0,0,0,0,0,0,0,0,0
X1109.HK.EQUITY,-0.0239189453849415,0,0,0,0,0,0.0412509759867117,0,0,-0.227664746002366,0,0,0,0,0.183892942603208,0.00715284379804161,0,0,0,0,0,0,0,0,0,0,0,0.731547263788585,0,0,0,0,-0.166799121419013,0.148503324060089,0,0,0,0,0,0,-0.290317167072912,0,0,0,0,0,0.160772626673707,0,0,0,0,-0.198827978638269
X2007.HK.EQUITY,0,0,0,0,0,0.119434462163219,0,0.3094897807086,0,0.0342638265528164,0,0,0,0.0517956049677965,0,0,0.0153857608604231,0.0334511265467157,0,0,0,0,-0.035772205384243,0,0,0,0.351682798880782,0,0,0.0255605878584101,0,0,0.0438184074333127,0,0,0.039562150927811,0,0.143238094870853,0,0,-0.0203666040588043,0,0,0,0,0,0,0.0395697240614907,0,0,0.0931877756367878,0
X601818.CH.EQUITY,0,0,0,0,0,0,0,0,-0.104706009291854,0,0,0,0,0,0.24061744755792,0,0,0,0,-0.0547178526303106,0,0,0.196885301724886,0,0,0,0,0,0,0,0.171626597381218,0,-0.0768137416942407,-0.0869935683049103,0,0.198743340539312,0,0,0,0,0.037670789363336,-0.0125097454674724,0,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0553061670401897,0,0,0,0,0,0.0130972087718824,-0.126765568289787,0.101909429779217,0,0,0,0,0,0.0625796008842449,0,0,0,0,0,0,0,0,0.033386172809675,0,0,0,0,-0.216696506546525,0,0,0,-0.0458581062948293,0,0,0,0,0,0,0.218194201290318,0.394868676436662,-0.0959715764674945,0
X600048.CH.EQUITY,0,0,0,0,0.273507667106238,0,0,-0.0942924259671516,-0.329238566643003,0,0,0,0,0.210867984571184,0,0,0.0214820402757269,0,0,0,0,0,0,-0.0231904063459052,0.0246229856261377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181108398861657,0,-0.0588790235658948,0,0,0,0,0,0,0,0,0,0
X1113.HK.EQUITY,0,0,0,0,0.0898931094774001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122559630601496,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187715442020155,0,-0.0927143854818425,0,0,0.505287107985174,0,0,0,0,0,0,0,0,-0.140937752973609
X601688.CH.EQUITY,0,0,0,0,0,0,0.167396660374022,0,-0.115875629212645,0,0,0,0,0,0,0,0,0,0,-0.0775233910539035,0.443518536607011,0,-0.570776937500541,0,0,-0.0700228656727487,0,0,0,0.0198566887845483,0,0,0,0.0233879594731406,0,0.14236023770948,0.38511055824533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.165177204478155
