,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.163362539424532,0.0727948607532896,0.0463367960309092,-0.00301123302637832,0,0.354616735213142,0,0,0,0.0764936680829936,0,0,0.0258853878512733,0,0,0,0,0,0,0,0,0,0,0.0747512215690156,0.0740267380013326,0,0,0,0,0,0,0,0,0,0,0.104218752472514,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0100699991055319,0,0,0,0.158279363106683,0,0,0.0124998234721224,0.108762190956241,0,0,0.0307084631637237,0,0.0468385718870122,0,0.145416415714975,0,0,0,0,0,0,0,0,0.0930269716396814,0,0.0922741915132695,0,0,0,0,0,0,0.103255447280986,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0670875899803139
X601939.CH.EQUITY,0,0,0,0.0951305560052869,0,0,-0.0363173540175679,0,0,0,0,0.0989090409550597,0,0,0.0221437126558634,0,0,0,0,0,0.010481964893758,0,0,0,0.149656923895663,0.617045239841258,0,0,0.0732905119873057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125508787003351,0
X601288.CH.EQUITY,0.229810407166809,0.050054192938339,0.0423216023464774,0,0,0.0830803322920875,0,0.394413397406394,0,0,0,0.0514648206361583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0463518067035977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0908641551371037,0.0456067781700314,0,0.0305933809528575,-0.0906812021528729
X600036.CH.EQUITY,0,0.131108379957493,0,0,0,0,0.208566544926599,0,0,0,0,0,0.204775170682877,0,0.164170077040692,0,0,0,0.0163504709490077,0,0,0,-2.16840434497101e-19,0,0,0.166192365158246,0.237011994895459,0,0,0.0226444802236108,0,0,0,0,0,0,0,0,0.0904967632652581,0,0.0232645588200212,0,0,0,0,0,0,0,0,0,-0.0764646200276046,0
X601628.CH.EQUITY,0,0,0,0.106057122868429,0,0,0,0,0,0,0,0,0,0,-0.188641009596594,0,0,0,0.0364779977543202,0,0,0.0329930868666917,0,0,0,0,-0.0169330939838785,0,0,0,0,0,0,0.0438574194950587,0.633003642374197,0,0,0,0,0,0,0,0,0,0,0,0,0.0657182519540596,0,0,0,0.209312317349447
X1299.HK.EQUITY,0,0,-0.0745494031783076,0,0.0643783054908199,0,0,0,0,0,0.164805765740432,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.179879119470448,0,0.171212224874516,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.105908516914005,0,0.0735117713047035,0,0.07848497282058,0.132085315616551,0,0.0883774097769445,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.631606596051276,0.202360363527762,0,0,0,0,0,0.11805415224368,0,0.0905857888251343,0,0,0,0.0731105536599727,0,0,0,0,-0.0451612077161929,0.0140492799123175,0,0,0,0,0,0,0,0.0444132557252752,0,0,0,-0.00283309726108622,0,0.0187297457318959,0,0,0,0.089046052715398,0,0,0,0,0,0,0,0,0,-0.0643584754323062,0
X5.HK.EQUITY,0,0,0,0,0,0.00929505934874131,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134076373762931,0,0,0.174259684476667,0.084168719571292,0,0,0,0,0.0155417135241787,0,0,0,0,0,0,0,0,0,0.339396953512641,0,0,0,0,0.162978426278282,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0165636465001544,0,0.220384160278712,0,-0.0284993520293811,0,0,0,0,0.0765717684748034,0.0991924210524857,0,0.0605339422395262,0,0,0,0,0,0,0,0,0,0,0,0.141072131051871,0.314793244669821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013728897114354
X388.HK.EQUITY,0,0,0,0,-0.0649818483862272,0,0.159226437486573,0,0,0,0,0,0,0,0,-0.0383585823666727,0,0,0,0,-0.103609828826782,0.554839792338832,0.0267426124711615,0,0,0,0,0,0,0,0,0,-0.00830960932761033,0,0,0,0,0,0,0.116067998620802,0,0.11514447658839,0.0878801481670944,0,0,0,-0.243860835561445,0,0,0,0.153406164092182,0
