,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X601211.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.137725788185449,0,0,0,0.522030933766996,0,0.0295478865178197,0,0,0,0,0,0,0,0,-0.152614728737242,0,0.0382879244908175,0,0.0662840543298786,6.93889390390723e-18,0,0,0,0,0.044044883511481,0.133193778093582,0,0,0,0,0,0,-0.051250708302615,0,0,0,0,0,0,0,0,0,0,0.00925206876318961,-0.210470850422117,0,0.0944109480250483,0,0,-0.130828909829945
X601939.CH.EQUITY,0.132097853588228,0,0,0.151314387737506,0,0,0,0,0,0,0,0,0,0.38779948312239,0,0,0,-0.116856603332889,0,0,0,0.0144914417118219,0,0,0,0.23443782181873,0,0,0,0,0,0,0,0,0,0,0,0,-0.0264167034885034,0,0,0,0,0,0,0,0,0.029349028617311,0.0328075064556746,0,0,0.072999314238293
X601318.CH.EQUITY,0,0,0,0,0.264564867017258,0.0109360181939691,0,0,0,0,0,0,0,0,0.021736112840099,0,0.0226216588369351,0,0,0,0,0,0.0292390329061835,0,0,0,0,0.0808577007815689,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.396997781814464,0,0,0,0.1454927490385,0,0,0,0,0
X601288.CH.EQUITY,0,0.57379612024711,0,0,0,0,0,0,0,0,0,0,0,0.111406309473867,0,0,0,0,0,-2.16840434497101e-19,0,0.17033148265467,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0576804093999682,0,0,0,0,0,0,0,-0.0557919753693819,0.0300541561584338,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.436504856095006,0,0,0,0,0,0.203394651630854,0,0,0,0,0,0.335191041757896,0,0,0,0,0.157264902608232,0,0,0,-0.0422082163634899,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.437366078226341,0,-0.0338746866397339,0,0,0.200944754731099,0,0,0,0,0.0183792084656425,0,0,0.378619264224521
X600036.CH.EQUITY,0,0.161211119468068,0,0,0,0,0,0.145693335892057,0,0,0,0,0.229896144549571,0,0,0,0,0,0,0,0,0,0.0888984706522521,0,0,0,0,0,0,0,0,0,0.00926264441975422,0.296528905876964,0,0,0,0,0,0,0,0.0611421029755262,0,0,0,0,0,0,0.00488527097539287,0,0.0217352765319582,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.222772349512032,0,0.0438994295133621,0,0,0.187388437474725,0,0,0,0,0,0,0.103678299752664,0.0388096044378821,0,0,0,0.0476838017873042,0,0.0209375384425229,0,0,0,0,0,0,0,0,0,0,0.290795760868748,0,0,0,0.0399980171216979,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.421043563120023,0,0,0,0,-0.180135367810191,0,0,0,0,0,0,0,0,0.0533555416995124,0,0,0,0.168494210558474,0,0,0,0,0,0,0,0,0,0,0,0.00660586689946095,0,0,0.0472366309162406,0.121951027714118,0,0.0863596420152564,0,-0.0354799137486156,0,0,0,0,0,0,0.0241918444033168,0.0571157197518097
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.062964271991091,0.125338798967885,-0.273970773740196,0,0.07861676868762,0,0,0,3.46944695195361e-18,-0.478934073900755,0.89231004020224,0.0339827859946131,0,0.577205637105592,0,0,0,0,0,0,0,0,0.0231892117135062,0,0,0,0,0,0,0,0,0,0.0975089856804464,0,0,0,0,0
X601658.CH.Equity,0,0.0995482147797938,0,0.128329226695539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370760657467611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169134771523733,0.0966442297860413,0,0,0,0,-0.0441786198128231,0,0,0,0,0,0,0,0
