,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X300059.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.0193180615525099,0,0.164866908905868,0,0,0.110454694412867,0,0.246172522946423,0,0,0,0,0,0.189958372934881,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0424161611197855,0,0.137893894428996,0,0,0,0,0,0,0.0288809044201831,0,0,0,0,0,0,0,0,0,0,0.0491166063913115,0,0.00614931877837831,0,0
X601318.CH.EQUITY,0.127350944533941,0,0,0,0,0,0,0,0.309005465599155,0,0,0,0,0,0,0,0.3080092400798,0,0.0389564668032924,0,0,0,0,0,0,0,0,0.00858772634245771,0,0.0151623298476519,-0.0962278912497448,0,0,0,0,0.0605408304828891,0,0,0,0,0.128768510454342,0,0,0.0695532935110432,0,0,0.0201956017186752,0,0,0.0411397325203518,0,0
X601939.CH.EQUITY,0.269217120839223,0,0,0,0,0,0,0,0,0,0,0,0,0.413717110184399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191904484913542,0,0,0.108130429225849,0,0,0.00678294950145912,0,0,0,0,0.00386033292588173,0,0,0,0,0
X601288.CH.EQUITY,0.352865954252927,0,0,0,0,0.499100417334253,0.00607478017647811,0,0,0,0,0.0101130891869482,0,0,0.0387975010057279,0,0,0,0,0,0,-0.0328403789385708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194800417823674,0,0,0,0,0.0900678064791797,0,0,0.00900563073400042,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.0532268823821026,0,0,0,0,0.239350245383509,0,0,0,0,0,0,0,0,0,0.535992263587033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103996997738312,0,0,0,0,0,0,0,0,0,0,0,-0.178437346042236,0,-0.0566881169683501
X601988.CH.EQUITY,0,0.0659375959582611,0,0,0,0,0,0,0.0804716901970931,0,0,0,0,0.0117666739090105,0,0,0,0.219530440802611,0.127643429101084,0,0,0,0,0.29847926674415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138586188372602,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.138265334063388,0,0.0105550445473184,0,0.302254011879475,0,0,0,0,0.145948796235521,0,0,0,0,0,0,0,0,0,0,0.0740950089063743,0,0.111698637558869,0,0.120579095677514,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0658893784223391,0.0674774561971443,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.138195290250999,0,0,0,0,0,0,0,0.375932425584976,0,0,0,0.178679708563407,0.225343297842569,0,0,0,0,0,0.0107631074926304,0,0,0.278207260342877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497771406194784,1.38777878078145e-17,0,0,0,0
X601628.CH.EQUITY,0.389599500493037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124214001961409,0.110024555218977,0,0,0,0,0,0.142415660923954,0,-0.0222459600994796,0,0,0,0,0.216679727103981,0,0,0.129658704276759,0,-0.0279303457834958,0,0,0,0,0.0495832819200952,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.303494289640031,0,0,0,0,0,0.205216936251024,0,0,-0.240716119915296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0600788125691618,-0.097580444733928,0,0,0,0,0,-0.0270385563601367,0,0,0,0.749721779045665,0,0,0,0,-0.0866185578071506,0.621599406188822,0,0,0,0
