,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.0268826362613693,0.000991302380553893,0.206167120425505,0.0397214410855708,0.0163210720908472,0,0,0,0,0,0,0,0,0,0,0.209420770491487,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238934362304411,0,0,0,0,0.0649130691118181,0,0,0,0,0,0.112852877992643,0,-0.0413230965931382,0
X601318.CH.EQUITY,0,0,0.0183476327878175,0.0769315917288074,0,0,0,0,0.149315101378538,0,0.0488211586810507,0,0.136010595040495,0,0,0.0276490413535706,0,0.0932312409449097,0,0.222393629872248,0,0,0,0,0,0,0,0.0455560465513024,0,0,0,0.1059744502656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102411987715218
X601939.CH.EQUITY,0,0,0,0,0.12288568566623,0,0,0,0,0,0.0937476007180505,0,0,0,0,0,0,0,0,0,0.00266079369961137,0,0,0.567998204495386,0,0.165265984570444,0,0.125909380479866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00594855073218132,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.11114376775276,0,0,0,0,0.232477357940512,0,0,0,0,-0.00783312078829895,0.215695997252256,0,0.168529220981149,0,0,0,0.0228385010439969,0,0,0,0.246523685208426,0.151949077142462,0,0,0,0,8.67361737988404e-19,0.0148526317115402,0,0,0,0,0,0,0,0,0,0.0731420144463097,0.0310615244740032,0,0,0,0,0.00622189707973617,0,0,0,0,-0.0714706699042979,0
X601288.CH.EQUITY,0.0459967353702584,0.153110993041274,0.0415286326827871,0,0,0.0972819410672089,0,0.434763482396794,0,0,0,0,0,0,0,0.0116174569988823,0,0,0,0,0,0,0,0,0,0,0,0,0.103615668181182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333763065231179,0,0,0,-0.0787982667872389
X601628.CH.EQUITY,0,0,0,0,0.113800488803016,0,0,0,0,0,0.00597120087941715,0.0328413072361816,0,0,-0.08155110959872,0.0145046330197663,0,0,0,0,-0.0345794726471585,0.0277719997635303,0,0,0,0,0,-0.0858720430095789,0,0.0119854618587343,0,0,0,0.0589710377395785,0.624759390859289,0,0,0,0,0,0,0,0,0,0,0,0,0.167676981348502,0,0,0,0.247106852521866
X1299.HK.EQUITY,0,0,-0.0733268463330738,0.0176237612897463,0,0,0,0,0,0,-3.46944695195361e-18,0.1206039940149,0,0,0,0,0,0,0,0,0.179671514450428,0,0,-2.16840434497101e-19,0,0,0.170193160267565,0,0,0,0,0,0,0,0,0,0,0.068942038644752,0,0.167976801710261,0.0103558513080115,0,0.0405310868840841,0,0.112578909515143,0.0542607784550488,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.132119474904771,0.731021075852894,0,0,0,0,0,0,0,0.0298375345515086,0,0,0,0.018332260657895,0,0,0,0.0809621691215103,0,0.200004885504505,0,0,0,0,-0.034770634915496,0,0,-0.13472412391065,0.125900797275415,0.0353033494308404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00853655569858746
X5.HK.EQUITY,0,0,0,0,0,0.00956249267317339,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130378485130445,0,0,0,0,0.0847241138676237,0,0.179555332292058,0.0154830709046175,0,0,0,0,0,0,0,0,0,0,0,0.337374834971238,0,0,-1.73472347597681e-18,0,0,0.149618284586416,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0836026535601359,0.0410319833492768,0,0.0375801634257994,0,0,0,0,0.0373181776037788,0,0.123606597202081,0,0.0446515968878401,0,0,0,0,0,0,0,0.157404890158319,0,0,0,0,0,0.391818019906868,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
