,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.12523938999877,0,0,0,0,0,0,-0.0802503619919922,0,0,0,0,0,0,0,0,0,0,-0.149518885649469,0.0718802681816973,0,0.561333188152894,-0.178574601657505,0.523749378054019,0,0,0,-0.0889541282782184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010949820356591
X601318.CH.EQUITY,0,0,0,0.00469831827418654,0,0.299207847404588,0,0,0,-0.0684156578472699,0,0,0,0.101919431465307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00341412959896076,0.0612501893422928,0,0,0,0,0.272711857510713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0664386448284288
X601939.CH.EQUITY,0,0.0477436676604706,0,0.795752417631376,0,0,0,0,0,0.0469482294560424,0.0303025624486973,0,-0.0276141732012602,0.020789283161608,0,0,0,0.083387555109534,0,0,0,0,0.0010823312336202,0,0,0,0.0218904159122426,0,0,0,0.022154604509006,0,0,0,0,0,0,0.0799714186817771,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.911496642632989,0,-0.0481176771623125,0,0,0,0,0,0,0,0,0,0,0.0179612250411556,0,0,0.137046642196562,0,0,0,0,0,0,0,0.029943964245016,0.00496939889130463,0,0,0,0,0,0,0,0.0114646504032887,0,0,0,-0.0886608011283444,0,-0.107367927838524,0,0,0,0.0259812255905129,0,0,0,0,-0.0365252854145535,0
X601628.CH.EQUITY,0.0121755323367387,0,0,-3.46944695195361e-18,0,0,0,0,0,0.252642578792564,0,0.169289263771502,0,0,0,0,0,0,0,0.0619633981140368,0,0,0,0,-2.77555756156289e-17,0,-0.0666920952761814,0,0,0,0,0,0,0,0,0,0,0.506936950551918,0,0,0,0,0,0,0,0.0109444315621168,0,0.293397133758546,0,0,0,0.0517115631915824
X600036.CH.EQUITY,0,0,0,0.329163496492911,0,0,0.00603206604008775,-2.16840434497101e-19,0.036973361552812,0,0,0,0,0,0,0,0.172072675249187,0.0120390619606694,0,0.0250919164866267,0,0,0,0,0,0,0.0363600249880804,0,0.170487156939446,0,0.114704168298575,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406049394984754,0,0,0,0.0420036201566513,0,0,0
X601988.CH.EQUITY,0,0,0,0.0686114515821319,-0.0230762076971026,0,0,0,-0.0291646203114434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547631438584886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0102311583249827,0,0,0,0.00135738816999094,-0.11702473312487,0,0,0.996639349161467,0,0.0209412473326115
X1299.HK.EQUITY,0,0,0,0,0.1192584870337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29474991748492,0,0,0,0,0,0,0,0,0,0,0.104523714644599,0.32478410546575,0,6.93889390390723e-18,0,0,0,0,0,0,0.0282401289365463,0.0561421031244762,0,0,0,0.0530278125639514,0,0,0,0.126403563691408
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.20578233520254,0,0,0.0186588763857459,0,0,0,0,0.241100680420852,0.475720335527903,0,0,0,0,0,0,0,0,0,-0.0557159480441519,0.0462710136659458,0,0,0,0,0.0330525802603149,0.0351916512250183,0,0,-0.129747188135995,0,0,0.143153716472074,-0.0390668952395069
X388.HK.EQUITY,0,0,0,0,0.162700267882379,0,0,0.216253699260525,0,0,0,0,0.0242233150113225,0,0.0347023422916306,0,0,0,0,0,0,0.297083747714446,0,0,0.132107043877072,0,-0.0826129070827935,0,0,0,0,0,0,0.0845457539138472,0,0,0,0,0,0,0,-0.0233252372945073,0,0,0,0,0,0,-0.182807380863432,0,-0.0428132175296367,0.303151894670721
