,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0.462631519979962,0.0884371414641384,0.0923455042423265,0,0,0,0,0,0,0,0,0,0,0,0.0764702604756008,0,0,0,-0.0543986014380529,0.0565020872375665,0,0.106742258585896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0698950715883772,0,0.0157276274555147,0,0,0.00831926509426085,0.0309475591662491,0.220940158399669,0.0175305858235112,-0.110302154746254,0
X601318.CH.EQUITY,0,0,0,0.0659270576960252,0,0,0,0,0.123511456592563,0,0,0.0871653709546573,0.110190167866805,0,0,0,0,0,0.11424357490486,0,0.261344645750953,0.0510447111077123,0,0,0,0,0,0,0,0.0364176246972187,0.0982012292994486,0,0,0,0,0.0193949299732896,0,0,0,0,0,0,0,0,0.069632070821545,0,0,0,0,0,0,0.101177719277728
X601939.CH.EQUITY,0.217952731364729,0,0,0,0.283919988571555,0,0,0,0,0,-0.0238067004779892,0.164700766364551,0,0.0219423035856969,0,0,0,0.0890155156942762,0,0.12468524486694,0,0,0,0,0.134877356129997,0,0.231144814653823,-0.0300352020566871,0,0,0,0,0,0,0,0,0,0,0,-0.0643232356696951,0,0,0,0,0,0,0,0,0,0,0,0.0347029376530334
X600036.CH.EQUITY,0,0.127324088057807,0,0,0,0.160945388606025,0.0893582318646563,0.0951605424905735,0,0,0,0,0.215643512123599,0,0,0,0,0,0,0,0,0,0,0.0120196982904723,0,0.327071001486798,0,0,0,0.0751423168325558,0,0,0,0,0,0,0,0,0.0625974465149765,0,0.0851013977119409,0,0,0,0,0,0,0,0,0,0,0.0421885526295676
X601288.CH.EQUITY,0.10407862753436,0,0.11177116892656,0,0,0.0799245738332781,0,0.389198630756327,0,0,0,0,0,-0.0107271593321096,0,0.0438295965475621,0,0,0,0,0,0.00250048326107078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186052795315921,0,0,0,0,0,0.122245772717986,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0296122817678636,0,0,0,0,0,0.157991718114361,0,0,0,0,0.0878149247107752,0,0,0,-0.0596315382660856,0,0,0,0.0636765033538411,0,0.309913327720944,0,0,0.4863713134514,0,0,0,0,0,-0.0364857004106573,0.054170109307976,0,0,0,0,0,0,0,0,0,0.113035199678114
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.0598162428075623,0,0,0.0934560134301682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310209295187176,0,0,0,0,0,0,0,0.0687073353738465,0,0,0.0874085514241797,0,0.249905068270759,0.220082541130564,0.136735249643939,0,0,0,0,0,0,0.303060453603918,0,0
X601988.CH.EQUITY,0,0.118064661726007,0.0494964204394141,0.289651740952626,0.182425619200637,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286490239455605,0,0,0,0,0,0,0,0,0.138488239554659,0,0,0.128411100262719,-0.0441935018321281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0208177990177702,0,0,0,-1.13892705346192e-05,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0979876051050712,0.0108206216871322,0.10117759441497,0,0,0,0.0557301013543768,0.232638759246004,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.331320774480147,0,0,0,0,0.174205328114486,0,0,0,0.00240841421565007,0,0,0,0
X601166.CH.EQUITY,0,0,0.0761379775409703,0.169971124798284,0,0,0,0,0,0,0,0.0960563404868368,0,0.00244365587608108,0,0,0.060021648881561,0,0,0,0,0,0,0,0,0.183629693587431,0,0,0.367257165298136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0229453555722191,0,0,0,-0.0553924828294947,0,0,0,0
