,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0.129049854795317,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109418563802686,0,0.501027914206646,0.39050262977593,0.0378683316438002,-0.216538996010033,0,0,0.17035789220098,0,-0.0766893403927406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00187657208974576,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.27001197798308,0,0,0,-0.0850793903188808,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.191659000242713,0.0390786716724826,0.00955572302593036,0,0,0,0.227806312891966,0,0.158683298466785,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.839232066844761,0,0,0,0,0,0.0163943977813328,0,0,-0.0558585652594513,0,0,0,0.0383727856421661,0.129400223541976,0,0,0,0.00265670198200135,0,0,0,0,0.0312133336642536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716290998794536,0,0,0.00658080906179514,0
X601288.CH.EQUITY,0,0,0.914430279838897,0,-0.0935612258946232,0,0,0,0,0,0,0,0,0,0,0.0173537261810701,0,0,0.117548126872882,0,0.0577518363646852,0,0,0,-0.0679031923825626,0.00718558194759211,0.028212771950058,0,0,0,0,0,0.0372252077936792,0,0,0,0,0,0,-0.0180181158074171,-0.0843786519480669,0,0,0,0,0,1.0842021724855e-19,0,0,0,0
X601628.CH.EQUITY,0.017266917832878,0,0,3.46944695195361e-18,0,0,0,0,0,0.246095919231425,0,0.234272334189469,0,0,0,0,0,0,0,0.122764572636296,0,0,0,0,0,0,-0.107239623187651,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.413590798644077,0,0,0,0,0,0,0,0,0.301796704596254,0,0,0,0.0151587444377965
X600036.CH.EQUITY,0,0,0,0.327154211334962,0,0,0,0,0.0665159456066542,0,0,0,0,0,0,0,0.14948902186389,0.134032011641856,0,0,0,0,0,0,0,0,0,0,0.126443799515585,0.147856588647783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532581224574315,0,-0.0113107129290318,0,0.0068504104200824,0,0
X601988.CH.EQUITY,0,0,0,0.00455993401376947,-0.138088159863377,0.0764005443626104,0,0.0506430165723998,0,0,0,-0.0201877217787135,0,0,0,0,0,0,0,0,-0.042291507133008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10804872470792,0,0,0,0,0,0,0,0,1.0517590807983,0.00191074720689023
X1299.HK.EQUITY,0,0,0,0,0.142262277874381,0,0,0,0,0,0,0,0.030004390186549,0,0,0,0,0,0,0,0,0,0,-0.115246723822658,0.130008783537726,0,0,0.0717659472891952,0,0,0.173585126055962,0.334311890627406,0,0,0,0,0,0,0,0,0,0,0.140971416390936,0,0,0,0.0763636616515223,0,0.000356778971959205,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0603333644733459,0,0,-0.303946286717784,0,0,0,0,0,0,0,0.187437729228008,0.535348441093991,0,0,0,0,0,0,0,0,0,0,0.0720960580608342,0,-0.144164436868286,0,-0.0191717880901181,0,0.149308332736709,0,-0.161086522386834,0,0.101492322865668,0,0
X388.HK.EQUITY,0,0,0,0,0.266910811428464,0,0,4.33680868994202e-19,0.12225446957773,0,0,0,0,0,0.0161301804923083,0,0,-0.428158094730425,0,0,0,0,0,0,0.537770003320952,0.223030301187033,0,0,0,0,0.122350532654214,0.0174589664022785,0,0,0,0,0,0,0,0,0,-0.0236276073547941,0,0,0,0.0746105234876006,0,0,-0.0875144235356631,0,1.38777878078145e-17
