,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.117234759584337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0727842665949843,0,0.425826779616725,0.370063768264022,0.062518138726898,-0.248583930342932,0,0,0.165462727429927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533086535068678,0,0,0,0,0,0,0,0,-0.0207176663099941
X601318.CH.EQUITY,0,0,0,0,0,0.240940899384986,0,0,0,-0.0853774312152305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.19885155895409,0.0271443267688932,0.0136433560603364,0,0,0,0.218770306321371,0,0.182017756321004,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.839232701176243,0,0,0,0,0,0.0163950639161344,0,0,-0.0558583666577367,0,0,0,0.0383677491998636,0.129406917525817,4.33680868994202e-19,0,0,0.00265914360393993,0,0,0,0,0.0312072021780982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716356923863549,0,0,0.00658150683239251,0,0,0
X601288.CH.EQUITY,0,0,0.952467271692545,0,-0.0657542731524736,0,0,0,0,0,0,0,0,0,0,0.0582554488508588,0,0,0,0,0,0,0,0,0,0,0.0536419194933789,0,0,0,0,0,0,0,0,0.0249282371596094,0,0,0.0216120136849468,0,-0.0752706535594904,0,0,0,0,0,-0.00101932099349364,0,0,0,-0.0945609632530947,-0.041705105949428,0
X601628.CH.EQUITY,0.0186329291655471,0,0,3.46944695195361e-18,0,0,0,0,0,0.252906975756998,0,0.247397486291493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105959098597016,0,0,0,0,0,0,0,0,0,0,0.55250215522137,0,0,0,0,0,0,0,0,0.284961309616353,0,0,0,0,0.0169079728119369,-0.0307497368722083
X600036.CH.EQUITY,0,0,0,0.329067718865375,0,0,0,0,0.0692185331420764,0,0,0,0,0,0,0,0.145464256137746,0.141519973657468,0,0,0,0,0,0,0,0,0,0,0.115834068236261,0.147581477894659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471849115859544,0,0,0,0.00404224639970162,0,0,0,0.00907591050525348
X601988.CH.EQUITY,0,0,0,0.00455886807599643,-0.138097131946951,0.0764095034012377,0,0.0506406867967369,0,0,0,-0.020185619563947,0,0,0,0,0,0,0,0,-0.0423026977473776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108048818195733,0,0,0,0,0,0,0,0,1.05175719222671,0,0.00190453273682747,0
X1299.HK.EQUITY,0,0,0,0,0.140578971680083,0,0,0,0,0,0,0,0.0441003697746268,0,0,0,0,0,0,0,0,0,0,-0.123755959434952,0.12984467349922,0,0,0.0687283655688319,0,0,0.178675938408862,0.332909019141891,0,0,0,0,0,0,0,0,0,0,0.145480084889434,0,0,0,0.0663945205968568,0,0,0,0,0,-0.0056046663859665
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.16856707022173,0,0,0,0,0,0.0238115333153163,-0.00855844896243135,0.228084993438486,0.481740708787315,0,0,0,0,0,0,0,0,0,-0.0921905159624976,0.0702062104378388,0,0,0,0,6.93889390390723e-18,0.052273548522109,0,-0.177262835457097,0,0.0517148615232956,0,0.129412969916704,0,0.0162065655890715
X388.HK.EQUITY,0,0,0,0,0.266866340073349,0,0,0,0.122267641097578,0,0,0,0,0,0.0161222766848277,0,0,-0.428259370336669,0,0,0,0,0,0,0.537773563045295,0.222993149411791,0,0,0,0,0.122418899904366,0.017477312377372,0,0,0,0,0,0,0,0,0,-0.0235134142387168,0,0,0,0.0745977837273707,0,0,-0.0874971571144038,0,0,-1.38777878078145e-17,0
