,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X300059.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0.27880543242084,0.0248034049680519,0.047225849650775,0,-0.0190385941624283,0.263489698110504,0,0,0.00226544269258069,0.0807777652519213,0,0,0,0,0,0,0,0,0,0,0,-0.0427278981118103,0.183779295524425,0,0,0,0.0536840309510926,3.46944695195361e-18,0,0.0273959483059118,0,0,0,0.0297034202965254,0,0.113599981151155,0,0,0,0,0,0,0,0,0,0,-0.0239073302562344,0,0,0,0
X601318.CH.EQUITY,0,0,0.282422362048905,0,0,0,0,0,0.0749547078010839,0,6.93889390390723e-18,0,0.0096276794190072,0,0.194042108398654,0,0,0,0,0,0,0.0728314229816426,0,0,0,0,0,0.129413840360863,0,0,0,0,0,0,0,0,0,0,0,0,0.0620860126598944,0,0,0,0.0710003673068539,0,0,0,0,0,0,-0.0250981582938999,-0.08280715540068
X601939.CH.EQUITY,0.362944242419862,0.271706693526248,0,0,0,0,0,0.409530945427456,0,0,0,0,0,0,0,0,0,0,0,-0.0557995850468143,0,0,0,0,0,0.0311229540127707,0,0.0289622503823925,0,-0.0228448893673337,0,0,0,0,0,0.0612608522095595,0,0,0,0,0,0.0839929817272047,0,0,0,0,0,0,0,0,0.167434185170349,0,0
X601288.CH.EQUITY,0,0,0.128190549297684,0,0,0,0,0.464102933818218,0,-0.0484279344542847,0,0.0416196629211859,0,0,0,0,0,0,0,0,0,0,0.143055593851761,0,0.0441974511553897,0,0,0.14563207458285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136093126935419,0.0218963537754447,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.170163366269318,0,0,0,0,0,0,0.074765397030899,0,0,0,0,0.0440914724698697,0,0,0,0,0,0,0.033986614075789,0.496786149073754,0,0.158928205694253,0,0,0,0,0,0,0,0.034962906202723,0,0,0,-0.0904729822439586,0,0,0,0,0,0,0,0,0,0,0,0,-0.101272497569873
X1299.HK.EQUITY,0,0,0,-0.0863306339273585,0,0,0,0,0,0.185270871237431,0,-0.0530028806957368,0,0,0,0,0,0,0,0,0.059789185089357,0,0.147895761792475,0,0,0,0,0,0,0,0,0,0,0,0,0.0995509494132872,0,0.147506483323732,0,0,0.134813553703506,0.10897533573745,0.0520476353959091,0,0,0,0,0,0.209357315812223,0,0,0,0
X601628.CH.EQUITY,0.081123885369647,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,-0.00515689252767759,0,0,-0.18147666912294,0,0,0,0.258296627214705,0,0,0,0,0,0,-0.113202545903533,0,0,0,0,0,0,0,0,0,0.610400510232702,0.044557575330839,0,0,0,0,0,0,0,0,0,0,0,0,0.00471508321599605,-0.0507491414181953,0
X601988.CH.EQUITY,0,0,0.0748665259083023,0.441776719769132,0,0,0,0,-0.0916660277776132,0,0,0,0,0,0,0,0.280063564536532,0,0,0,0,0,0,0,0.0835047168809217,0,0.0452618077085887,0,0,0,0,0,0,0,0,0,0,0.00190494992478023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.221006605635098,0.13420234360853,0,0,0,0,0,0,-0.0636154037317454,0,0,0,0,0,0,0,0,0,-0.0594866098964252,0,0,0.430079214504252,0.159488840118369,0,-0.0396854722729928,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.000288781299195792,0,0,0.113691594075892,0,0,0,0,0.208200758038438,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,-0.188114550151112,0.403035237764059,0,0,-0.143850243314249,0,0,-0.00454362792611537,0,0,-0.0490276249802858,0,0,0,0,0.391151904312073,-0.165435799723331,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.181381924529336,0,0,0,-0.067727501716351,0,0,0.0620471870111631,0,0,0,0,0,0,0,0,0.0183103092211434,0,0,0.179745530839291,0,0
