,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X300059.CH.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X002736.CH.EQUITY,X000776.CH.EQUITY,X600606.CH.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0.125978085230516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39848223141213,0.311151894198188,0.00943177008313874,0,0,0,-0.0860043873973542,0,0,0.273935656744911,0,0,0,-0.272271953383987,0,0,0,0,0,0,0.0183106463789444,0,0,0,0,0,-0.268306760467577,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.210204862716517,0,0,0,-0.00911836672484308,0,0,0,0,0,0,0,0,0.0427624430898068,0,0,0,0,0,0,0,0,0.0578337018921393,0,0.0397916475824555,0,0,0,0,0,0,0,0.23356083390616,0,0,0,0,0,0,0,0,0.0929325777365678,0,0,0.343098786811713,0,0
X601939.CH.EQUITY,0,0.0567279407969275,0,0.809716087512766,0,0,0,0,0,8.67361737988404e-19,0,0,-0.0311933520861813,0,0,0.0153420067996951,0.11930619957675,0,0.0219947981184754,0,0,0,0,0,0,0,0.0317266116356205,0,0,0,0,0.027672580522538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016709492055889,0,0,0
X601288.CH.EQUITY,0,0,0.883182146238817,0,-0.115941747448176,0,0,0,0,0,0,0,0,0,0,0.0459243319621213,0.0407218915881689,0,0.157911169696711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120021323684498,-0.108583489530746,0,0,0,0,0,0,0,0,-0.0355801236062541,0,0.0176416008514391,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.050429262934013,0,0.439736416906942,0,0,0,0,0,0,0,0,0,0.0795720336573536,-0.0478427686329844,0,0,0,0,0,0,0,-0.0192555523367599,0,0,0,0.339977111338253,-0.141074502930128,0,0.0904894015460595,0,0,0,0,0,0,0.158969849087996,0.173378775193687,0,0,0,0,0.0914539511395177,0
X600036.CH.EQUITY,0,0,0.408792768371138,0,0,0,0,0,0.0248230589317195,-0.00639779235403669,0,0,0,0,0,0,0.106788623665462,0,0,0.00488779333019886,0.012687406228952,0,0,0,0,0,0.191709763980057,0,0,0,0,0.123094184835063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,-3.46944695195361e-18,0,-0.0682069016286498,0.128624303599696,0,0,0,0,-0.0387956206898385,-0.0669367971112162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.110261912854395,0,0,0,0,0,0,0,0,-0.0362402958769919,1.06249434491231,0.0224851661822229,0
X1299.HK.EQUITY,0,0,0,0,0.238573135051766,0,0,0,0,0.199873265099334,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.219002783132577,0.0574544430176373,0,0.411229654348685,0.192620925484639,0,0.115976153226164,0.167339667264339,0,0,0,0,0,0,0,0,0,0,0,0,-0.0941914239395145,0.0784601791251908,0,0,0,0,0,-0.0378000996544738,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179069915594933,0,-0.159040648592088,0,0,0,0,-3.46944695195361e-18,0,0,0.317005876996848,0.301677256709655,0,0,0,0,0,0,0,-0.246596921521237,0,0,0,0.0225975830362934,0,0,0,0.0813779430168665,0.0104554983631903,0,-0.0464123092144571,0,0,0.289304044886724,0,0,0.0139051178527255
X388.HK.EQUITY,0,0,0,0,0.284249866798305,0,0,0,0,0,0,0,0,0,0,0,0,-0.246743807544663,0,0,0,0,0,0,0.351488816810269,0,0,0,0,0.0942945524752969,0.116369861149965,0,0,0,0,-0.0116885038812881,0,0,0,0,0,0,-0.176445453306071,0,0.100453933661334,0.116192147688203,0,0,0,0,0,-0.035780496497261
X601658.CH.Equity,0,0,0,0.234515088256266,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00541308962030916,0.275266620317662,0,0,0,0,0,0,0,0,0,0,0,0.0362402058895701,0,0,0,0,0,0,0,0,0,0.164440416039907,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,-0.00745870510465562,-0.015997975905792,0.0840736543832052,0,0,0.240681638056555,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0343098617432432,0,0.00513475818823231,0,0,0,0,0.0637947917857978,0.213149017965849,0,0,0,0,0,0,0.0733218346393994,0.125259335872435,0,0,0.0627889888115029,0.278484224499618,0,0,0,0.0560593053773778,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.552728569092393,0,0,0,0,0,0,0,0,0,0,0,0,-0.104549024581254,0,0,0,0.283274156067251,0,0,0.0454613397718047,0,0.0360749396682089,0,0,0,0,0.0923198993400605,0,0,0,0.0170866200886213,0,0,0,0,0.0227804967867875,-0.0398793239119363,0,-0.00750358295461023,0
X601166.CH.EQUITY,0,0,0,-6.93889390390723e-18,0,0.0701369262805702,0.479268528567064,0,0,0,0.0534385533830791,0,0,0,0,0,0.0561515336364064,0,0,0,0,0.073762391822628,0,0,0,0,0,0,0,0.00939401188943304,0,0,0.0887087299014432,0,0,0.0158280075899715,0,0.0405867785666809,0.0290067146378551,0,0,0,0,0,0,-0.0384590987465776,0,0,0,0.137068096308041,0,0
X601328.CH.EQUITY,0,0,0,0.0463211088119564,0,0.112908030681008,0.0204753057972189,0,0,0,0,0,0,0,0,0,0.0289207104662894,0,0,0,0,0.373605530585657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242397552263625,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0.190106318402681,0,0,0,0,0,0,0,0.0868693037122853,0,0,0,0,0,0,0.0182355043609409,0,0,0,0,0,0,0,0,0,0.0595690823456521,0.0594435156275962,0.302650503192493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0376435595409434,0.0794729001590091,0,0,0,0,0
X600000.CH.EQUITY,0,0,0.312301699250444,0,0,0.352613140328433,0,0,0,-0.00401240685800323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.182473373615751,0,0,0,0,0,-0.0926291710633033,0,0.304376171143028,0,0,0,0.684453552719205,0,0,0.0969167012807521,0,0,0,0,0,-0.0912739777616691,0,0,0
X000001.CH.EQUITY,0,0.120228644519344,0,0,0,0.0253487007312358,0,0,0,-0.00869470666800361,0,0,0,0.0851350113964042,0,0,0.136368957427399,0,0,0.152806805341371,0.00526843163237246,0,0,0,0,0,0,0,0,-0.0150823224196143,0,0.17881187252323,0.117047120299638,0,0,0,0,0,0,0.033678301928878,0,0,0.0508784208028186,0,0.0931030318184809,0,0.025541124287818,0,0,0,0,0
X601319.CH.EQUITY,0,0.110579074558115,0,0.191099742543466,0,0,0,0,0,-0.00548276798712637,0,0,0,0,0,0.0661480220349437,0,0,0,0.202601055362411,0,0,0,0,-0.085912336683942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100442824173083,0,0.0340347057549565,0,0,0,0.248695263838839,0,0,-0.0963669772704915,0
X601601.CH.EQUITY,0,0.251052067671186,0,1.38777878078145e-17,0.0538541553982131,0.0256911705957131,0,0,0,0,0,0,0,0,0,0,0,0.376736299341908,0.055276312462727,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36182754367248,0,0,-0.137501565973196,0,0,0.0265945764454845,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0.139994556247433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162403402695119,0.0915651855687936,0,0,0.105646432187905,0.100860975271868,0,0,0,0,0.0201014744420715,0,0,0,0.00520748566789148,0.338787128063579,0,0,0,0.0941330188923711,-0.0631869911849209,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.0138598548632171,0,0,0,0,-0.0181788109948885,0,0,0,0,0.132352349447996,0.13025843766649,0,0,0,0,0,0,0,0,0,0,0,0.119347779061444,0,0,0,0.0140702294224739,0.221716471276605,0.0695847508743984,0,0,0,0,0,0,0,0,0,-0.0330568888196622,0,0,0,-0.120493779035105,0.210499757537385,0,0,0,0.12326447234812
X688.HK.EQUITY,0.229821904084101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243540124148146,0.0277686534453295,0,0,0,0,0,0,0.271335516388426,0,0.135800928111227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131213607748308,0,0,0,0,0,-0.0740523873239212,0.0092727340432264
X601998.CH.EQUITY,0.233693272577074,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0131602532790305,0,0,0,0,0,0.0108956504343368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241076499021974,0,0,0,0,0,0,0,0,0,0,0,0.117787112323582,0,0.534636588015471,-0.13037815590147,-0.00648436674640583
X1109.HK.EQUITY,0,0,0,0,0,0,0,-6.93889390390723e-18,0.198199560238181,0,0,0,0,0,0,0,0,0,0,0,0,0,0.498438957910868,0,0,0,0,0,-0.0769151639929586,0.167583504591985,0,0.196230455185428,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.067080559438625,0,0
X11.HK.EQUITY,-0.0451149596720614,0,0,0,0.0887505685881867,0,0,0,0.401465215590804,-0.0523719651119019,0,0,0,0,0,0,0,0,0,0,0.134159621692814,0,0,0,0,0,0.220731827189931,0,0,0,0,0,-0.0535528554458497,0,0.0635898758796224,0,0,0,0,0,0.0380327346893729,0,0,0,0,0,0,0,0,0,-0.094614889697588,0
X2388.HK.EQUITY,0,0,0,0.0495171544968092,-0.0339922853115307,0,0,0,0.0771012285628139,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.402355838520808,0,0,0,0.104221102856219,0,0,0,0,0,0,0,0,0,-0.0302789614517612,0,0,0,0,0.397666288230487,0,0,0,-0.0986105359204653,0,0,0
X2007.HK.EQUITY,0.0925879715427592,0,0,0,0,0.0223454670514448,0,0.355651215204779,0.139894622923251,0,0,0,0,0,0,0,0,0,0,0,0,0.0616015689486761,0,0,0.0932622358419374,0,0,0,0.122643201747836,0.0982973145572187,0,0,0,0,0,0,0,0.0445270331915416,0,0,0,0,0,0,0.0688220834494133,0,0,0,0,0,0.0476534380596973,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.229564016963432,0,0,0,0,0,-0.0753266214300952,0.0320776233232646,0,0,0,0,0,-0.0913526059408481,0,0,0,0,0,0,0,0,0,0,0.0930148651345524,0.224679125011841,0,0,0,-0.014497095737405,0,0,0,0,0,0,0.0543564438472188,0,0.374137368513634,0,0,0,-0.121146256387758
X267.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.227318560725634,0,0,0.0784900038363895,0,0,0,0,0,0,0,0,0,0.13837020482926,0,0,0,0,0.019790848871708,0,0,0,0.169850793606875,0.158616545769873,0,0,0.0146424323053315,0,0,0,0,0,0,0,0,0.202588192504002,0,0,0,0,0,-0.0554160964897485,-0.100565911588292
X600048.CH.EQUITY,0,0.135280967149596,0,0,0,0,0,0.108257078576879,0,0,0,0,0,0,0,0.674653534124583,0,0,0,0.0077810361460011,0.0852857723917689,0,0,0,-0.0199151831430904,0,0,0,0,0,0,0.0590500820461732,0,0,0,0,0,0,-0.00830593748306411,0.0484470863721314,0,0,-0.143699102811536,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0.0186281609622108,0.473206737190739,0,0,0,0.196237533318362,0,0,0,0,0,0,0,0.232364681626678,0,0,0,0.129515174876414,0,0,0,0.0216964896640994,0,0,0.0836629389594779,-0.224079021382541,1.73472347597681e-18,0,0,0,0,0.0792885750810436,0,0.340882446203221,0,0,0,-0.408346332206831,0,0,0,0.173917287767592,0,0,0,0,0,0
X601818.CH.EQUITY,0,0,0.04526118794834,0.175726954006431,0,0,0.0642681808586437,0,0,0,0,0,0.0526298007913345,0,0.00064024857656557,0,0.0873364159415155,0.0624395666241643,0,0,0,0,0,0,0,0,0,0,0,0.055832231392429,0,0,0,0,0,0,0,0,0,0,0,0.0918954524395746,0,0,0,0.0309980584513984,0,0.117235568508589,0,0,0,0
X601688.CH.EQUITY,0,0,0,0,0.0213969072104724,0,0,0.049711928647611,0,0,0,0.227003497643418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00440109359092752,0.116420792365324,0,0,0,0,0,0.109975487816501,0,0.246665460310972,0,0.0957801066363223,0,0,0,0,0.0560980833520357,0,0.0371802802126013,0,0.21005757234353,-0.0289290508212926,0,-0.0205681761297806,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0557842861642034,0,0.189704166495879,0.0591218875970309,0,0,0,0,0,0,0,0,0,0,0,0,0.0904361114271047,0,0,0.0159500256793051,0,0,0,0,0.460607322712749,0,0.00936781987749104,0,0,0.030019409597123,0,0,0.0495265457502503,0,0,0,0.0211093540266398,0,0.0850644805637487,0,0,0,0
X600999.CH.EQUITY,0,0,0,0,-0.351531739939233,0,0,0,0,0,0,0,0,0,0,0,0.150102627675158,0,0,-0.0101819986239876,0,0,0,0,0,-0.0191937747845706,0,0,0,0.141882646628721,0.0175679137658493,0,0,0,0.093391967569588,0,0,0,0,-0.162241373870676,0,0,0,0,0,0,-3.46944695195361e-18,0.503643602047037,0,0,0.172901354213168,0.188349552830087
X601211.CH.EQUITY,0,0,0,0,0,0,0.0591548606506177,0,0,0,0,0,0,0,0,0,0.0260506616619687,0,0.205028563361689,0,0,0,0,0,0,-0.0711703652559386,0,0,0.202482092315619,0,0,0,0,0.18132485860802,0,0,0,0,0,0,0,0.183568608596666,0,0,0,0.0472515451957359,0.111930349348689,3.46944695195361e-18,-0.0579847728814928,0,0,0
X601336.CH.EQUITY,0,0.104858595448503,0,0,0.159511064883085,0,0,0,0,-0.00945173256943055,0,0,-0.0244028226337844,0.0803537845941397,0,0.0263328413703896,0,0,0.162958413081531,0,0,0,0,0,0,-0.0581791625594531,0,0,0,0,0,0,0,0,0,0,0,0,0.181430771743072,0,0,0,0,0,0,0.00358906350017903,0,0.308221352587237,0.0332152927093804,0,0,0
X1113.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241684909889462,0,0,0,0.000143922225799232,0,0.420656255435812,0,0.141726258180874,0,0,-0.115116676404606,0,0.0841384782984378,0,0,0,0.291381878820275,0,0,0,0,0,0,0,0,0,0,0,0,0.176093856125536,0
X001979.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.773145436672454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0244984804517643,-0.0141281071112116,0,0,-0.0578288250389099,0,-0.105385230958309,0,0,0,0.0476050268298147,0,0,0,0.0218728298156358,0,0,0.091083500907766,0.100020629590963,-0.0191177206722223,0
X12.HK.EQUITY,-0.0839043975147264,0,0,0,0,0,0,0,0.00837227085245466,0.0156962291401965,0.520278034787221,0,0,0,0,0,-0.070610367951705,0,0,0,0.690908425469443,0,0,0,0,0.198388345915341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0764205231201961,-0.216422588661637,0,0,0,0,0,0,0,0
X000166.CH.EQUITY,0,0,0.0534479258348865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185941752866761,0,0,0,0,0,0,0,0.0273650894901555,0,0,0,0,0,0,0.0373064664435342,0.25880995161397,0,0.276689522797432,0,0,0,0,0,0,0,0,0.0542438874304767,0,0.161176158058441,0,0,0,0
X2882.TT.EQUITY,0,0,0,0,0,0,0,0,0.327459300341203,8.67361737988404e-19,0,0,0.452256283295323,0,0,-0.181542185698719,0,0.0520345279984216,0,0.245417292989337,0,0,0.246587454125531,0,0,0,0,0,0,0,0,0,-0.615779992911416,0,0,0,0,0,0.0468043441067895,0,0,0,0,0,0.0141093544770564,0,0,0,0,0,0,0.239585950215281
X601229.CH.EQUITY,0.206419085532078,0,0,0,0,0,0,0,0.520829941748251,0,0,0,0,0,0,0.0222259324189735,0,0,0,0,0,0,0,0,-0.109228288737996,0,0,0,0,-0.0743330623775722,0,0,0,0.0753676157467811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120684377950475
X823.HK.EQUITY,0,0,0,0,0,0,0,0.0493138549337657,0,0,0,0,0,0,0,0,0,0,0,0,0.408906260986565,0,0,0,0,0,0.152426818897072,0.0581406781365445,-0.038815589049853,0.0714306520985475,0,0,0,0,0,0,0,0,0.228808279677652,0,0,0,0,0,0,0,0,0,0,0,-0.0200183958269912,0.263847357839136
X600918.CH.Equity,-0.00396744121397254,0,0,0,0,0,0,0,0,0,0,0.173783904177528,-0.00990265770576166,0,0,0,0,0,0,0,-0.0579705854578264,0,0,0,0,0,0,0,0,0,0,-0.175289096098039,0.0205744267887711,0.211563304468144,0,-0.0443788486600917,0,0.0574425937963316,0,0,0,0,0.0303942671129062,0,0,0,0,0.333319241568833,0,0,0,0
X002736.CH.EQUITY,0,0,0,0,0,0,0,-0.0533454145031919,-0.0233947610567902,0.0333855709921493,0,0.303740323424932,0,0,0.170852450963275,0,0,0,0,0,-0.0099494964601691,0,0,0,0,0,0,0,0.253327664841979,0,0,0,0,0,0,0,0.11109915539091,0,0,0.0460093621517073,0,0.0288022010434878,0,0,0,0,0,0.0298056592619202,0,0.137904762018397,-0.0143340388546674,0
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00430281085558307,0,0,0.318166837562841,0,0,0.171009459695151,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.301832168416319,0,0.0280394347902257,0,0.00799884599648632,0,0,0,0.112371681825636,0,0.0541399243284695,0,0,0,0,0.111588251864688,0,-0.0613215417140829,0
X600606.CH.EQUITY,0,-0.164855106455416,-3.46944695195361e-18,0,0,0,0,0,0.0157370654776627,0,0,0,0,0,0.0954658145036727,0.403537607436166,0,0,-0.0393941941368122,0,0.172834455228042,0.0422049294687351,0,0,0,0,0,0,0,-0.122971939997127,0,-0.145712126312829,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163545195875601,0,0.302607369704883,0,0.0571289932188069,0.0415575430788717,0
X601169.CH.EQUITY,0,0,0,0,0,0,0.790354565776936,0,0,0,0,0,0,0,0,0.0973965581136882,0,0,0,0,0,0,0,0.0352869472672351,0,0,0,0,0,0,0,-0.0348264524017198,0,0,0,0,0,0,0,0,0,0.0562920384255782,0,0,0,0,0,0.00737229531713033,0,0,0,-0.0358930295805774
