,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X600015.CH.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.399706795311609,0.00713491050391409,-8.67361737988404e-19,0,0,0,0,0,0,0.227081251653058,0,0,0,0,0,0,0,0,0.120457706314314,0,0,-0.00612793130396085,0,0,0.0741360583523286,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,-0.008533557502064,0,0,0,0,0.00379988886114028,0,0.0553432633736918,-1.73472347597681e-18,-0.129917210020928,0
X601939.CH.EQUITY,0.481959030405749,0,0,0.247753795314179,0,0,0,0,0,0,0.0209192239712796,0,0,0.0402592490317173,-0.165248104245179,0,0,0,0,0,0,0,0,0,0,0.181995965677039,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,-0.0144917963852103,0,0,0,0,0,0,0,0,0,0.0413123754449296,0,0.0694452186624887,0,0
X601318.CH.EQUITY,0,0,0,0,0.191122578211471,0.0799715478417202,0,0,0,0,0,0,0,0,0.108566044709252,0,0,0,0,0.230598606115513,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140337245677807,0,0,0,0,0.0977328949589409,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.297080035438853,0.0953073600249973,0,0,0.174398815311192,0,0,0,0,0,0,0,0,0.189419369237042,0,0,0,0,0,0,0.045311286167863,0,0,0,0,0,0,0,0,0,0,0,0,0.121976761572825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.096533844819274,0.456382572831081,0,0,0,0,0,0.318611458878639,0,0,0,0,0,0.15897090516575,0,0.0844256507435759,0,0,0,0,0.0967647650142847,0,0,0,0.0927009316296811,0,0,0,0,0,0,0,0,0,0,-0.628998709683051,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.218391835732458
X600036.CH.EQUITY,0,0.0272544366888321,0,0,0,0,0,0,0.0112730148111427,0,0,-0.0318917792858328,0.187662515939397,0,0,0,0,0.122891896720649,0,0.18208269582623,0,0,0,0.0750570264538152,0,0,0,0,0,0,0,0.351416059303581,0,0,0,0,0,0,0,0,0,0.0307425507221793,0,0.151289321800548,0,0,0,-3.46944695195361e-18,0,0,-0.00812064364228384,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20636369334395,0,0,0.386924802907594,0,0,0,0,0,0.0576601591135893,0,0,0,0,0,0.0496582911569139,0,0,0,0,0,0,0,0,0,0.140857736840867,0,0.0830757048356789,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152455984733368,0,3.46944695195361e-18,-0.153515563774166,0,0,0,0,-0.450415386694195,0.636241903150197,0,0.0992009877085105,0,0.698759058369242,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,-0.106246863459029,0,0,0.327923740684949,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.138719246134219,0,0,0,0,0.0772725631240421,0,0,0.285905939957622,0,0,0,0.0700849423236469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261966924561064,0,0,0,0,0,0,0.145622711169594,0,0,-0.116265700430837,-0.0289807702140549
X601658.CH.Equity,0,0,0,0,0.136052634364734,0,0,0,0,0,0,0,0,0,0,0,0,0.268245800001694,0,0,0,0.0280233024391421,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323446904577775,0,0.164185697737131,0,0,0,0,0,0,0,0,0,0,0,0,0,0
