,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.109263381425078,0,0.0683133272117612,0,0,0,-0.100248531707716,0,0,0,0.48262792477591,0,0,0,-0.0732311709779463,0,0,0,0,0,0,0,0,0,0,0,0,0.0606111027230891,0,0,0,0,0,0.0202409268704708,0,0.0776369644684423,0,0,0,0,0,0.228739029206497,0,0,0,0,0,0,0,0,-0.0302386984852203
X601318.CH.EQUITY,0,0,0,-0.0799157698077063,0,0.139778266785379,0,0,0.118140008446507,0,0.0902302828551236,0,0,-0.103924339526811,0.0974440588900189,0.0184560690546911,0,0,0,0,0,-0.078886548304244,0,0,0,0,0,0,0,0,0,0,0,0,0.180680525787742,0,0,0,0,-0.232370497099376,0,0.354732320134412,0.188075283030656,0.154210350130631,0,0,0,0,0,0.210953136061165,0,0
X601939.CH.EQUITY,0.328697706571375,0,0,0.292480917129211,0,0.0892480271430357,0,-0.047537531661829,0,0,0,0,0,0,0.136763747340446,0.0323145984510328,0,0,0,0,0,0,0,0.0719126190034688,0,0,0,0,0,0,0,-0.0111839215555272,0,0,0,0,-0.108558714210697,0,0,0.333889297708083,0,0,0,0,0,0,-0.0403638590650163,0,0,0.0117965899568897,0,0
X601288.CH.EQUITY,0.475128349349511,0,0.0906677971700211,0,0,0.183018137572722,0,0,0.0303454897173024,0,0,0,0,0,0,0,0.0352921443278278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177567324061907,0,0,0,0,0,0,0,0,0.144367124897651,0,0,0.0522676180725728
X5.HK.EQUITY,0,0,0.0608735592254513,0.233630944789398,0,0.127534796735727,0,-0.398753024054789,0,0,0,0,0.107385511492873,0,0,0,0,0,0,0,0.413059561184354,0,0,0,0,0.4906950369697,0,0,0,0,0,0,0,0.100027387087188,0,0,0,0,0,0,0,0,0,0,-0.189721913663778,0,0.119109218265259,0,-0.00517241001314508,-0.00061282006602024,0,-0.00670332297700075
X601988.CH.EQUITY,0.190264570654877,0,0.216656051984471,0,0,0,0,0,0.150377256339718,0,0.0704113272402011,0.187693192850135,0,-0.29238297213086,0,0,0,0,0,0,0,0,0,0.180394909533633,0,0,0,0.0926812504646446,0,0,-0.0460518976455066,0,0,0,0,0,0.045613949160071,0,0,0,0,0,0,0.0507052479466707,0.0377429298380793,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.10860884843218,-0.0512775351414146,0,0.255987012611662,0,-0.0451076740851312,0.0108260865507253,0,0.346780682297196,0,0.244804279519143,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0767265295907338,0,0,0.0831203270727938,0,0,8.67361737988404e-19,0.123689078049787,0,0.0386141823846744,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0761422712796448,0,0,0,0.118907667274069,0,0,0,-0.148233021435469,0.0449105981142776,0,0,0.362322460799832,0,0.249921930877259,-0.0175761213178425,0,0,0,0,0,0.054939461655509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.202804399000177,0.327786617261268,0,0,0.126085676998071,0,0,0,0,0.0258590248219252,0,0,0,0,0,0,0,0.110410820970133,0,0,-0.042797928956255,0,0,0,0,0,0,0.0759036361010799,0,0.0106256282887266,-0.172642963745662,0,0,0,0,-0.025226247361313,-0.058545321421768,0,0,0,0,0,0,0,-0.129161640141329,0,0,0,0,0,0,0.153515283580815
X601658.CH.Equity,0,0,0,0,0,0,-0.291832574280962,0,0,0,0,0,0,0,0,-0.0854555336032699,0,0,0,0,0,0,0,0.509529649344968,0,0,0,0.223926113935955,0,0,0.204088400680057,0,0,0,0.0445899638290603,-0.434037155763405,0,0.284748152017252,0,0,0,-0.0755674371327443,0,0,0,0,0,0,0,0,0,-0.502572827521164
