,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X000776.CH.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.521228229191237,0,0.0754598925371481,0.0311457721501851,0.0922293506531014,0.0503525523495485,0,0,0,0,0,0,0,0.0257240890679651,0,0.0402505009664602,0,0.0628934481823812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00725565106449573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.493254000617919,0,0,0.0357151460179221,0,0,0,0,0,0.141385624949061,0,0,0,0,0,0,0,0,0,0.0131491478182787,0,0,0,0.0113452114782796,0,0,0.159090374111992,0.0505830527234812,0,0,0,0,0,0,0,0,0,0,0,0,0.0547878306487686,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.169929846656991,0,0,0,0,0,0,0.190212797074588,0,0,0,0,0,0,0,0.215911158296744,0,0,0,0,0,0,0,0,0.0942791525485079,0,0,0,0,0,0.179781236744403,0,0,0,0.000758270848836711,0.0180113152566445,0,0,0,0,0,0
X601288.CH.EQUITY,0.311499319751471,0.0906939103415414,0,0,0,0.108216754999541,0,0,0,0.0742762317076173,0,0,0,0,0,0,0.176697004377331,0,0,0,0,0,0,0,0,0,0,0,0.0911478715026524,0.00990723496881632,0.0819058976997196,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,-0.0711709576904744
X5.HK.EQUITY,0,0,0,0,0,0.584232348782331,0,0,0,0,0,0,0,0,0,0,-0.134952639213571,0.521304556296185,-0.403541020290859,0,0,0,-0.1501235680218,0.195701152758944,0,0.103479237770423,0,0,0,0.240243710025233,0,0,0,0.104845227666577,0,0,-0.0414457414116781,0,0,0,0,0,0,0,0,-0.185250996045631,0,0,0,-0.130337702743209,0
X601988.CH.EQUITY,0,0,0,0.215792295695203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31531193642162,0.0763770216287061,0,0,0,0,0,0,0,0,0,0,0,0,0.0145326178837726,0,0,0,0.111568373843674,0,0.207621861181843,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.188681434392958,0,0,0,0,0,0,0,0,0.0103083216747397,0.211508194821385,-0.0705064718244289,0,0,0,-0.0405420878573805,0.0913521015468872,0,0.0368086764522723,0,0,0,0.377808580821093,0,0.0919137972216204,0,0,0.104119250966119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434657434405015,0,0,0,0,-0.0428354774804012,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102579094582394,-0.0648032486812785,0,0,0,0,0.244428142021771,0,0.0843280428929186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317247287016029,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0.0815186370410605,0,0,0,0,0,0,0.00890799784061309,0.245977473284442,0.0262355891217616,0,0,0,0,0,-0.0636064006068468,0,0,0,0,0,0,0.162907212954734,0,0,0,0,0.227530465637517,0,0,0,0,0,0,-0.0414024319677788,0,0,0.214684152358395,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0849176632958487,0,0,0,0.0365193650654179,0.0101696145808952,0,0,0,0,0.113623128936157,0,0,0,0,0,0,0.0227373490371902,0.187045166484249,0,0,0,0.0282884719607143,0,0.0620688982147621,0,0,0,0.0868508212480422,0,0,0,0,0,0,-0.00530889215812399,0,0.155180382180203,0.211324473700406,0,0,0,0,0,0,0,0,0,0
