,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600918.CH.Equity,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.168706887717712,0,-1.73472347597681e-18,0.0834007648184486,0,0,0,0,0,0,0,0,0,0,0,-0.0128590851516761,0,0,0,0,0,0,0,0,0,0.0830902388962146,3.46944695195361e-18,0,0.11579806874428,0,0,0,0,0.412451082061042,0,0,0,0,0,0,0,0,0,0,0.135718408161968,-0.0885366194724341,0,0,0,-0.0863501360386717,0
X601939.CH.EQUITY,0.190786020708145,0,0,0.344753267037537,0,0,0,0,0,0,0,0.0345530608398384,0,0.213483970213222,0,0,0,-0.120211914031923,0,0,0,0.0587975580587254,0,0,0,0.222441559432259,0,0,0,0,-0.105769236223869,0,0,0,0,0,0,0,0,0,0,0,0,-0.00389362539746466,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.286642364673909,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0501755964319226,0,0.0471959156875145,0,0,0,0,0,0.107928791770413,0,0,0,0.075789047507011,0,0,0.0899353837398105,0,0,0,0,0,0,0,0,0,0,0,0.118454292448483,0,0,0,0,0.138307662593622,0,0,0,0,0
X601288.CH.EQUITY,0,0.632063931266043,0,0,0.160288317138756,0,0,0,0,0,0.013485898713972,0,0,0.0166241375145083,0,0,0,0,0,0,0,0.122971608806857,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113448724135486,0,0,0,0,0,-0.0428049971717127,0,0
X601988.CH.EQUITY,0.0191303208746426,0,0,0.32974735337685,0,0,0,0,0,0.350752060634086,0,0,0,0,0,0.0438083787728883,0,0.232109410239542,0,0,0.105792396112238,0,0,0,0,0,0,0.0753327627231084,0,0,0,0,0,0,0,0,0,0,-0.524107284505067,0,0,0,0,0.0382803199974794,0,0,0,0,0,0,0,-0.259808782388284
X600036.CH.EQUITY,0,0.205897040933247,0,0,0,0,0,0,0.154244383792743,0,0,0,0.137556235579217,0,0,0,0,0,0,0,0,0,0.0854933287816875,0,0,0,0,0,0,0,0,-0.0124406117406927,0.003816666465164,0,0.306087692544711,0,0,0,0,0,0.0582540392536327,0,0,0,0,0,0.0189599620582933,0,0.0658857060205637,-0.0209709526613144,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.051452495322614,0,0,0,0,0,0.168917904824946,0,0.0290203606694066,0.0583424943661151,0,0.29316854585601,0,0,0,0,0,0,0,0.03362605205014,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.332588727741937,0,0,0,0,0.000416622219335538,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131945833566393,0,-0.137287193629815,0,0,0,-0.00960429052742347,0,0,-0.39282724577844,0.794277669733181,0,0.577407973778385,0,0,0.188426911731799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110724099095874,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.114442135516474,0,0,0,0,-0.146350994371976,0,0,0,0,0,0.0541290698504089,0,0,0,0,0,0,0.363089713749533,0,0,0,0,0.106534138071254,0,0,0,0,0,0.0932866434236335,0,0,0,0,0,0,0.0517360642673657,0,0,0,0,0,0,0.191104918442886,0,-0.0317984357542512,0
X601658.CH.Equity,0,0.071882750721123,0,0.100886502655737,0.0396042660056886,0,0,0,0,0,-0.0322183301622721,0,0,0,0,0,0,0,0,0.267326248545011,0.188590429325272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289462399947044,0,0.0959371555265257,0,-0.134117491694339,0,0,-0.0791423731613297,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.187406962777181,0.0493788963666807,0,0,0,0,0,-0.0366843012235237,0,0,0,0,0,0,3.46944695195361e-18,0,0.478418317476431,0,3.46944695195361e-18,0,0,0.0351281506947381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00921741858845027,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.290048621085495,0,0,0.0562635226523279,0,0,0,0,0,0,0.0507256257260968,0,0,0,0,0.0153850908848858,0,0,0,0,0,0.102672581074719,-0.00806401930111527,0,0,0,0,0,0,0.283057538214326,0.129109715599988,0,0.0529532180150923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.32762703904873e-05
X601166.CH.EQUITY,0,0.0597035253500722,0,6.93889390390723e-18,0,0.167502596980447,0,0,0,0.0163576706261299,0,0,0,0.0335625226052738,0,0,0,0,0,0,0.0196183223393843,0.213713001756501,0,0,0,0,0,0,0,0.312043162807278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144701693981344,0,0,0
X600000.CH.EQUITY,0,0,0.0943821105396043,0.170462674259127,0,0,0,0,0,0,-8.67361737988404e-19,0,0.231054206400797,0,0,0,0,0,0,0,0.0015459355896202,0.0300179714094784,0,0,0,0.138192213277466,0,0,0.123362977518217,0,0,-0.0444825522713234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0677786627128587,0.0216809892960993,0,0,0
X000002.CH.EQUITY,0,0,0.0918462268734279,0,0,0,0,0,0,0,0.0150171258587618,0,0,0,0,0,0,0,0,0,0.115810271129353,-6.93889390390723e-18,0,0,-0.0297983639616585,0,0,0,0,0,0.333482765032945,0.258178490786535,0.228082007678465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
