,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.394548194372582,0.0289938963658081,0,0,0,0,0,0,0,0.22651333061681,0,0,0,0,0,0,0,0,0.108258498911684,0,0,0,0,0,0.0667245596349015,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0571079784760975,0,0,0.00124733607789988,0,0,0,-0.131392739165385,0
X601939.CH.EQUITY,0.457626037989735,0,0,0.171497978715589,0,0,0,0,0,0,0.118909620442759,0,0,0,-0.108972900669239,0,0,0,0,0,0,0,0,0,0,0.182262146007492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00443031626037726,0.0891326113676371,0.00411932177894077,0
X601318.CH.EQUITY,0,0,0,0,0.254234608050169,0.0232845565594682,0,0,0,0,0,0.259787052645702,0,0,0,0,0,0,0,0.204294674986892,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343620488259646,0,0,0,0,0.0616778502678206,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.295763918226749,0.0947834080888314,0,0,0.175329296685268,0,0,0,0,0,0,0,0,0.189286332533851,0,0,0,0,0,0,0,0.0473668473540696,0,0,0,0,0,0,0,0,0,0,0,0.12317691874425,0,0,0,0,0,0,0,0,0.000564786925860018,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.45964110172009,0,0,0,0,0,0.23376622568832,0,0,0,0,0,0.290095237041211,0,0.122209853699414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.530031076712789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.212836363753284
X600036.CH.EQUITY,0,0.0582224647199871,0,0,0,0,0,0,0,0,0,0.192273181530335,0,0,0,0,0,0,0,0.281971783560804,0,0.00993019019689392,0,0,0,0,0,0,0,0,0,0.278316578061665,0,0,0,0,0,0,0,0,0.0691526104911753,0.0482326703353315,0,0.0176572908161892,0,0,0,0.100110738383169,0,0,0,0
X1299.HK.EQUITY,0,1.38777878078145e-17,-4.33680868994202e-19,0,0,0,0,0,0.1172069400187,0,0.0813587395303368,0,0,0.13660355556571,0,0,0.328305226121854,0,0,0,0,0,0.118031723572328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162798311926402,0,0.0561899732983275,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0918513408478372,0,0,-0.132628333503913,0,0,0,0,-0.444897986813926,0.627270802458586,0,0.0576664474916243,0.684640671444253,0,0,0.0905568770030985,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302610869222885,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.170144542983883,0,0,0,0.127566182864332,0,0,0.281299608030315,0.0521264739765681,0,0,0,0,0,0,0,0,0,0.00891571206747213,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.272578167823286,0,0,0,0,0,0,0.0918796736205552,0,1.73472347597681e-18,-0.144003571070944,-0.0385314126088324
X601658.CH.Equity,0,0,0,0,0.301784970880536,0,0,0,0,0,0,0,0,0.23827536148092,0,0,0,0,0,0,0.226729662875711,0,0,0,0,0,0,0,0.0711513446147779,0,0,0,0,0,0,0,0.00586322021030311,0.112657635241345,0,0,0,0,0,0,0,0,0,0,0,0.230690380490932,0,0
X601328.CH.EQUITY,0.403394702365396,0,0,0.205358496013532,0,0,0,0,0,0,0,0,0,0,0,0.152086894375702,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246846853516968,0,0,0.04724508507771,0,0,0,0,0,0,0,0,0,0,0,0.039042184039935,0,0,0.00865518102787287,0,0,0.0459047817201588,0
X601166.CH.EQUITY,0,0,0,0,0,0.42332603712537,0,0,0,0,0.0548634992752074,0,0,0,0,0,0,0.054362421297623,0,0,0,0,0,0,0,0,0,0,0,0.233886970166502,0.00514765390007272,0,0,0,0,0,0,0,0,0,0,0,0.0214204267162126,0.033337534526043,0,0,0,0.0566183674093233,0,0.103441824279348,0,0
X388.HK.EQUITY,0,0,0.428579503966284,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0881871049848319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455441129812289,0,-1.73472347597681e-18,0,0,0,0,0,2.16840434497101e-19,0,0,0.00596464924726688,0.00137053905476292,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.143535366724066,0,0,0.122192085467229,0,0,0,0,0,0,0,0.289445241974474,0,0,0,0,0,0,0,0,0.0497788311207884,0,0,0,0,0,0,0,0.152980103312717,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245391582100811,0.00161849895046912,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0231960266075543,0,0,0,0.324139605579836,0,0,0.428930575498046,0.0199193157925423,0,0.0567914685260575,0.119814205536484,0,0,0,0,0,0,0,0,0,0.0224437888938215,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0519222900675253,0,0,0,0,0,0,0,0,0,0,0,0.274309130281541,0,0,0,0,0,0,0.0195895788344454,0,0.240117735338692,0,0.216522442152335,0.0430290313935387,0,0.0521794000979167,0.0906876576746853,0,0,0.0264536528391664,0,0,0,0,0,0,0,-0.0031123677679774,0.0294867360851419
X16.HK.EQUITY,0,0,0,0,0.00811885946154325,0,0.264352694943559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197471365537113,0,0,0.0495254026316311,0,0,0,0.0212221228273298,0,0,0,0,0,0.395004659370387,0,0,0,0.156795369218241,0,-0.135622559409809,0,0,0,0,0,0,0,0,0,0.00832364611228017,0
X000001.CH.EQUITY,0,0,0.28411558382941,0,0,0,0,0,0,0.115409845699183,0,0,0,0,0.10090011348445,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0627139667796682,0,0.184995733949828,0.128351247904419,0,0,0,0,0,0.0747390813467832,0,0,0,0,0,0,0,0,0,0,0.110586799445199,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0,0.0103934450369013,0.13541600954152,0,0,0,0.109312992518313,0.120003613260634,0,0,0,0,0,0,0,0,0,0,0,0.29998552239966,0,0,0,0,0,0,0,0.227854238538496,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0
X601601.CH.EQUITY,0.235267082690365,0,0.500976297504448,-1.73472347597681e-18,-0.0977361520739106,0,0,0,0,-0.088564936506107,0,0,0,0,0,0,0.241848626302009,0,0,0,0,0,0,0,0,0,0,0.0517362820523437,0,0,0,0,0,0,0,0,0,0,0,0,0.193882345268232,-0.0199388539747768,0,0,0,0,0,0,0.0718530746700029,-0.253712715556143,0,0
