,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0.210062170470558,0,0.201994658182182,0,0,-0.0691771263567791,0,0,0,0,0,0,0,0,0.113859973910643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0636716305064586,0,0,0,0.0402794705245601,0,0,0,0,0,0,0,0,0.277576355765511,0,0,-0.0683022704670628,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0640083265636681,0,0.149675263595528,0.0369485140964235,0,0.0251605794955309,0,0,0.206204584405769,0,0,0,0,0,0.302890548453507,0,0,0,-0.0336877614893093,0,0,0,0,0,0,0.0377679679522936,0,0,0,0.17434241531419,0,0.052736908582182,0,0,0,0,0,0.0257022630301626,0,0,0,0,0,0,0,0,0.142608837923333,0
X601939.CH.EQUITY,0,0,0,0,0.142961626023082,0,0.322220985550179,0,0,0,0.0723542481442054,0,-0.149545527067944,0,0.0123659662514162,0,0,0,0,0,0.0836853196913764,0,0.54027299114436,0,0,0,0,-0.0338991001013013,0,0,0,0,0,0,0,0,-0.0378530216397046,0,0,0,-0.0195635412513866,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.0915573258139144,0,0,0,0,0,0,0,0,0,0,0.220785504097589,0,0,0,0,0,0,0,0.0855709326960855,0,0,-0.197069838557664,0.134998858578944,0,0,0,0,0.382629677992005,0.230828776966133,0,0,0,0,0,0,0,0,0,0,0.0708739676211683,0,0,0,0,0,0.0164806993791813,-0.118352206886097
X601288.CH.EQUITY,0.0836273473597627,0,0,0,0,0,0,-0.0116166816437322,0,0.0110875256087003,0,0,0,0.0416481520100666,0,0.453477699822242,0,0,0,0,0,0,0.321429161713534,0,0,0,0,0,0,0.000705301751633978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261122561161471,0,0,-0.0157009663357121,0,0,-0.0604761153418181,0
X600036.CH.EQUITY,0.122499582875024,0.151033073241399,0,0.161574401375586,0,0,0.051435811260187,0,0,-1.73472347597681e-18,0,0,0,0.310316991947439,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.188995028869135,0,0,0.0337217565058564,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330648552165704,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.200250964087211,0,0,0.208570519886027,0.311908854880568,0,0,0,0,0,0,0,0,0,0.163436027681038,0,0,0,0,0.175071303648289,0,0,-0.0296045041163782,0,0,0,0,0,0,0.085187221576821,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.153361508271585,0,0,0,0,0,0,-0.0351694592759737,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.359608323499576,0,0,0,0,0,0,0,0.0314456162270965,0,-0.0355602556787887,-8.508618651306e-05,0,0,0.0667631906397143,0,0,0.226803789130769,0,0.0233532288510454,0,0,0,0,0,0,0,0,0,0,0.0911772212792878,0,0.080939256979207,0,-6.93889390390723e-18,0,0,0,0,0,0,0,-0.125127246137719,-0.156372538715577
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.062330097007561,0,0,0,0,0,0,-0.153051322876383,0,0,0.0273975138465195,0,0.0161501030588433,0,0,0,0,0.124454502847839,0.448619696934436,0,0,0,0.134120679094394,0,0,0,0,0,0,0,-0.175571880982186,0,0.257735222157688,0,0.232523991739359,0,0,0,0,0.174188649536373,0,0,0,0
X388.HK.EQUITY,0,0.0622822164156369,0,0,0,0,0,0,0,0,0,0,0,0.047675445602732,0,0.148478439854155,0,0,0,0,0,0,0,0.00906363959071405,0,0,0,6.93889390390723e-18,0,0,0,0.380509270267242,0,0.0992153975764522,0,0,0.0942249905051472,0,0.15664885687572,0,0,0.0139830302965557,-0.213503640375859,0,0,0.341138390240664,0,0,0,0,0.0549410194323521,0,0
X601658.CH.Equity,0.0905921334133851,0.076508866347177,0,0,0,0,0,0.111485369338964,0,0,0,0,0,0.0878310025227998,0,0.291677831814877,0,0,0.0514123395125939,0,0,0,0.0362190080069591,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0714388249929936,0,0,0,0,-0.116331382029529,0,0,0.000107907891061177,0.199727449573314,0.0386074068370438,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0569791237111318,0,0,0,0,0,0,0,0,0,0.0382255602491273,0,0,0,0,0,0.323838572307065,0,0,0,0.0299105267768804,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0604061805116523,0,0.19530644567968,0,0.204829220085408,0.0614321179479238,0,0,0.0216667156310034,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172517945794894,0,0.474560371391539,0,0.0829478681543662,-0.0722668169120191,0,0,0,0.0797028885205778,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165378223075509,0,0,0.0667652386143285,0,0,0,-0.0236981615257974,0,0,0,0.181090654762804,0,0,0.0221192540261915
X000001.CH.EQUITY,0,0.0353118582103987,0,0,0,0.579616837594246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175522760047971,0,0.229347026546135,0.0702243419541268,0.0427183340276136,0,0,-0.256959227384177,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0.00657186654218705,0,0,0,-0.0129656900543977,0
X000002.CH.EQUITY,0,0,0,-0.400529898890725,0.0217384205242732,0,0,0,0.261813662459247,0,0,0,0,0,0,0,0,0,0,0,0,0.13830603167416,0,0,0,-0.00471097663011496,0,0,0,0,0.068265539216466,0,0,0,0,0.21515797135081,0.0123693025065514,-0.0728717546609177,0,0,0,0.174879678959414,0,-0.0294699445498521,0,0,0,0,0,0,0,0.157494858546598,3.46944695195361e-18
X601328.CH.EQUITY,0,0,0.0350057786831861,0,0,0.00580064647846494,0.113192120391626,0,0,0.0525395288295408,0.164725901060426,0,0,0.0193883184832143,0,0,0.138218340499298,0,0.119385344239081,0,0,0,0,0,0,0,0,0,0.0349256225871559,0,0,0,0.235305663737173,0,0,0,0.066173075516777,0,0,0,0,0,0,0,0,0,0,0.0100328352995027,0,0.0295205444915752,0,0,0
X601601.CH.EQUITY,0,0.435519409166808,0,0.123094506129587,0,0,0,-0.0325971192177784,0,0,0,0.129748472376393,0,0,0,0,0,0,0,0.263988166350752,0,0,0,0,0,0,0,0,0,0,-0.144599471807381,0,0,0,0.188553847631345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000875690734535771,0
X601066.CH.EQUITY,0,0,0.0156670005750593,0,0,0,0,0.0083624942397568,0,0,0,0,0.708209102854172,0,0.0918524193321146,0,-0.0184690312399267,0,0,-0.153687788898952,0,0,0,0.079353769314998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151772208043398,0,0,0,0,0,0.0287727075845477,0,0,0,-0.0161437032106401,0,-0.0769625153094469,0,0
X600000.CH.EQUITY,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.390092863854009,0,0,0,0,0.328357192236363,0,0,0,0,0.15809252098765,0,0,-0.0433587432221477,0,-0.200577710403899,0,0,0,0,0,0,0,0,0,0,0,0,-0.00768627434786909,0,0,0,0.546039833538054,0,0,0,0,0,0.273243810618323,0,0,0.0407347914379528,0
X601319.CH.EQUITY,0,0,0,0.0632197525228098,0,0,0,0,0,0,0,0,0,0.307300095400492,0,0.0373362773512757,0.0377930696384682,0,0,0,0,0,0,-0.00383754416930907,0,0,0,0,0.269877810755787,0.187320668463429,-0.0332408019675806,0,0,0,0,0,0,0,0,-0.0462320540269922,0,0,0,0,0,0,0,0,-0.0196989088644576,0,0,-0.0236800890706738,0
X16.HK.EQUITY,0,0,0,0,0,0,0.0471978184977959,-0.173324050913587,0,0,0,0,0,0,0,0,0,-0.055493165236716,0,0,0,0,0,0,0,0,0,0,-0.11054682317345,0,-0.0615104529080983,0.36554033767859,0,0,0,0,0,0,-0.0426171454567704,0,0,0,0.0201616279934997,0.156566353216113,0,0.201091190400463,0,0,0,0,0.28061009729377,0,0.0609295097658129
X600016.CH.EQUITY,0.0186729331483292,0,0,0.0994512169180051,0,0,0,-0.0385469771711637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257887740720098,0,3.46944695195361e-18,0.132056127713919,0,0,0.302073845326919,0,0.00617440333171252,0.111057399766532,0,0,0,0,0.0889551007744182,0,0,0,0,0,0,0,0.03901238405528,0,0,0.0327177603312483,0,0,0,0,0
X601998.CH.EQUITY,0,0,0.20522880235631,0,0,0,0,0,0,0,0.193295576269077,0,0,0,0,0.3936606805443,0,0.0574412687820513,0,0,0,0.0401705252123522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0521067629185554,0.20314679711972,0,0,0,0,0,-0.0698896512725212,0.0478323375386537,0
X1109.HK.EQUITY,0,0,0,0.161361204164785,0,0,0,0.0767071975404389,0,0,0,0,0,0,0,0,0.125657181614202,0,0,0,0.232408387809906,0,0,0,0,0,0,0,0.0460829129311556,0,0,0.0865826347848843,0,0,0,0,0.132305743396151,0,0,0,0,0,0,0,0,0,0,0,-0.0677345084969255,0,0,0,0
X300059.CH.EQUITY,0,0,0,0.0895393662332168,0,0,0,0,0,0,0,0,0,0,-0.0327226154132057,-0.0240803564816733,0,0,0,0,0,0,0,0,0,0,0,0,-0.0359413372131417,0,-0.0107889952429717,0,0.254446154241612,0,0.00457284825261585,0,0,0,0,0,0.0250917445062674,0,0,0.0148420412687017,0,-0.017542489449115,0,0,0,0.506061556818107,0,0.0204340331696202,0
X002142.CH.EQUITY,0,0,0,0,0,0.723352126015806,0.077787110160823,-0.22524320483334,0,0,0,0,0,0.150925550379991,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,-0.200485680329364,0,0,0,0,0,0,0,0.0266811217207877,0,0,0.017565891997418,0,0,0,0,0
X2388.HK.EQUITY,0,0,0.0189088739009,0,0,0,0,0,0.333664060073352,0.177612331507181,0.389225179844749,0,-0.00772429289727869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.092145481546251,0,0,-0.123449911414624,-0.488377509658164,0,0.266104614862762,0,0,0.101248559982161,0,0.00868259017989592,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,-0.0432509135001466
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0.41303007351928,0,-0.110304546944493,0,0,0.172132748619597,0.128239233893911,0,0,0.0751448312116938,0,-0.0442638482784574,0,0,0,0.00416272087675647,0,0,0.370250536263058,0,0,0,0.0605994850458808,0,0,0,-0.235613221331573,0.0315463046616456,0,0,0,0,0,0,0,0,0,0,0.0922688976201702,0,0,0,-0.00834529386813205,0,0.0326320071158367
