,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.318926418169438,0.068718246526176,0.0831520247712513,0,0,0,0,0,0,0.185581950188137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10606020986661,0.0167922688847019,0,0,0,0,0,0,0,0,0,0,0,0,0.0322590941545295,0,0,0,0,0,0,0.139791771364433,0,0
X601939.CH.EQUITY,0.458111773883969,0,0,0.15143514312425,0,0,0,0,0,0,0.112365243587233,0,0,0.0297395644169943,-0.110090922805013,0,0,0,0,0,0,0,0,0,0,0.189835014253134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00768410513355757,0.0897105387761589,-0.00582969158631646,0,0
X601318.CH.EQUITY,0,0,0,0,0.254234608050169,0.0232845565594682,0,0,0,0,0,0.259787052645702,0,0,0,0,0,0,0,0.204294674986892,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343620488259646,0,0,0,0,0.0616778502678206,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.295766996710767,0.0948027893765372,0,0,0.175306371208488,0,0,0,0,0,0,0,0,0.189295083783024,0,0,0,0,0,0,0,0.0473632951287348,0,0,0,0,0,0,0,0,0,0,0,0.123177989601223,0,0,0,0,0,0,0,0,0.000563697037114887,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.403125357248198,0,0,0,0,0,0.236496964163307,0,0,0,0,0,0.219637596653304,0,0.135297931271981,0,0,0,0,0,0,0,0,0,0.0633446778622447,0,-6.93889390390723e-18,0,0,0,0,0,0,-0.510302651494861,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.250489550280051,-0.0772016496763354
X600036.CH.EQUITY,0,0.0582900280821024,0,0,0,0,0,0,0,0,0,0.192247499461449,0,0,0,0,0,0,0,0.281951223933931,0,0.00990642837222185,0,0,0,0,0,0,0,0,0,0.278378000836872,0,0,0,0,0,0,0,0,0.0691289099582023,0.0482479181260956,0,0.0176996791765365,0,0,0,0.100064856120608,0,0,0,0,0
X1299.HK.EQUITY,0,1.38777878078145e-17,-4.33680868994202e-19,0,0,0,0,0,0.1172069400187,0,0.0813587395303368,0,0,0.13660355556571,0,0,0.328305226121854,0,0,0,0,0,0.118031723572328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162798311926402,0,0.0561899732983275,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0918513408478372,0,0,-0.132628333503913,0,0,0,0,-0.444897986813926,0.627270802458586,0,0.0576664474916243,0.684640671444253,0,0,0.0905568770030985,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302610869222885,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0992408539340571,0,0,0,0,-8.67361737988404e-19,0,0.370084008950845,0.0329624556441103,0,0.104336235887795,0.0077378722967037,0,0,0,0,0,0,0,0,0,0,0.150815695789754,0,0,0,0,0,0.100393829512521,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.174461306568692,0.0644226757315271,0
X601658.CH.Equity,0,0,0,0,0.301775514832201,0,0,0,0,0,0,0,0,0.238287740096002,0,0,0,0,0,0,0.226743502213019,0,0,0,0,0,0,0,0.0711374974004092,0,0,0,0,0,0,0,0.00587298919041828,0.112652640701174,0,0,0,0,0,0,0,0,0,0,0,0.230682410160091,0,0,0
X601328.CH.EQUITY,0.235840920236404,0,0,0.378675849474114,0,0,0,0,0,-0.0178066144656166,0,0,1.73472347597681e-18,0,0,0.177590778197265,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137605956992016,0.0205505117227828,0,0.057711417391188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0685706138464659,0,0.034343811645562,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.423314619932477,0,0,0,0,0.0548625550042167,0,0,0,0,0,0,0.0543420377520376,0,0,0,0,0,0,0,0,0,0,0,0.233892354235706,0.00517532519738061,0,0,0,0,0,0,0,0,0,0,0,0.0214361002544466,0.0333153226732621,0,0,0,0.0566328200917143,0,0.103444345898456,0,0,0
X388.HK.EQUITY,0,0,0.428579503966284,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0881871049848319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455441129812289,0,-1.73472347597681e-18,0,0,0,0,0,2.16840434497101e-19,0,0,0.00596464924726688,0.00137053905476292,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.143531292642611,0,0,0.122190233900515,0,0,0,0,0,0,0,0.289447993630672,0,0,0,0,0,0,0,0,0.0497792965470276,0,0,0,0,0,0,0,0.152981267118956,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245374698189933,0.00162133680591508,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0232110594303886,0,0,0,0.324136737391911,0,0,0.428905224096845,0.0199318351880482,0,0.0568185291325125,0.119811297578997,0,0,0,0,0,0,0,0,0,0.0224450456010272,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0513068849978873,0,0,0,0,0,0,0,0,0,0,0,0.276126657238238,0,0,0,0,0,0,0.0197939520837057,0,0.244461393834182,0,0.211752389780544,0.0439116420568718,0,0.0514435041850466,0.0898895063632731,0,0,0.0262946933615929,0,0,0,0,0,0,0,0.00326172995057415,0,0.0294550354421427
