,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X300059.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.0193178853547223,0,0.164863619062766,0,0,0.110456616227273,0,0.246171795772262,0,0,0,0,0,0.189958722304311,0,0,0,0,0,0,0,0,0,0,0,0,0.0424136587308651,0,0.137890508581326,0,0,0,0,0,0,0.0288841889249721,0,0,0,0,0,0,0,0,0,0,0.0491186649149086,0,0.00614953289058777,0,0,0
X601318.CH.EQUITY,0.127350944533941,0,0,0,0,0,0,0,0.309005465599155,0,0,0,0,0,0,0,0.3080092400798,0,0.0389564668032924,0,0,0,0,0,0,0,0,0.00858772634245771,0,0.0151623298476519,-0.0962278912497448,0,0,0,0,0.0605408304828891,0,0,0,0,0.128768510454342,0,0,0.0695532935110432,0,0,0.0201956017186752,0,0,0.0411397325203518,0,0,0
X601939.CH.EQUITY,0.269218824988149,0,0,0,0,0,0,0,0,0,0,0,0,0.413715965146766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19190696419381,0,0,0.108131856119745,0,0,0.00677760976006341,0,0,0,0,0.00386199480026672,0,0,0,0,0,0
X601288.CH.EQUITY,0.352854755190193,0,0,0,0,0.499087045555747,0.00603683087866618,0,0,0,0,0.0101278766236116,0,0,0.038808019440487,2.16840434497101e-19,0,0,0,0,0,-0.0328396654899051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194980277003566,0,0,0,0,0.0900848954660285,0,0,0.00900523940618472,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.0298362275069279,0,0,0,0,0.220377239137528,0,0,0,0,0,0,0,0,0,0.406737953289067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202182524223828,0,0,0,0,0,0,0,0,0,0,0,-0.304315389551132,0.158888353546795,0,-0.0743164788899272
X601988.CH.EQUITY,0,0.0659487582374901,0,0,0,0,0,0,0.0804544190026605,0,0,0,0,0.0117595602156612,0,0,0,0.219522804512976,0.127635577634073,0,0,0,0,0.298486347958085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138606385846748,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.0818993285446638,0,0,0,0.282130709649048,0,0,0,0,0.190722156427792,0,0,0,0,0,0,0,0,0,0,0.0643405665048558,0,0.177037210821405,0,0.124811199945691,0,0,0,0.0061248299535297,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0643115046550387,0,0,0.0169845352495211
X1299.HK.EQUITY,0,0,0,0,0,0,0.138198038081033,0,0,0,0,0,0,0,0.375929885674027,0,0,0,0.178680564051142,0.225346581240484,0,0,0,0,0,0.0107567079942337,0,0,0.278208273942942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497821014638544,0,0,0,0,0,0
X601628.CH.EQUITY,0.389599500493037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124214001961409,0.110024555218977,0,0,0,0,0,0.142415660923954,0,-0.0222459600994796,0,0,0,0,0.216679727103981,0,0,0.129658704276759,0,-0.0279303457834958,0,0,0,0,0.0495832819200952,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217426555964945,-0.181189543315065,0,0,0,0,0,0,0,0,-0.382929914740567,0.732840553200606,0,0,0,0,-0.395696117076548,0.434642352649685,0,0,0,0,-0.268329353991373
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.719099458855858,0,0,0,0,0,0,0,0,0,0.138347096313137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0631432108209691,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0.324950470709916,0,0,0,0,0,0,0,0,0,0,0,0.0273478211630859,0,0,0,0,0,0,0.111967705181575,0,0,0,0.441288966869682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113963719466655,0,-0.0991243281989903,0.03606301250656,0,0.0405764645005211,-0.000416376693093484,0.0478895209664343,0.130243777064651
X000002.CH.EQUITY,0,0,0,0.126571500415932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323534875222349,0,0,0,0.568425913674225,0,0,0,0,0.0174946938075803,0,0,0.0968349214366169,0,0,0,-0.0668908595020152,0,0,0,0,0,0,0,0.035349423104433,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.347106070132362,0.00797543991423006,0,0,0,0,0.171270164311803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300982273736423,0,0,0,0,0.0967350052150824,0.0755107972104007,0,0.178989843641175,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0.0416827240247159,0,0,0,0.0921494077577894,0.028143275123389,0,0,0,0,0,0,0.122362797237715,0,8.67361737988404e-19,0,0,0,0.0557652584393927,0.355902143164342,0,0,0,0.0210021189919146,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0950434050615615,0,0,0,0,0,0,0.0462107833473202,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0.0867835415018433,0,0,0,0,0,-0.121325571776961,0,0,0,0,0,0,0,0,0.0906348892308743,0,0,0,0.129166351077924,0,0,0,0,0,0,0,0.00790895652159048,0.00595744491833676,0,0.274716340188392,0,0,0,0.0364949480925059,0,0,0,0,0,0.176049998686836,0,0,0,0,0.165065498167833,0,0,0,0
