,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X300059.CH.EQUITY,X601211.CH.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600999.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.169812573575611,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0.144785714370948,0,0,0,0,0,0,0,0.0557261920006714,0,0,0,0,0.221597697708621,0,0,-0.0367335665969646,0,0,0,0,0,0,0,0,0,0,0.130432638427154,0,-0.200552267115806,0.132148758080907,0,0.00289426449819738,-0.143957336840896,0
X601939.CH.EQUITY,0.131641244738307,0,0,0.207069542150654,0,0,0,0,0,0,0,0.022214571187195,0,0.3269120414969,-0.0194059279764064,0,0,-0.0594406381781073,0,0,0,0,-0.0695160811089729,0,0,0.0712091219085416,0,0,-0.0858208954800396,0,0,0,0,0,0,0,0,0,0,0,0,0.0786155463928557,0,0,0,0,0.154033379203232,0,0.151515411919409,0,-0.0318138617468581,0.152566228965065,0
X601318.CH.EQUITY,0,0,0,0,0.123418334080734,0.255997665079321,0,0,0,0,0,0,0,0,0,0,0.114293722288578,0,0,0,0,0,0.131233690414377,0,0,0,0,0.0109660719567594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267366523136172,0,0,0,0.122223807606793,0,0,0,0,0
X601288.CH.EQUITY,0,0.453626726017389,0,0,0.0332305383062091,0,0,0,0,0,0,0,0.0144561525009024,0.152122447848536,0,0,0,0,0,0,0,0.229220591716762,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147451975015771,0,0,0,0,0,0,-0.0847580483879831,0,0,0,3.46944695195361e-18,-0.098755054605815,0,0,-0.00549264568800134,0,0
X601988.CH.EQUITY,0,0,0,0.432229937330432,0,0,0,0,0,0.211523319442298,0,0,0,0,0.0511453072022699,0.294394623775576,0,0,0.164704869989083,0,0,0,0,0,-0.0227084113174212,0,0,0,0,0,0,0,0,0,0,0,0,-0.472646695260812,0,0,0,0,0.201581264999522,0,0,0,0,0,0,0,0,0.39113059553193,0
X600036.CH.EQUITY,0,0.161347447048518,0,0,0,0,0,0.122198605061721,0,0,0,0,0.210936613791374,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.106407022852981,0,0,0,0,0,0,0,0,0.308807288887386,0.047705961351895,-0.0369680391587694,0,0,0,0,0,0,0.0592974810760058,0,0,0,0,0,0,0,2.16840434497101e-19,0,0.0205470837648801,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0.176816739994215,0,0,0,0.0507472906355893,0,-8.67361737988404e-19,0,0,0.117589072740113,0,0.031849379097066,0,0,0,0,0,0.0868931618898164,0,0,0,0.144373857806219,0,0.0438499778827323,0,0,0,0,0,0,0,0,0,0.313534066211072,0.07105533917536,0,0,0,0,0,0,-2.71050543121376e-20,0,0.0121046269045441,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.370531793044763,0.0579493684749668,0,0,0,-0.115905071209984,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0787504055591586,-0.0233275134939955,0,0,0,0,0,0,0.0827027518295591,0,0,0,0,0,0,0,0.0672877449819033,0.142771643125601,-0.0040649339016537,0.0603037379002268,0,0,0,0,1.73472347597681e-18,0,0,0.0192434510431593,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0600937964524509,0,-0.148037541423547,0.0317915620517836,0,0,0,0,0,-0.40688646047777,0.777670184788915,0.149323313511483,0,0.619339609393723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088944887438209,0,0,0,0,0
X601658.CH.Equity,0,0.0984775275179712,0,0.165590634130516,0,0,0,0,0,0,-0.0535709100421655,0,0,0,0,0,0,0,0.021628279858198,0.326010998150769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0958082980464278,0.193506439329782,0,0,0,-0.0324915750948013,0,0,0,0,0.0281867775135019,0,0,0,0,0
