,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.0272315482930092,0,0.205645793554063,0.0400460524387145,0.0161742243503956,0,0,0,0,0,0,0,0,0,0,0.208683558848381,0,0,0,0,0,0.00102011976515196,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0.0243168758807907,0,0,0,0,0.0651489000555595,0,0,0,0,0,0.113116401995365,0,-0.0412776329771165,0,0
X601318.CH.EQUITY,0,0,0.0183476327878175,0.0769315917288074,0,0,0,0,0.149315101378538,0,0.0488211586810507,0,0.136010595040495,0,0,0.0276490413535706,0,0.0932312409449097,0,0.222393629872248,0,0,0,0,0,0,0,0.0455560465513024,0,0,0,0.1059744502656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102411987715218,0
X601939.CH.EQUITY,0,0,0,0,0.122889051815292,0,0,0,0,0,0.0937465643773127,0,0,0,0,0,0,0,0,0,0.00266101906231867,0,0,0.567994455175055,0,0.165266037442397,0,0.125910575412662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00594793105370291,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.11114376775276,0,0,0,0,0.232477357940512,0,0,0,0,-0.00783312078829895,0.215695997252256,0,0.168529220981149,0,0,0,0.0228385010439969,0,0,0,0.246523685208426,0.151949077142462,0,0,0,0,8.67361737988404e-19,0.0148526317115402,0,0,0,0,0,0,0,0,0,0.0731420144463097,0.0310615244740032,0,0,0,0,0.00622189707973617,0,0,0,0,-0.0714706699042979,0,0
X601288.CH.EQUITY,0.046018944218682,0.153147100222468,0.0415229803449965,0,0,0.0972878282702141,0,0.434734655830489,0,0,0,0,0,0,0,0.0115893448408555,0,0,0,0,0,0,0,0,0,0,0,0,0.103605888121913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333776292362741,0,0,0,-0.0787936508327391,0
X601628.CH.EQUITY,0,0,0,0,0.113800488803016,0,0,0,0,0,0.00597120087941715,0.0328413072361816,0,0,-0.08155110959872,0.0145046330197663,0,0,0,0,-0.0345794726471585,0.0277719997635303,0,0,0,0,0,-0.0858720430095789,0,0.0119854618587343,0,0,0,0.0589710377395785,0.624759390859289,0,0,0,0,0,0,0,0,0,0,0,0,0.167676981348502,0,0,0,0.247106852521866,0
X1299.HK.EQUITY,0,0,-0.0733269686908561,0.0175788578741728,0,0,0,0,0,0,0,0.12058643854304,0,0,0,0,0,0,0,0,0.179652468539541,0,0,0,0,0,0.170186872861922,0,0,0,0,0,0,0,0,0,0,0.0689887431720208,0,0.168018585094642,0.0103033393595817,0,0.0405202805996777,0,0.112589129321955,0.0542457338194755,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.132312162043562,0.730920126325981,0,0,0,0,0,0,0,0.029798838452673,0,0,0,0.0184666811774388,0,0,0,0.0809245288213806,0,0.199843301270808,0,0,0,0,-0.0347535225182383,0,0,-0.134671400499101,0.125870747923762,0.0352398459277735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00860226352706683,0
X5.HK.EQUITY,0,0,0,0,0,0.00955712624152968,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13038214064755,0,0,0,0,0.0847270439723955,0,0.179549667071423,0.0154760180172604,0,0,0,0,0,0,0,0,0,0,0,0.337377576714012,0,0,0,0,0,0.149625618481936,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0836015713517068,0.0410318643448249,0,0.0375804877423482,0,0,0,0,0.0373185030554992,0,0.123605908393972,0,0.0446517985145582,0,0,0,0,0,0,0,0.157405919458676,0,0,0,0,0,0.391817566488829,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0.270483451986708,0,0,0,-0.126657741865357,0.193401953734626,0,0,0.245018993992724,0,0,0.165475828060999,0.368977880774403,0,0,0,0,0.179729717284622,0,0,0,0,-0.0938478335429191,0,0,0,-0.420903659239821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0225326833845723
X388.HK.EQUITY,0,0,-0.0347155513321691,-0.109930831641285,0,0,0.131646233777374,0,0,0,0,0,0,0,0,-0.127920770686225,0,0,0,0,-0.110929204551449,0.545177797505054,0,0,0,0,0.177946031923264,0,0,0,0,0,-0.0307403534783274,0,0,0,0,0,0.0954378347996576,0,0,0.133816061587106,0.029688826827191,0,0,0,0,0,0,0,0.12302555680784,0,0
