,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.0178485245240246,0,0.0061149538753292,0,0,0,0,0,0,0,0.466483696497667,0,0,0,-0.0967708671987812,0,0,0,0,0,0,0,0,0,0,0,0,0.0504040053485846,0,0,0,0,0,0.0621711935403471,0,0,0.0893597846858462,0,0,0,0,0.209519680765751,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,-0.0154066784694318,0,0.0165324002688345,0,0,0.112997958422847,0,0.180503872801376,0,-3.46944695195361e-18,-0.0572881061591087,0.203688050468571,0.0568250764623422,0,0,0,0,0,0,-0.139267944387926,0,0,0,0,0,0,0,0,0,0,0,0.186175930710714,0,0,0,0,-0.287137338248238,0.384384184014439,0,0.259640251131047,0,0.238252381603818,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.111969439923147,0,0,0.290663999306688,0,0.225573792308479,0,-0.0426619900157038,0,0,0.0460652152507995,0,0,0,0.113566459562551,0,0,0,0,0,0,0,0.0803868186830533,0,0,-0.00607067075667615,0,0,0,0,0,0,0,0,0,0,0,-0.116467981255162,0,0.384088818525622,0,-0.0510699757425584,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.265222964268904,0,0.227945302539457,0,0.129896450595595,0.283192980761242,0,0,0,-0.163840968655186,0,0,0,0,0,0,1.38777878078145e-17,0,0,0.0857107796252565,0,0,0,-0.177085376499888,0,0,-0.0205555568834844,0,0,0,0,0,0,0,0,0,0,0,0,0.15402917802348,0,0,0,0,0,0,0,0,0,0,0,0,-0.00157018413412383
X5.HK.EQUITY,0,0,0.0379733063064358,0.207097612892282,0,0.145183104157875,0,-0.359510468250348,0,0,0,0,0.0653294805359856,0,0,0,0,0,0,0,0,0.388113769988639,0,0,0,0.453098211646125,0,0,0,0,0,0,0.0710299669781282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186292955508988,-0.0894908601737468,0,0,0,0
X601988.CH.EQUITY,0.223589433833983,0.0849465681643396,0.32727673634178,0,0,0,0,0,0.116273371300845,0,0,0.145496010753965,0,-0.225196983030101,0,0,0,-0.110876796348148,0,0,0,0,0,0.143273737803627,0.0805891936235633,0,0,0.133240224018036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323471429609065,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0794334240207827,-0.0311389784532444,0,0.0682746934149697,0,-0.0370763881505053,0.0313957979334056,0,0.339350294238305,0,0.251238614644725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441683072330123,0.0109826114467423,0,0.0634115729699969,0,0,0,0.0843157406245337,0,0,0.156721782297428,0,0,0,0,0,0,0.0674908487766579,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0718777499536465,0,0,-0.0225480794300077,0,0.0286340835702781,0,0,0,0.312754640033009,0,0.126982194624728,0,0,0,0,0,0.151993619594426,0,0,0,0,0,0,0,0,0,0.0419401485101765,0,0,0,0,0.101664052865977,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0535758654194409,0.364999672996731,0,0,0.182336914225646,0,0,0,0,0.0778901567402525,0,-0.16056789607185,0,0,0,0.036196338280066,0,0.0660724994942807,0,0,0,-0.116281213520849,0,0,0,0,0,0.0923944401560202,0,0,0,0.0511523887433112,0,0,0,0,0,-0.127535841048098,0,0,0,0,0.0477711768345888,0,0,0,0.0802502103747261,0.205992154541258,0,0,-8.67361737988404e-19,0.0921682127045543,0.152588043344887
X601658.CH.Equity,0,0,0,0,0,0,-0.271733443711683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571814706592205,0,0,0.254199125085917,0,0,0,0,0,0,0.0823727367538827,-0.346433896984484,0.237588007420956,0,0,0,0,0,0,0,0,0,0,-0.0286039008166447,0,-0.180122662823486,0,0,-0.512366508180491
