,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,-3.46944695195361e-18,0,0,0,0,0,0,-0.137604422744936,0,0,0,0,0,0,0,0,0,0,-0.0977190527542713,0.434735785840488,0,0.688275867687358,0,0.0393170919999927,0,-0.12770663859314,0,0,-0.0822677639593247,0,0.103752850602834,0,0,0,0,-0.135510275337568,0,-0.339563622149406,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,-3.46944695195361e-18,0,0.131378709435497,0,0,0,0,0,0,0,0,0,0,0.0387947864369989,0,0,0.326021270007376,0,0,0,0,0,0,0,0,0,0.121119340337276,0,0,0,0,0,0,0.200686633837303,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0206721164994845,0.141539742881255,0
X601939.CH.EQUITY,0,0,0,0.803161570713853,0.00227443127276326,0.0015102601539573,0.0154962375364254,0,0,0,0,0,0.0107514210655484,0,0,0,0,0,0.0520839362918558,0,0,0,0,0,0,0,0,0,0,0,0,0.0897125112174141,0.041854017339256,0,0,0,0,0,0,0,0,0,0,0,0.032069742130029,0,0,0.037912863680642,0,0,0,0.0144995820610841,0
X601288.CH.EQUITY,0,0,0.920376910309236,0,0,0,-0.0678085396913718,0,0,0,0,0,0,0,0,0,0,0.116121264174705,0,0,0,0,0,0,0,-0.0148005494316262,0.0589174085475155,0,0,0,0,0,0,0,0,0,0,-0.103995663926122,0,0,0,0,0,0,0,0,0,0,0,0,-0.0483988267768329,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,-0.116715373143741,0,0,0,0,0,1.16070365227097,0,0,0,0,0,0,-0.125305557824368,-0.0110694016844688,0,0,0.082176532083331,0,0,0.0613520399238878,0,0,0,0,0,-0.218643821360846,0,0,-0.252648569216216,0,0,0,0,0,0.0416706485360551,0,0.0878627270899567,0,0,0,0,0,0,0,0.190020905518244,0
X600036.CH.EQUITY,0,0,0.377509200421671,0,0,0,0,0,0.00173229977386684,-4.33680868994202e-19,0,0,0,0,0,0.14145686386915,0,0,0,0.0068831873302298,0,0,0,0,0,0,0.194232819515959,0,0.0164337255948236,0,0,0,0.188126925025752,0,0,0,0,0,0,0,0,0,0,0.0311821527892882,0,0,0,0,0,0,0,0,0.0135567895053342
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.708645418334888,0,0,0,0,0.102298089726369,0,0,0,0,0,0.111117358782872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0650386798638162,0,0,0,0,0,0.0898391344445721,0.158529973366047,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0228696497219428,0,0,0,0,0,0,0,0,0.207737408844784,0,0,-0.191743873757128,0,0,0.139756994090148,0,0.0154273027037256,0,0.290956768883671,0,0,0.115071725061076,0,0,0,0,0,0,0,0,0,0,0,0.383787873529988,0,0.0152145940652324,0,0.15343410971834,0.116971027649144,0.111229731227829,0
X5.HK.EQUITY,0,0,0,0,0,0,-0.0846568790099039,0,0,0,0,0,0,0,0.165763392089989,0,0,0,0,0,0,0.204679142337915,0,0,0.238525676363812,0,0.191064769408002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133309652468549,0,0,-0.0587872326558024,0,0,0,0,0,0.136811230537348,-0.0505424467522911,0.219921156123604
X388.HK.EQUITY,0,0,0,0,0,0,0.249946309648451,0,0,0,0,0,0,0,0,0,0,0,-0.235437562738601,0,0,0,0,0,0,0.390716746357565,0,0,0,0.0633915254584305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221947795459698,0.036697614024908,0,0.0837229228556562,0,-0.220979015222121,-0.0713958174031413,0.028039756256572,0
X601658.CH.Equity,0,0,0,0.220341041315462,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.290426269234128,0,0.00715373934356672,-0.0681477476724471,0,0,0,0,-0.0428839806206029,0,0,0,0,0.0529432701364556,0,0,0,0,0,0,0,0,0,0,0,0.289852861416441,0,0,0,0,0,0,0,8.67361737988404e-19,0,-0.0062594587672109
X600030.CH.EQUITY,0,0,0,0,0,0,0.159298397037908,0,0,0.0140693227265037,0,0,0,0.0296388339682867,0,0,0.0764799692538998,0,0,0,0,0,0,0,0,0,0,0,0.107897296790188,0,0,0,0,0.661627353191223,0,0,0,0,0,-0.0298934608196745,0,0,0,0.0128859209338985,0.0118466185998912,-0.0210914143198526,0.00472045272645279,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0.549456161860073,0,0,0,0,0.00140249763971086,0.0737503516986909,0,0,0,0.0513768450282181,0.0885776453563332,0,0,0.0157818323887236,0,0,0,0.0412463481096112,0.0351434207201024,0,0.098010838324351,0,0,0,0,0,0.0611766631115103,0.0296347471518031,0,0,0,0,0,0,0,0,0,0,0,-0.0299551235301016,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0.212811908241771,0.010563822894304,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327559132823801,0,0,0,0.00467891691771609,0,0,0,0,0,0,0,0,0,0,0.025938765617151,0,0,0,0,0,0.248330237422045,0,0,0.0473502645466477,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.200179793545908,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0.112261650372865,0,0,0,0.029635384396215,0,-6.7762635780344e-21,-0.0108417579423197,0,0,0.070077381104778,0,0.0592915688170239,0.0672672296418026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149795729442954,0,0,0,0,-0.0408536331810041,0
X600000.CH.EQUITY,0,0,0.209388460580612,0.133377513333568,0,0,0,0,0,-0.0407501865766897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106846174461449,0,0,0,0,0,0.170854052323566,0,-0.0557624330042123,0,0,0,0.673517402488406,0,0.246400158223861,0,0,0,0,0,0,0,0,0,0.198469194687139,0,0.0176051599226525,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.314177149752084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186554366204581,0,0,0,0,0,0.0259077310829936,0,0,0,-0.0299902034158731,0.3149629848301,0,0.0684346202232746,0.0774571152798583,0,0,0.0330080457469516,0,0,0,0.0649223992734302,0,0,0.0143814186396789,0
X601319.CH.EQUITY,0,0,0,0.166964735555699,0,0,0,0,0,-0.0135746692119873,0,0,0,0.0068094605180172,0.161940783635721,0.0070568208487115,0,0,0,0.121934662988982,0,0,0,0.0280128862098745,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00145417504654075,0,0,0.319333463700462,0.0846652535184025,0,0,0,0,0,0,0.097820002638301,0,-0.0627387417845107,0,-0.0789876355058085
X000001.CH.EQUITY,0,0.127553715300058,0,0,0.064083894488182,0.169719806152245,0,0,0.0737526221377576,0,0,0,0.0382309918995835,0,0,0.111053090398045,0,0,0,0.0397647019941911,0.098688634769844,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.131437792201085,0,0,0,0.0698477710724293,0.0433733586312821,0,0,0,0.00274934378917451,0,0,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.792414231240753,0,0,0,0,0,0,0.0225396852984238,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.0426375375275876,0,0,0.161106422418031,0,0,0,0,0,0,0,0,0,0,0,0.0387020206450425,0,0,0,0,0.0907801181108258,0,0,-0.0993916284754508,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0.0998663325389102,0.240791784312921,0,0,0,0,0,0,0,0.0467002504972753,0,0,0,0,0.0743317108494537,0,0,0.208763964273888,0,0.117283610280843,0,0,0,0.0612593783121477,0,0,0,0,0.0369495546117406,0,0,0,0,0,0,0.0207421411915733,0,-0.0764119122377244,0.113305178134522,0,0,0,0,0,0,-0.0824153074962395
X688.HK.EQUITY,0.14921922224764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,-0.137774223593047,0,0,0.617398553884749,0.0876968126516892,0,0,0,0,0,0,0,0,0,0,0,0.0530176144887096,0,-0.0102533665777677,0,0,0.240616118029913,0,0.180095664237125,0,0,-0.0125959639404975
X600016.CH.EQUITY,0,0,0,0.00287909900171407,0,0,0,0,0,0,0,0,0.192985857893741,0.128428811170171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00779584885449404,0,0.272384463898911,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.304224761185989,-0.00323027125764117,0.302747767765746,0,0,0,0.0877286122162956
X601998.CH.EQUITY,0.218570514542841,0,0,0,0.171035151234744,-0.0450527161614287,0,0,0,0,0,0,0.431186936194064,0,0,0,-0.0102353012967128,0,0,0,0,0.00589935396660876,0,0,0,0,0,0,0,0,0,0,-0.0614808972405408,0,0,0.0247245111253023,0,0,0,0,0,0,0,0,0,0.103945918316474,0,0,0.268907252557506,-0.0178417885487418,-0.155343706347849,0.104044629430227,0
X11.HK.EQUITY,-0.119635720535269,0,0,0,0,0,0.1377055115497,0,0.321271305521806,-0.120561280999572,0,0,0,0,0,-0.0652187787686153,0,0,0,0.0135438329126415,0.252668766399929,0,0,0,0,0,0.187190191077987,0,0,0,0,0,0.104123247994898,0,0,0,0.0173390015699149,0,0.0328577891058107,0,0,0,0,0,0,0,0,0.0634658233814999,0,0,0.0616156559898736,0.0154012516147973,0
X1109.HK.EQUITY,0,0,0,0,0.0465625224127917,0.226751757158609,0,0,0.354514864540805,0.0151419808303342,0,0,0,0,0,0,0,0,0,0,0,0,0.0281386241095247,0,0,0,0,-0.0404452482344567,0,0,0,0,0.200057869890156,0,0,0.355464713660688,0,0,0,0,0,0,0,0,0,0,0,-0.0839046019052093,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0.0450704428411847,0,0,-0.0325422224423404,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.122972583150343,0,0,0,0.280657937966828,0,0,0,0,0.0100557152132853,0,0,0,0,0,1.73472347597681e-18,0,0,0.114540765199748,-1.73472347597681e-18,0,0,0,0.0338956367283125,0.00398423528747772,0.487146225659013,0,0,0,0,0,0,0
