,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X300059.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X1113.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.253193245272086,0.0647582497733239,-2.16840434497101e-19,0,0,0.342232152564465,0,0,0,0.13055953652775,0,0,0,0.0262865010907689,0,0,0,0,0,0,0,0.119840266877135,0,0.00358786718907248,-0.0118856114346136,0,0,0,0.0349411783705417,0,0,0,0,0,0,0.118739147752726,0,0,0,0,0,0,0,0,0,0,0,-0.00946239085580831,0,0,0
X601318.CH.EQUITY,0,0,0.298159287410563,0,0,0,0,0,0.0783613450704255,0,-6.93889390390723e-18,0,0.00308036825966794,0,0.21489903703964,0,0,0,0,0,0.0214546332178883,0,0,0,0,0,0,0,0.0817314261869888,0,0,0,0,0,0,0.0706508832673959,0,0,0,0,0.0875597643061354,0,0,0,0.0405047203974261,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.410031247409619,0.271117324911124,0,0,0,0,0,0.396733972861831,0,0,0,0,0,0,0,0,0,0,0,-0.0979528892164662,0,0,0.0249860507256419,0,0,0,0,0,0.0907252748847868,-0.0130121835031039,0,0,0.0160835343154616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157055320963641,0,0
X600036.CH.EQUITY,0,0.0880546092407141,0,0,0,0.114427002369205,0,0,0,0,0,-0.0475696898608642,0.0716097751525535,0,0,0.108403279610912,0,0.125706786606941,0,0,0,0,0.42282977471027,0,0.0655579033516025,0,0,0,0.0562243821191192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10074246170737,0.025076763661152,0
X601288.CH.EQUITY,0,0,-1.73472347597681e-18,0,0,0,0.0195008463732147,0.481304581828256,0,-0.0985918141163582,0,0.111665983313904,0,0,0,0,0,0,0,0,0,0,0,0.0805923236626164,0.0574337971018308,0,0,0,0.0681542034661783,0,0,0,0.0543916665121618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0512594802908124,0,0.00891606913279987,0,0,0
X1299.HK.EQUITY,0,0,-0.0476125436251363,0,0,0,0,0,0,0.110364484698995,0,0,0,0,0,0,0,0,0,0,0,0.0368938767064015,0,0,0.133123425916022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136488267575335,0,0.0792121116672687,0.23228805673043,0,0.155192271594903,0,0,0,0,0.238599603141602,0,0,0
X601628.CH.EQUITY,0.14360039277774,0,0,-0.00680175288318497,0,0,0,0,0,0,0,0,-0.0268371316535748,0,1.73472347597681e-18,-0.190420871807408,0,0,0,0.147123965426747,0,0,0,0,0,-0.108633669914224,0,0,0,0,0,0,0,0,0.585024631893816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0765596486785159,0
X601988.CH.EQUITY,0,0,0.0527395848292902,0,0.522269201583224,0,0,0,0,0.0530176647363872,0,0,0.167712520807462,0,0,0,0.0580981555913399,0,0.0728415292409775,0,0,0,0,0,0.107243392468909,0,0,0.0305352587484875,0,0.0473167711541148,0,0,0,0,0,0,0.060000160210052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.222930034965466,0.113753423273833,0,0,0,0,0,0,-0.0742029467276095,0,0,0,-0.214624264370109,0,0,0,0,0,0,0,0,0,0,0.171199100801012,0.0289304788334934,0.185463590510553,0,0,0,0,0,0,0,-0.0318533089506339,0,0,0,0,0,0,0.142414565306603,0,0,0.107003778849453,0,0,0.0262179444315472,0,0,0.102634780932623,-0.177334057716025,0
X388.HK.EQUITY,0,0,6.93889390390723e-18,-0.148515801226659,0,0.340497460585305,0,0,0,0,0,0,0,0,-0.0485375602466099,0,0,0,0,0.289291888679176,0,-0.200594310426707,0,0,0,0,0,0,0,0,0.0360741307021295,0,-0.0934426325875545,0,0,0,0,0,0.0637872094046768,0,0,0,0,0.189008194298316,0,6.93889390390723e-18,-0.0283381957416531,0.0396744045599642,0,0,0.196940403590385,-0.0900741520553711,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0470288359579693,0.173955771199594,0,0,0.135252819735292,0,0,0,0,0,0,0,0,0,0.20225762870476,0.0273594591764754,0,0.375420491873669,0,0,-0.0295232303505181,0,0,0.0101245207594131,0,0,0,0,0.00916628325513545,0,0,0,0,0,0,0,0,0,0,0,-0.0119816366209019,0
X601658.CH.Equity,0,0,0,-0.266171968413751,0.342637342652335,0,0.0297154095740942,0.123789918224599,0,0,0.313164678374927,0,0,0,0,0,0.336514473872302,0,0,0.207899970703904,0,0,0,0,0,0,0,0.0169300461751404,0,0,0,-0.327987265150525,0,0,0,0,0,0.0979002382997914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.083266043944851
X000001.CH.EQUITY,0,0.161145622865857,0,0.0852909846013701,0,0,0,0.23774361378957,0,0,0.370861885510311,0,0,0,0,-0.0419768492530966,0,0,0,0,0,0,0,0,0.166653075535145,0.298323351063264,0,0,0,0,0,0,-0.321403158503048,0,0,0,0,-0.111303354643188,-0.0468491948894604,0,0,-0.00162745384951145,0,0,0,0,0,-0.0522407940260658,0,0,0,0,-0.0613927718290023
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0112912223018973,0,0,0,0,-0.0286731086387507,0,0,0.174765307676972,0.147186133532811,0,0,0,0,0,0,0,0,0,0,0,0.0519308770738152,0,0.296787957655147,0.0489528059894992,0,0,0.0495676361028781,0,0,0,0,0,0.350584444277998,0,0,-8.67361737988404e-19,0,0.00216436148897222,0,0,0,0
