,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601066.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.535393816206831,0,0.0440787128141146,0.031084054188085,0.000340507603854386,0.0344182225494274,0,0,0,0,0,0,0.0370172796620144,0,0,0,0.0248757220109372,0.0740051115293901,0,0,0,0,0,0.114233334631668,0,0,0,0,0,0,0.0143208958957491,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.46808822103136,0,0,0.182013448754676,0,0.112006440905763,0,0,0,0.01673249521408,0.13515779691333,0,0,0,0,0,0,0,0,0,0,0.00112614838264878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00506312206490067,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0950511390891216,0,0,0.105434180034835,0,0,0,0,0,0,0,0.252974715301235,0,0,0,0,0,0,0,0,0.124017955884989,0,0,0,0,0,0,0,0,0,0,0.0180674302609245,0,0.275141865429445,0,0,0,0.0707703461709251,0,0.0150099741610339,0,0,0,0,0,0
X601288.CH.EQUITY,0.325134421192295,0.123391665102976,0,0,0,0,0,-0.0126192159832585,0,0.0779160860014985,0,0,0,0,0,0,0,0.173463180018893,0,0,0.117093185878758,0,0,0,0,0.020977362817911,0,0.111060486281795,0,0,0.0482244243618414,0.00815859694000665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0782518469770786
X5.HK.EQUITY,0,0,0,0,0,0.177114907985327,0,0.174855311822457,0,0,0,0,0,0,0,0,0.408613842160707,-0.208628478191851,0,0,0,0,0,0,0,0.195360379984991,0,0,0,0,0,0,-0.00518915623647411,0,0,0,0,0.0807182907422604,0,0,0,0,0,0,0,-0.683880387825764,0,0,0,0.260523136094532,0,0
X601988.CH.EQUITY,0,0.290069239072088,0,0,0,0,0,0,0.025630938793491,0,0,0,0,0.0712352670093623,0,0,0,0.048457895508618,0,0,0,0,0,0.465707232274428,0,0,0,0,0,0,0,0,0,0,0.101087980290255,0,0,0,0,0.0286995858699598,0,0.0376464723284854,0,0,0,0,0,0,0,0.0464172400840149,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0788905630554269,0,-0.0210443412212047,0,0.125846928591435,0,0,0,0.0289491191121593,0,0,0,0,0,0.365171963329852,0,0.222925494599178,0,0,0,0.0957967654873952,0,0,0,0.0244958724101843,0,0,0,0,0,0,0,0,0.0423376168236799,0,0,0,0,0,0,0,-0.0369920924800992
X1299.HK.EQUITY,0,0,0,0,3.46944695195361e-18,0,0.0370825003965922,0,0,-0.0558676650330049,0,0,0,0.12173803251943,0,0,0,0,-0.0325660640737844,0,0,0.262283130330607,0,0,0,0.0857314573742481,0,0,0,0.00949786829653831,0,0,0,0,-6.93889390390723e-18,0,0,3.46944695195361e-18,0,0,0,0,0,-0.0271551892183654,0,0,0,0.292008758631677,0,0,0.126567770891492,0
X601628.CH.EQUITY,0,0,0,0,0.0247310295150549,0,0,0,0,0,0.195773572673087,0,0,0,0,0.00480230146997721,0.00167509975049956,0,0,0,0,0,0,0,0,0,0.0425563693639559,0,0,0,0,0,0,0,0.2256616387239,0,0,0,0,0,0.171967162952205,0,0.157828335714256,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.144232496957957,0,0,0,0,0,0,0,0,0,0,0,0.115335337042165,0,0,0,0,0.0381998044322632,0.105930873376203,0.0187071357038967,0,0,0,0,0.0667117861327921,0,0,0,0,0.1196548983257,0,0,0,0,-0.0217329103277667,0.0110253894019645,0,0.161935555618168,0.256789453668723,0,0,0,0,0,0,0,0,0,0,0.00317790415604348
