,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X600015.CH.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.370534575722045,0.0672123116066298,0,0.0636563983739979,0,0,0,0,0,0.28118737211556,0,0,0,0,0,0,2.16840434497101e-19,0,0.0275344470152219,0,0,-0.00529907189050927,-0.0226637798314986,0,0.0164976363606933,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0.0142659089335038,0,0,0,0,0,0,0.02161931780055,0,0,0,0,-4.33680868994202e-19,0,0.160634114149245,0,0
X601939.CH.EQUITY,0.45184851481652,0,0,0.0803367243208022,0,0,0,0,0,0,0,0,0,0.105197590157769,-0.150781557472881,0,0,0,0,0,0,0,0,0,0,0.278222319277181,0,0,0,0,0,0,0,0,0,0,0,-0.0217433205663575,0,0,0,0,0,0,0,0,0,0.140612351789324,0,0.0722800321923439,-0.0727091337769904,0,0
X601318.CH.EQUITY,0,0,0,0,0.191122578211471,0.0799715478417202,0,0,0,0,0,0,0,0,0.108566044709252,0,0,0,0,0.230598606115513,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140337245677807,0,0,0,0,0.0977328949589409,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.297111606738057,0.0953118376534211,0,0,0.174368200054762,0,0,0,0,0,0,0,0,0.189419269270285,0,0,0,0,3.46944695195361e-18,0,0.0453107430555493,0,0,0,0,0,0,0,0,0,0,0,0,0.121975853174933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.37923657020314,0,0,0,0,0,0.33307524107489,0,0,0,0,0,0.21182560844653,0,0.137123132309639,0,0,0,0,0,0,0,0,0.0686119385553319,0,0,0,0,0,0,0,0,0,0,-0.505476441935351,0,0,0,0,0,0,0,0.0115248416795553,0,0,0,0,0,0.310940927971744,0
X600036.CH.EQUITY,0,0.0319076293039719,0,0,0,0,0,0,0.0103607001113828,0,0,-0.0293264674233018,0.203931280085821,0,-0.00936133721181156,0,0,0.102405290159301,0,0.212036133816017,0,0,0,0.0744619672705883,0,0,0,0,0,0,0,0.33521975434814,0,0,0,0,0,0,0,0,0,0.0267103270655061,0,0.147294036823235,0,0,0,3.46944695195361e-18,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20636369334395,0,0,0.386924802907594,0,0,0,0,0,0.0576601591135893,0,0,0,0,0,0.0496582911569139,0,0,0,0,0,0,0,0,0,0.140857736840867,0,0.0830757048356789,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152455984733368,0,3.46944695195361e-18,-0.153515563774166,0,0,0,0,-0.450415386694195,0.636241903150197,0,0.0992009877085105,0,0.698759058369242,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,-0.106246863459029,0,0,0.327923740684949,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.101740652842565,0,0,0,0,0,0,0,0.370686162671722,0,0,0,0.0384757310909919,0,0,0,0,0,0,0,0.00224587405808753,0.0499750955783129,0,0,0.0908900136063515,0,0,0,0,0.203921630983592,0,0,0,0,0,0,0,0,0,0.158217398423614,0.0411014226678639,0
X601658.CH.Equity,0,0,0,0,0.136052782004995,0,0,0,0,0,0,0,0,0,0,0,0,0.268253273294861,0,0,0,0.0280130671278477,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323449598567983,0,0.164187035711404,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.279309631116327,0,0,0.308939188511681,0,0,0,0,0,-0.0140522621516275,0,-1.73472347597681e-18,0,0,0,0.16066320266498,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173042466880719,0.0290352634018663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120551478244929,0.0255562732199003,-0.066656164468919,0,0
X388.HK.EQUITY,0,0,0.430615490761931,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872469312543295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044114458493113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00261484030935702,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.0537506813610389,0,0.313756275488755,0,0,0,0.0254709602422865,0,0,0,0,0,0,0,0.0244019511280561,0,0,0.0291636571999873,0,0,0,0,0,0,0,0,0.230899264217331,0.0592027669501486,0,0,0,0,0,0,0.00871278984265104,0,0,0.0344490498433619,0.0386009759059451,0,0,0,0,0,0.0851494186406003,0,0.141913896063745,0,-0.00159565135522249,0
