,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601229.CH.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.073208857316792,0,0,0,-0.0348705854716249,0,0,0,0,0,0,0,0,0.350174060544228,0,-0.108547961839274,0,0,0,0,0,-0.07028065724378,0,0,0,0,0,0,0,0,0,0.685570755440858,0,0,0,0,-0.0412723189653044,0,0,0,0,-0.0509102253294908,-0.0368940586284147,0,0.100608205342293
X601318.CH.EQUITY,0,0,0,0,0,0,0.215355446938233,0.0499353855156312,0.204373424525553,0,0,0,0,0,0,0,0.108989972183221,0,0.1414437734353,0.069743878140504,0.0413698866575221,0,0,0,0,0,0,0.0220074965127994,0,0,0,0,0,0.0726304925462569,0,0,0,0,0.0589779046537514,0,0.130421887923264,0.0307810753042814,0,0,0.0837796255039548,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.242853357579622,0,0,0,0,0,0,0,0,0.0409932445638022,0,0,0,0,-0.0109250537474537,0,0,0,0,0,0,0,0.0576996785210171,0,0,0,-0.163610769634443,0,0,0,0,0,0,0,0,0,0,0.0491700700948428,0.0804230462755584,0,0.515975160399379,0,0,0,0,0,0,0,0,0,0.115984455678718,0
X601288.CH.EQUITY,0,0,0,0,-0.185301739218085,0,0,0,0.149630489252632,0.0089116648574566,0.443284687470762,0,0,0.148819268676136,-0.120228956881843,0,0,0,0,0,-0.125187275115559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,-0.0733272447929071
X5.HK.EQUITY,0,0,0,0,0,0.146975279611153,0,0.213111128045417,0,0,0.113427965628218,0,-0.00367968095250857,0.214578480162504,0,0,0,0.0738789152392757,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0216343437232987,-0.168530961258083,0,0,0,0,0,0,0,0,0,0.129650284957684,0.0970964548950882,0,0,0,0,0,0,-0.0966315062880037,0,0,0.154728037936952,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.389993685208877,0,0,0,0,0,0,0,0,0.058726537943524,0.00196294895145414,0,0,0.0745303451891128,0,0,-0.137359688108836,0,0,0,0.239844733514066,0,0,0,0,0,0,-0.325609251718331,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110090286737651,0,0,0,0,0.0394259665636525,0.0207297109829114
X600036.CH.EQUITY,0,0.124758867563996,0,0,0,0,0,0,0,0.479867747497688,0,0,0,0,0,0,0,0,0,0,0.220869763507235,0,0,0,0,0,0,0,0.120864514852061,0,0,0,0,-0.224117476003895,0,0,-0.139525153668378,0,0,0,0,0,0,0.218068692373469,0,-0.0136163118440972,0,0,0,0,0,-0.00566469010575358
X1299.HK.EQUITY,0,0,0,0,0.225672493605295,0,0,0,0,0,0,0,0,0,0,0,0,0.120012832494448,0,0,0,0,0,0,0,0,0.182754064695961,0.0230861847332017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121869989774715,-0.123247303985807,0,0,0.136539984086047,0,0,0,0.116713121174663
X601628.CH.EQUITY,0,0.0154047656447495,0.0275832133615534,0.0593631525700103,0,0,0,0,0,0,0,0,0,0,-0.0477133656313591,0,0.31416039573895,0,0,0,0,0,0,0,0.114680525127072,0,0,0,0,0,0,0,-0.0442429964829567,0,0.139624081880532,0.0980740760375021,0.0773706421249377,0,0,0,0,0.239802765850291,0,0.071060047139747,0.0800240027127943,0,0,0,0,0,-0.0891708610254628,0
X601328.CH.EQUITY,0,0,0.00457816134028262,0,0,0,0.64438888686164,0,0,0,0,0,0,0,0,0.102619002816802,0,0,0,0,0.150254868161802,0,0,0,0,0,0.130473328610651,0.194217323121837,0,0,0,0,0,0,0,0,0,-0.205060140860172,0,0,0,0,0,0.0672780370015444,0,-0.300974061749159,0,0,0,0.00266973011514491,-0.0596862519921837,0
