,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.134570836051165,1.38777878078145e-17,0,0,0,0,0,-0.00467410319032225,0,0,0,0,0,0,0,0,0,0,-0.0303131130321925,0.017612751531228,0,0.365080496466055,-0.176011407606479,0.452122016908396,0,0,0.249503269342597,-0.101695721045217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0230632865707487,0
X601318.CH.EQUITY,0,0,0,0,0,0.308148402317449,0,0,0,-0.0737348737265386,0,0,0,0.0534779183294592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533639264652728,0.105520143008069,0,0,0,0,0.25610710662398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0591151633192096,0
X601939.CH.EQUITY,0,0.0477461763951509,0,0.795752535039671,0,0,0,0,0,0.0469484450450324,0.0303012159080075,0,-0.0276114186975854,0.0207886635758388,0,0,0,0.0833900552220931,0,0,0,0,0.00108277126923811,0,0,0,0.0218893740897131,0,0,0,0.0221539416317012,0,0,0,0,0,0,0.0799667533198127,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.938077844872479,0,-0.0936277311522759,0,0,0,0,0,0,0,0,0,0.0324871430794423,0,0,0,0.0265592813330971,0,0,-0.0157295249912176,0,0,0,0,0.0791520632537912,0,0,0,0,0,0,0,0,0.0756276317047174,0,0,0,-0.0447914836220992,0,-0.0792824706754305,0,0,0,0,0,0,0,0,0,-0.0158647354615835
X601628.CH.EQUITY,0.0121755323367387,0,0,-3.46944695195361e-18,0,0,0,0,0,0.252642578792564,0,0.169289263771502,0,0,0,0,0,0,0,0.0619633981140368,0,0,0,0,-2.77555756156289e-17,0,-0.0666920952761814,0,0,0,0,0,0,0,0,0,0,0.506936950551918,0,0,0,0,0,0,0,0.0109444315621168,0,0.293397133758546,0,0,0.0517115631915824,0
X600036.CH.EQUITY,0,0,0,0.329163496492911,0,0,0.00603206604008775,-2.16840434497101e-19,0.036973361552812,0,0,0,0,0,0,0,0.172072675249187,0.0120390619606694,0,0.0250919164866267,0,0,0,0,0,0,0.0363600249880804,0,0.170487156939446,0,0.114704168298575,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406049394984754,0,0,0,0.0420036201566513,0,0,0
X601988.CH.EQUITY,0,0,0,0.0686285538198362,-0.0230875729497136,0,0,0,-0.0291687728614043,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0547543482948026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01021687211232,0,0,1.73472347597681e-18,0.00135291511404323,-0.117036670052797,0,0,0.996632870258147,0.02093582305402,0
X1299.HK.EQUITY,0,0,0,0,0.10387844258534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297224150834911,0,0,0,0,0,0,0,0,0,0,0.128774269352408,0.306676826700783,0,0,0,0,0,0,0,0,0.0343957133738541,0.0572431383967518,0,0,0,0.0510595531483701,0,0,0.105848080710363,-0.0307627788428396
X5.HK.EQUITY,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.176430390241527,0,0,0,0,0,0,0,0.196257383949957,0.520401918866246,0,0,0,0,0,0,0,3.46944695195361e-18,0,-0.146547510475034,0.0813474331916855,0,0,0,0,0,0.124467197026474,0,0,-0.15527084622104,0.0327795523498549,0,0,0
X388.HK.EQUITY,0,0,0,0,0.145990473129585,0,0,0.222144513596178,0.0638572030887758,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.0320599861739386,0.263856220504775,0,0,0.185600263188926,0,-0.124299607733869,0,0,0,0,0,0,0.104314166314971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.218320571934583,0,0.2632205386596,0
