,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.359255953683308,0,0.308154297057068,0,0,0,0,0,0.0475308464479519,0,0,0,0,0.0512336487992413,0,0,0,0,0,-0.0444737141970369,0,0,0,0,0,0,0.0432755675096923,0,0,0,0,0,0,0,0,0,0,0,0,0.0897181026739391,0,0,0,0,0,0.0585080588214253,0,0,0,0,0
X601318.CH.EQUITY,0.0723367111371601,0,0,0,0,0,0,0,0.190474843654281,0,0,0,0,0,0,0,0.233486696314175,0,0,0,0,0,0,-6.93889390390723e-18,0.0451062640580856,0,0,0,0,0,-0.0890160903829122,0.101481721493112,0,0.0485068336070931,0.143629465623684,-8.67361737988404e-19,0.16470580514539,0,0,0,0.0526541469165431,0,0,0,0,0,0,0,0.096910896141109,0,0,0
X601939.CH.EQUITY,0,0,0,0.332376560840978,0,0.0707282739458699,0,0,0,0,0,0,0.438380710830618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0569195585083387,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.35392087893365,0,0.00622608359835645,0,0,0.497599227124356,0.0035848125093345,0,0,0,0,0.0104874898891172,0,0,0.0407353346530469,0,0,0,0,0,0,-0.0321858927618584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164852065874504,0,0,0,0,0.0954884813525747,0,0,0.0071672556762123,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464097042024024,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0778420792046097,0.0450727352329883,0,0,0.697997317749355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.411003735856698,0,0.0593103042910847,1.38777878078145e-17,0,0,0,0,0.0419106441181867,0,0,0.00828008026568194,0,0,0,0,0,0.081982780411949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162668722865839,0,0,0,0.0266876332009039,0,0,0,0,0,0,0,0,0,0,0.207437074058138,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.154033097877097,0,0,0,0.0187161249777506,0,0,0,0,0.565103336524702,0,0,0,0,0,0,0,0,0,0,0.0675143764293399,0,0,0,0.0643278344986171,0,0,0,0,0.0609782232544144,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0480707656438813
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0707238055508979,0,0,0.407916908201717,0,0,0.150853446200783,0,0,0.0781039397941826,0,0,0,0,0,0,-0.0287511438392222,0.399838139268997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.114739837644364,0,0,0,0,0.122776544691661,0,0,0,0,0,0.148874488142254,-1.38777878078145e-17,0,0,0,0,-0.0360869839642014,0,0,0.0723479257273634,0,0,0,0,0,0,0,0.220479041039242,0,0,0,0,0,0,0,0.00717668206935358,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0.161626828302509,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0815114102757729,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0,-0.0336292873727725,0,0,0,0.0144052633956139,0,0,0,0,0,0,0,0,0,-0.527526778108632,0.488877643362613,0,0,0.690140210291429,0.343120433587816,-0.390193967279575,0,-0.256468346869382,-0.0379078268890344,0.0584871848318892,-0.448474819283717
X601328.CH.EQUITY,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.501739212688424,0,0,0,0,0,0,0,0,0,0,0.0827747809428028,0,0,0,0,0,0,0,0,0.0439756773424831,0,0,0,0,0,0,0,0.0181826499819139,0.184215398508247,0.119275199191515,0,0,0,0,0.0418812416658693,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0.330938615485758,0,0,0,0,0,0,0,0,0,0.141696836677737,0,0,0,0,0,0,0,0,0.131517015226427,0,0,0.0148930628821095,0.244727217172711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132528530781235,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,-0.0132239684951055,0,0.0093836785372514,0.506182898590354,0,0,0,0,0,0.180530547565982,0,0,0,0.0413202249023137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0815463944371111,0,4.2351647362715e-22,0,0,0,0.095720209644549,0,0,0,0,0.147178219401266,0,0,0.0487779710255435
X000002.CH.EQUITY,0.21512764308881,0,0,0,0,0,0,0,0,0.00465307740074686,0.0273106559736014,0.0103966336838829,0,0,0,0,0,0,0.0296706123132095,0,0,0,0,0,0,0,0,0,0,0,0.519367887744877,0.0118977627358032,0,0,0,0,0,0,0.20014988413668,0,0,0,0,0,0,-0.184299394247181,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0.0428586342490268,0.0389307094847327,0,0,0.130756602558846,0,0,0,0,0,0,0,0.109243534888516,0,0,0,0,0,0.0698887719435005,0.304205201374584,0,0,0,0.0524507785816405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,-0.0104869575880873
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.114687983996085,0,0,0,0,0.18837077948432,0,0,0,0,0,0,0,0.284630945860485,0,0,0,0.041943400913136,0,0,0,0,0,0.215984514926078,0,0.0777406898848299,0,-0.0699790276820797,0,0,0,0,0,0.0834416747463094,0,0,0,0,0,0.198829519028744,0,0,0.0118193733328325
