,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601229.CH.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.10727624052248,0,0,0,-0.0419749898029092,0.144298476254629,0,0,0,0,0,0,0,0.275527698522618,0,-0.248867526031317,-0.00680819354053193,0,0,0,0,-0.104897608526225,0,0,0,0,-0.222102534763299,0,0,0,0,0.924694470459385,0,0,0,0,0,0,0,0,0,-0.00633938398497827,0,0.230975936527199
X601318.CH.EQUITY,0,0,0,0,0,0,0.215355446938233,0.0499353855156312,0.204373424525553,0,0,0,0,0,0,0,0.108989972183221,0,0.1414437734353,0.069743878140504,0.0413698866575221,0,0,0,0,0,0,0.0220074965127994,0,0,0,0,0,0.0726304925462569,0,0,0,0,0.0589779046537514,0,0.130421887923264,0.0307810753042814,0,0,0.0837796255039548,0,0,0,0,0,0
X601939.CH.EQUITY,0.24285968078807,0,0,0,0,0,0,0,0,0.0409957088120731,0,0,0,0,-0.0109233785453737,0,0,0,0,0,0,0,0.057702895930197,0,0,0,-0.163609082749278,0,0,0,0,0,0,0,0,0,0,0.0491643494898854,0.0804224092060826,0,0.515968632664743,0,0,0,0,0,0,0,0,0.115988879988228,0
X601288.CH.EQUITY,0,0,0,0,-0.185296610123614,0,0,0,0.149626598402991,0.008907413344549,0.443271420912903,0,0,0.148839611396659,-0.12021704084116,0,0,0,0,0,-0.125176572622695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0733158467919619
X5.HK.EQUITY,0,0,0,0,0,0.14697519781395,0,0.21311491892705,0,0,0.113426653990725,0,-0.00367872093571101,0.214577339806033,0,0,0,0.0738770260243384,0,0,0,0,0,0,0,0,0.0216355719379596,-0.168530414116654,0,0,0,0,0,0,0,0,0,0.129650379868939,0.0970996902743915,0,0,0,0,0,0,-0.0966359936889103,0,0,0.154726812069376,0,0
X601988.CH.EQUITY,0,0,0,0,0.390000838365122,0,0,0,0,0,0,0,0,0.0587293361197072,0.00195951664865455,0,0,0.0745167488815092,0,0,-0.13735859394842,0,0,0,0.239851049150727,0,0,0,0,0,0,-0.325605339420619,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110088269881045,0,0,0,0.0394276693502089,0.0207259904374897
X600036.CH.EQUITY,0,0.124758867563996,0,0,0,0,0,0,0,0.479867747497688,0,0,0,0,0,0,0,0,0,0,0.220869763507235,0,0,0,0,0,0,0,0.120864514852061,0,0,0,0,-0.224117476003895,0,0,-0.139525153668378,0,0,0,0,0,0,0.218068692373469,0,-0.0136163118440972,0,0,0,0,-0.00566469010575358
X1299.HK.EQUITY,0,0,0,0,0.225660678575848,0,0,0,0,0,0,0,0,0,0,0,0,0.119998865265292,0,0,0,0,0,0,0,0,0.182741784412835,0.0231016605632201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12187940669811,-0.123227037528921,0,0,0.136548010072396,0,0,0.116712527163466
X601628.CH.EQUITY,0,0.0154047656447495,0.0275832133615534,0.0593631525700103,0,0,0,0,0,0,0,0,0,0,-0.0477133656313591,0,0.31416039573895,0,0,0,0,0,0,0,0.114680525127072,0,0,0,0,0,0,0,-0.0442429964829567,0,0.139624081880532,0.0980740760375021,0.0773706421249377,0,0,0,0,0.239802765850291,0,0.071060047139747,0.0800240027127943,0,0,0,0,-0.0891708610254628,0
X601328.CH.EQUITY,0,0,0.00945098562434657,0,0,0,0.644271754029781,0,0,0,0,0,0.0221345967564566,0,0,0.0958887015124285,0,0,0,0,0.153939761157285,0,0,0,0,0,0.132990434245805,0.193598824463469,0,0,0,0,0,0,0,0,0,-0.200779538521411,0,0,0,0,0,0.0600577535186944,0,-0.324472450608053,0,0,0,-0.0593985786834155,0
