,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.265733015295665,0.0561197224302577,0.00218225211408039,-0.0128246169867322,0,0.460849422122955,0,0,0,0.0546203077739837,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0903361963094288,0.0329465947278703,0,0,0,0,0,0,0,0,0,0,0.0856174413869388,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.227216771707124,0,0,0,0,0,0.155873213867805,0,0,0,0.0150415370717259,0,0.0667778424449087,0,0,0.102750391236678,0,0,0.14618424571918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0701369704240531,0,0,0.0247265539799078,0,0,0,0,0,0,0,0,0,0.0153011110577805,-0.15521766099124
X601939.CH.EQUITY,0.365689931453055,0.203243252750901,0,0,0,0.0259785206880877,0,0.266207845614075,0,0,0,0,0,0,0,0,0.0822031780890058,0,0,0,0,-0.204049284989427,0,0,0,0,0,0,0.0193915538682444,0,0,0,0.197802770625212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172773249711953,0.0690777339717724,0
X600036.CH.EQUITY,0,0,0,0,0,0.02868523130859,0.163119167891484,0.0520411889354827,0,0,0,-0.148846176464052,0.168949058735211,0,0,0.0659766309574271,0,0,0,0.149421633564092,0,0,0,0,0,0.0691173160340327,0.251594540719822,0,0.0195392128990406,0.0398450200083614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406934576729953,0.0347521558231557,0
X601288.CH.EQUITY,0,0.0264398638822826,0,0,0,0.0690554791482823,0,0.500034887747049,0,0,-0.11444004093789,0.126447062322977,0,0,0.0291985073112648,0,0,0,0,0,0,0,0.0617175806987709,0,0,0.0474802241929564,0,0,0.0379657116334661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239005236391218,0,0,0,0.0484340604430579,0,0,0.0972257040460276
X601628.CH.EQUITY,0.0941462259982048,0,0,0,0,0,0,0,0,0,0,0.0797086321318809,-0.0707873500582997,0,0,-0.249268782254353,0,0,0,0,0,0,0,0,0,0,-0.0280198998374102,0,0,0,0,0,0,0.0794605393669562,0.636856356570688,0,0,0,0,0.00456539321349132,0,0,0,0,0,0,-0.00650523675466605,0,0.0432857915376913,0,0.189110287170619,0
X1299.HK.EQUITY,0,0,-0.207144463215294,0,0,0,0,0,0,0,0.106525051427207,8.67361737988404e-19,0,0,0,0,0,0,0,0.019787069782643,0,0,0.112591794402274,0,0,0,0,0,0,0,0,0,0.171592664134257,0,0,-1.73472347597681e-18,0,0,0.0932148548810423,0.157452952798177,0.0651939458058265,0,0.296067100008472,0,0,0,0,0.298611952608654,0,0,0,0
X601988.CH.EQUITY,0.040404175635489,0,0.0903245471617907,0,0.358122164733163,0,0,0,2.71050543121376e-20,0,0,0,0.209608545620376,0,0,0,0.150780275761926,0,0.0179495599016028,0,0,0,0.00950686078444439,0,0,0.0265877800607365,0,0,0,0,0.125472986389795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.106383857827291,0,0,0,0,0,0,0,0,0,0,0,-0.120796220261049,0,0,0,0,0,0,0.229032227971982,0,0.179598897164532,0.13061416294945,0,0,0,0,0,0,-0.0101717687342564,0,0.0782816410713105,0,0,0,0,0,0.217145245108779,0.0671289694572975,0,-0.0391378691008469,0.247165825386285,0,0.00724956051793035,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.0518001318561576,0,0.00604912584609605,0,0,0,0,0,0.0937624110886309,0.088570796052481,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119617666301988,0,0.428578103601517,0,0,0,0,0,0.0202497464676646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.104051743253101
X388.HK.EQUITY,0,0,0,-0.279504523806751,0,-0.120026373584896,0.33475752289882,0,0,0,0,0,0,0,-0.0777794688905961,0.0485745162841721,0,0,0,-0.157405977233741,0,0.469502219132666,0.093442705292885,0,0,0,0,0.13934762108165,0,0,0,0,-0.24710374106187,0,0,0,0,0,0,0.0470782114318969,-0.0113910689733828,0.0751499745344996,0,0,0,0,0,0.0335374677046494,0,0,0,0
X601658.CH.Equity,0,0,0,0,0.515756060017239,0.0596751401426265,-0.0700229310796954,0,0,0.162726490622473,0.0325378860446686,0,0.122603477948825,0,0,0,0.393989161722869,0,0,0,0,0.256355867749145,0,0,0,0,0,0,0,0,0,-0.272867847715894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.325045751553134,0,-0.0679510342197705
X000001.CH.EQUITY,0,0,0,0.292225505810432,0,0,0,0.20497293715982,0,0.403072421812837,0.0999234917906822,0,0,0,0,0,0,0,0,0,0,0,0.0752999973108946,0,0,0,0.262339184192064,0,0,0,-0.0622645554837109,0,-0.219594376344912,0,0,0,0,-0.0652398540980065,0,0,0,0,0,0,-0.0351411066210754,0,0,0,0,0,0.140520678881015,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0337748577352576,-0.0172583393011202,0,0,0,0,0,0,0.29587572980288,0,0,0,0,0,0,0,0,0,0,0,0,0.00553431198844145,0,0.0506757898478075,0.00879494240926162,0.206737117013241,0.222451371796592,0,0,0,0,0,0,0.229534238586308,0,0.0194914026408183,0,0,0.0506014561389526,0,0,0
X601601.CH.EQUITY,0,0.0182359027797016,0,0,0.0444082141674566,0,0,0,0.0378069447384773,0,-0.0535778538023471,0,0.316222620233778,0,0,0,0,0.0833673117937442,0,0,0.21111336421602,0,0,0.114552750618416,0,0,0,0,0,0,-0.0272056572236097,0,0,0,0,0,0,0,0,0,0.060408845690741,0,0,0,0,0.121507180314407,0,0,0,0,0,-0.046217506834264
X000002.CH.EQUITY,0,-0.0456990253121787,0,0.0512800257356694,0,0,0,0,0,0,-0.0627960155251727,0.0909458774363324,0,0,0,0,0,0,0,0,0,0,0,0,-0.168053143234906,0.300311451153197,0,0.61297486565884,0,0,0.0636783581972748,0,0,0,0,0,0,0,0,0,0,0,0,0.01782729338845,0,0,0,0,0,0,0,-0.0209157002823223
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.139463350971397,0,0,0,0,0,0.290995757072908,0,0,0,0,0,0,0.126916563483947,0,0,0,0,0,0,0,0,0,0,0,0,0.148647385787515,0,0.0191903585252225,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.160265393320356,0,0.048522047228681,0,0,0,0,0,0.0353963284809764,0,0,0,0,0,0,0.418168992512755,0,0,0,0,0,0,0.0574118765357346,0,0.0860256419640435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282891322254479,0,0,0,0,0,0.0297019096158807,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.119579581946114,0,0.778816019764122,-0.0118333877683442,0,0,0,0,0,0,0,-0.0984909963512962,-0.176314701309436,0,0.105907297130934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0.00732361982363352,0,0,0,0,0.150549005922642,0
X16.HK.EQUITY,0,0,0,0,0,-5.42101086242752e-20,0.0668742351983653,0,0,0,0,-0.00576300614915925,0,0,0,0,0,0,0,0,0,0,0,0.0553049265786523,0.153629264096026,0,0,0,0,0.254669746742312,0,0,0,0,0,0,0,0,0.0510235271556461,0,0.288414017991467,0,0.160929603819642,0,-0.0745070316777878,0,-0.223879139257748,-0.44982158903571,0.00792677140148752,0,0,0
X601319.CH.EQUITY,0,0,0.0604636831370798,0.0639376297939811,0,0,0,0,0,0,0,0,0.200789080876548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0992200972399299,0,0.201636612301719,0,0,0,0,-0.0161672367764742,0,0,0,-4.33680868994202e-19,0,0.311698079881255,0.295135043573232,0,0,0,0,0
X300059.CH.EQUITY,0,0.0661025891641821,0,0,0,0,0,0,0,0,0.117962666701257,0.019226611185145,0,0.245546775008592,0,0,-0.0617750135662174,0,0.00781765933783713,0,0,0,-0.044666952216998,0,0,0,0,0,0,-0.00462351069946716,0.0196532759860975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00903380104264703,0.396955537611788,0.236972210909199,0,0,0.0342444480029931,0
X11.HK.EQUITY,0,0,0,0,0.0937286199650397,0.0223178096847417,0,0.0612414729243632,0.57208487223934,0,0.0650452986010831,0,0,0,0,0,0,0,0,0,0,0,0,0.290115771170004,0,0,0,0,0,0,0,0,0.125196570958011,0,0,0,0,0.0764864826396346,0,0,0,0,0,0,0,0,0,0,0,0,0.0330527777513176,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.135810471781543,0.00259609471574796,0.0612267490977181,0,0,0,0,0,0,0,0.26428400826864,0,0,0.413966469811515,0,0,0,0,0,0,0,0,0,0,0,-0.0867549359824883,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,-0.026720884854331,0,0.354775126989131,0,0,-0.17073196609263
X600016.CH.EQUITY,0,0,0.0886045453236382,0,0,0.123353847623523,0,0,0,0,0,0,0,0,0,0,0.131481109065701,0,0,0.00862892674547922,0,0,-0.149541921461741,0,0,0,0,0.0709915055517874,0.0725986945506889,0.0353093148980334,0.103500704116614,0,0,0.520073244768387,-4.33680868994202e-19,0,0,0,0,0,0,0,0,-0.425156674827841,-6.93889390390723e-18,0,0,0,0.119897235584827,0.290467012761733,0,0
X601998.CH.EQUITY,-6.93889390390723e-18,0,0,0,0.279547201158927,0,0.292840413597634,0.137426976168228,0,-0.131328386289272,0,0,0,0,0,0.095515309213653,0,0,0.123647804095861,0,0,0,0,0,0,0,0,0,0.501294067847921,0,0.0163538775981464,0,0,0,0,0,0,0,0,0,-0.0498043418340471,0,0,0,0.0849089872060371,0,0,0,-0.0895182397606746,0,0,0
X002142.CH.EQUITY,0,0,0,0.14493077614428,0,0,0,0,0,0.0530994408712962,0,0,0.0863332780695012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0157602034333511,0,0.104435040682577,0,0,0.295243095666515,0,0,0,0,0,-0.060074515018243,0,-0.0163266637096625,0,0,0.0527463157815509,0,0,0,0,-0.0367919168561777,0
X600048.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.12014781600835,0,0,0,0,0.558919316715995,0,0.0471802161131464,-0.0587735877343306,0,0,0,0,0,0.111782444968941,0,-1.73472347597681e-18,0,0,0,0,0,0,-0.0196498190138052,0.225272370524117,-0.0619084476056106,0,0.0608263476135607,0,0,0,-0.0408365184279797,0,0,0,0,0,0,0.216179606213315,0,0,0.223400139453211
X601818.CH.EQUITY,-0.0609251621886376,0.128944454627252,0,0,0,0,0,0,0,0.283037881499909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289747385092313,0.135696909648498,0,0,0,0.191930177136098,0,0,0,0,0,0,0,0,0.09568975363889,0,0,0,0,0,0.0215805273673614,0,0,0,0.0273349679006056,-0.104049422479978,0
X1109.HK.EQUITY,0,-0.112569365676484,0,0,0,0.0371337380156787,0,0,0,0,0,0,0.106895474665785,0,0,0,0,0,0,0.340787251751344,0,0,0,0,0,0,0.126041428320664,0,0,0,0,0.145470675037065,0.239868500351977,0,0,0,0,0.00549923589976577,0.0423718664535841,0,0,0,0,0,0,0,0,0,0,0.0747811054741074,0,0
X2007.HK.EQUITY,0,0,0,0,0,0,0,0.0628902933692631,0,0,0,0,0,0,-0.114110148994988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3416223882289,0,0,0,-0.204186119222484,0.168204942982544,0.00840768208370934,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.209415705772464,0,0.365142560385843,0
X600999.CH.EQUITY,0.00233640970808585,0,0,0.181857007049597,0,0.135742237038109,0.0847048248235895,0,0,0,0,0,0,0.274187542840535,0,0,0,0,0,0,0,0.028819503613253,0,0,0,0,0.123997143703041,0,0,0.133160147448692,0,0,0,0.0740936362971746,0,0,0,0,0,0,0,0.00963270780819085,0,0,-0.080065333031405,0.0385513953498223,0,0.0500892309201785,0,0,-0.161402597667668,0
