,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.365259362466251,0.0945431526395103,0,0,0.294841615134381,0,0,0.0427638706109396,-0.0580162639763011,0.0660358382204541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0550374531018457,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.4587101121042,0,0,0.154836326529081,0,0,0,0,0,0,0.112543880541784,0,0,0.0419741274202419,-0.106813010707399,0,0,0,0,0,0,0,0,0,0,0.185895952370817,0,0,0,0,-0.00803992874866493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0105507217275667,0.0804822110129012,0,0
X601318.CH.EQUITY,0,0,0,0,0.254234608050169,0.0232845565594682,0,0,0,0,0,0.259787052645702,0,0,0,0,0,0,0,0.204294674986892,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343620488259646,0,0,0,0,0.0616778502678206,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.295758543066423,0.0947989406072884,0,0,0.175332034611,0,0,0,0,0,0,0,0,0.189272493536641,0,0,0,0,0,0,0,0.047362261857472,0,0,0,0,0,0,0,0,0,0,0,0.12319179137511,0,0,0,0,0,0,0,0,0.00056198244925049,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.403139042201562,0,0,0,0,0,0.236495655236992,0,0,0,0,0,0.219647590561573,0,0.13530177207275,0,0,0,0,0,0,0,0,0,0.0633243181251311,0,-6.93889390390723e-18,0,0,0,0,0,0,-0.510297667882591,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.250488969128463,-0.077229408703968
X600036.CH.EQUITY,0,0.0656633948001787,0,0,0,0,0,0,0,0,0,0.165121527068908,0,0,0,0,0,0,0,0.245445431094382,0,0.0119608321030409,0,0,0,0,0,0,0,0,0,0.322904946331754,0,0,0,0,0,0,0,0,0.083295135499779,0.0375751072678068,0,0.0962619469766294,0,0,0,0.047126486298508,0,0,0,0
X1299.HK.EQUITY,0,1.38777878078145e-17,-4.33680868994202e-19,0,0,0,0,0,0.1172069400187,0,0.0813587395303368,0,0,0.13660355556571,0,0,0.328305226121854,0,0,0,0,0,0.118031723572328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162798311926402,0,0.0561899732983275,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0918513408478372,0,0,-0.132628333503913,0,0,0,0,-0.444897986813926,0.627270802458586,0,0.0576664474916243,0.684640671444253,0,0,0.0905568770030985,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302610869222885,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.136359156000628,0,0,0,0,0,0,0.42442877253431,0,0,0,0,0,0,0,0,0,0,0,0.0332914203543113,0,0,0,0,0,0,0,0,0.172063271723469,0,0,0,0,0,0,0.170660916249337,0,1.73472347597681e-18,0,0
X601658.CH.Equity,0,0,0,0,0.301792522947816,0,0,0,0,0,0,0,0,0.238276433785681,0,0,0,0,0,0,0.226725350638483,0,0,0,0,0,0,0,0.071157839857379,0,0,0,0,0,0,0,0.00586110788770196,0.112653228237952,0,0,0,0,0,0,0,0,0,0,0,0.230688974353049,0,0
X601328.CH.EQUITY,0.235847913457975,0,0,0.378667811104444,0,0,0,0,0,-0.0177941023868602,0,0,0,0,0,0.17759031707303,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137625005427086,0.0205451484869651,0,0.0577294896263256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0685514977699905,0,0.0343327296206718,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.423311322944075,0,0,0,0,0.0548713085471254,0,0,0,0,0,0,0.0543419205081354,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.233881471474058,0.00517263391045805,0,0,0,0,0,0,0,0,0,0,0,0.0214500248282701,0.0333185859602117,0,0,0,0.056629209528479,0,0.103451484783633,0,0
X388.HK.EQUITY,0,0,0.428579503966284,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0881871049848319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455441129812289,0,-1.73472347597681e-18,0,0,0,0,0,2.16840434497101e-19,0,0,0.00596464924726688,0.00137053905476292,0,0,0,0,0,0,0
