,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X000776.CH.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.521233058246306,0,0.0754499381799093,0.0311427625675177,0.0922263969637468,0.0503517529787748,0,0,0,0,0,0,0,0.0257294111095019,0,0.0402529717510469,0,0.062896332225048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0072609914117321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.493264528673227,0,0,0.0357173240219326,0,0,0,0,0,0.141375807882507,0,0,0,0,0,0,0,0,0,0.0131453936672087,0,0,0,0.011343676756921,0,0,0.159091026873773,0.0505809054567304,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.0547899991599878,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.169929846656991,0,0,0,0,0,0,0.190212797074588,0,0,0,0,0,0,0,0.215911158296744,0,0,0,0,0,0,0,0,0.0942791525485079,0,0,0,0,0,0.179781236744403,0,0,0,0.000758270848836711,0.0180113152566445,0,0,0,0,0,0
X601288.CH.EQUITY,0.31150382231481,0.0906967436702636,0,0,0,0.108217783045775,0,0,0,0.0742731383335077,0,0,0,0,0,0,0.176691792889181,0,0,0,0,0,0,0,0,0,0,0,0.0911494698634314,0.00990688510936297,0.0819096748472534,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,-0.071170490333735
X5.HK.EQUITY,0,0,0,0,0,0.519198673080938,0,0,0,0,0.14378120150574,-0.244065331866383,0,0,0.169043256558826,0,-0.269135961237471,0.564252397483614,-0.302229093169304,0,0,0,-0.0951061279441101,0.397615684814587,0,0.1930080054786,0,0,-0.240041056082744,0.13349546515505,0,0,0,0.121655608740403,0,0,-0.104752423499424,0,0,0,0,0,0,0,0,-0.334875102737434,0,0,0,0,0.121720519808865
X601988.CH.EQUITY,0,0,0,0.215776774928463,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0.315326856817416,0.076388333030353,0,0,0,0,0,0,0,0,0,0,0,0,0.014536902863521,0,0,0,0.111538021990586,-1.73472347597681e-18,0.207610295128731,0,0,0,0,-8.67361737988404e-19,0,0,0,0
X600036.CH.EQUITY,0,0,0.188681434392958,0,0,0,0,0,0,0,0,0.0103083216747397,0.211508194821385,-0.0705064718244289,0,0,0,-0.0405420878573805,0.0913521015468872,0,0.0368086764522723,0,0,0,0.377808580821093,0,0.0919137972216204,0,0,0.104119250966119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434657434405015,0,0,0,0,-0.0428354774804012,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.0138008798738631,0,0,0,0,0,0,0,0.0621025669873819,-0.0315484566397116,0,0,0,0,0.257388618169679,0,0.0845261978895257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301772679936276,0,0,0.0600926626792943,0
X601628.CH.EQUITY,0,0,0,0,0.0814952557327801,1.38777878078145e-17,0,0,0,0,0,0.00890379235524832,0.246051959942995,0.0262746022560097,0,0,0,0,0,-0.0636470892754101,0,0,0,0,0,0,0.162790190809236,0,0,0,0,0.22755538962682,0,0,0,0,0,0,-0.041407774157402,0,0,0.214711668036328,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0849206078987123,0,0,0,0.0365185648443952,0.0101701311520936,0,0,0,0,0.113622872185627,0,0,0,0,0,0,0.0227388828539912,0.187044044920546,0,0,0,0.028286585307123,0,0.062070601469493,0,0,0,0.0868523197608927,0,0,0,0,0,0,-0.0053095619959906,0,0.155177437016226,0.211325807500921,0,0,0,0,0,0,0,0,0,0
