,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.186793051696053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356911671820009,0,0,0.142103081451351,0,0,0,-0.0306400668338425,0.381013429253732,0,0,0,0,0,0,0,0,0,0,0.13485936501842,-0.12754518290072,0,0.0278757033673548,0,0,-0.075822679148865,-0.141171680648352,0
X601939.CH.EQUITY,0.183642133270206,0,0,0.328612107854712,0,0,0,0,0,0,0,0.0241036418544024,0,0.232092077994457,0,0,0,-0.120679111000855,0,0,0,0.0597556763334886,0,0,0,0.229186148995028,0,0,0,0,-0.0960209622495581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.00552087521751289,0
X601318.CH.EQUITY,0,0,0,0,0.286642364673909,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0501755964319226,0,0.0471959156875145,0,0,0,0,0,0.107928791770413,0,0,0,0.075789047507011,0,0,0.0899353837398105,0,0,0,0,0,0,0,0,0,0,0,0.118454292448483,0,0,0,0,0.138307662593622,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.632071728058756,0,0,0.160274119234861,0,0,0,0,0,0.0135006435920829,0,0,0.0166235875820641,0,0,0,0,0,0,0,0.122971791346102,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113445670254056,0,0,0,0,0,-0.0428081198337535,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.390801915928303,0,0,0,0,0,0.248169699538903,0,0,0,0,0,0.320008867061049,0,0,0,0,0.158140910841741,0,0,0,0,0,0,0.0514614267615917,0,0,0,0,0,0,0,0,0,0,-0.486407028264144,0,0,0,0,0.173554700635732,0,0,0,0,0,0,0,0,0.274472551572146,0
X600036.CH.EQUITY,0,0.205862476635203,0,0,0,0,0,0,0.154214409970644,0,0,0,0.137572546644806,0,0,0,0,0,0,0,0,0,0.0855148547103041,0,0,0,0,0,0,0,0,-0.012449193737387,0.00380895538635747,0,0.306092982399664,0,0,0,0,0,0.0582804316276834,0,0,0,0,0,0.0189413671356114,0,0.0659034317379377,-0.0209632426415982,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.051452495322614,0,0,0,0,0,0.168917904824946,0,0.0290203606694066,0.0583424943661151,0,0.29316854585601,0,0,0,0,0,0,0,0.03362605205014,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.332588727741937,0,0,0,0,0.000416622219335538,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131945833566393,0,-0.137287193629815,0,0,0,-0.00960429052742347,0,0,-0.39282724577844,0.794277669733181,0,0.577407973778385,0,0,0.188426911731799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110724099095874,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.382755462596577,0,0,0,0,-0.0771970076111053,0,0,0,0,0,0,0,0,0,0,0,0,0.216600948825848,0.0485656163854906,0,0,0,0,0,0,0,0.0195695978605852,0,0,0,0,0,0,0,0,0.0167846133667553,0,0,0,0,0,0,0,0,0.189971752624769,0,0.0920437282048392,0
X601658.CH.Equity,0,0.0718918745135652,0,0.100880855865463,0.0396043698439876,0,0,0,0,0,-0.0322245613761967,0,0,0,0,0,0,0,0,0.267327411017205,0.188587985583449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289454115710544,0,0.0959397671388733,0,-0.13410856584844,0,0,-0.0791351667977085,0,0,0,0,0,0,0,0,0,0
