,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X600015.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.392097546683681,0.0107996854573075,-8.67361737988404e-19,0,0,0,0,0,0,0.185057900520268,0,0,0,0,0,0,0,0,0.120712226576712,0,0,0,0,0,0.100271381751542,0,0,0,0.00285077440153875,0.00342446493740042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595076536847747,0,0,-0.120628510796112,0,0
X601939.CH.EQUITY,0.451848334369387,0,0,0.0803383690651037,0,0,0,0,0,0,0,0,0,0.105200923578719,-0.150782788190281,0,0,0,0,0,0,0,0,0,0,0.278221313680317,0,0,0,0,0,0,0,0,0,0,0,-0.021743220136742,0,0,0,0,0,0,0,0,0,0.140613095423567,0,0.0722758309942093,-0.0727076722430087,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.191122578211471,0.0799715478417202,0,0,0,0,0,0,0,0,0.108566044709252,0,0,0,0,0.230598606115513,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140337245677807,0,0,0,0,0.0977328949589409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.297082019352318,0.0953325216557091,0,0,0.174383484671475,0,0,0,0,0,0,0,0,0.189418042688339,0,0,0,0,0,0,0.0453174125365252,0,0,0,0,0,0,0,0,0,0,0,0,0.121978248988123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.379231920203507,0,0,0,0,0,0.33307084335169,0,0,0,0,0,0.211825647008354,0,0.137128989831579,0,0,0,0,0,0,0,0,0.0686153007205682,0,0,0,0,0,0,0,0,0,0,-0.505477554295036,0,0,0,0,0,0,0,0.0115231188506239,0,0,0,0,0,0,0.310945573299301,0
X600036.CH.EQUITY,0,0.0272911267799959,0,0,0,0,0,0,0.0112341047079515,0,0,-0.0318618641032058,0.187659629877904,0,0,0,0,0.122741478573633,0,0.182253964732857,0,0,0,0.0750456538352488,0,0,0,0,0,0,0,0.35138212727399,0,0,0,0,0,0,0,0,0,0.0307388016837437,0,0.151303994218968,0,0,0,0,0,0,0,-0.0080646255122973,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20636369334395,0,0,0.386924802907594,0,0,0,0,0,0.0576601591135893,0,0,0,0,0,0.0496582911569139,0,0,0,0,0,0,0,0,0,0.140857736840867,0,0.0830757048356789,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152455984733368,0,3.46944695195361e-18,-0.153515563774166,0,0,0,0,-0.450415386694195,0.636241903150197,0,0.0992009877085105,0,0.698759058369242,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,-0.106246863459029,0,0,0.327923740684949,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.101740652842565,0,0,0,0,0,0,0,0.370686162671722,0,0,0,0.0384757310909919,0,0,0,0,0,0,0,0.00224587405808753,0.0499750955783129,0,0,0.0908900136063515,0,0,0,0,0.203921630983592,0,0,0,0,0,0,0,0,0,0.158217398423614,0,0.0411014226678639,0
X601658.CH.Equity,0,0,0,0,0.136050374741613,0,0,0,0,0,0,0,0,0,0,0,0,0.268250258543108,0,0,0,0.0280149272014102,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323452172167665,0,0.164186611171933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.334289196179768,0,0,0.300745133705992,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0.115711599559017,0,0,0,0,0,0,0,0,0.0408533272300845,0,0,0,0,0.184480693361355,0.0107490223940918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0920724922550069,0,0,0.0642584383487874,0,0
X388.HK.EQUITY,0,0,0.430615490761931,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872469312543295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044114458493113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00261484030935702,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.0538085392692387,0,0.313680843335443,0,0,0,0.0254670924251369,0,0,0,0,0,0,0,0.0244473899508379,0,0,0.0291663603889006,0,0,0,0,0,0,0,0,0.230846148364773,0.0591943475699467,0,0,0,0,0,0,0.00870510686836005,0,0,0.0344865048239663,0.0386180995067593,0,0,0,0,0,0.0851520139410172,0,0.141936743151911,0,0,-0.00160008928425973,0
X600000.CH.EQUITY,0.109280189412722,0,0,0.146153297864007,0,0,0.0183336131697864,0,0,0,0,0,0.287709985263711,0,0,0,0,0,0,0,0,0.0652649239629634,0,0,0,0,0,0,0.129895107466016,0,0,0,0,0,0,0,0,0,0,0,0,0.0259853547207382,0,0.0115461498188801,0,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0722024904669641,0,0,0,0,0,0,0,0,0,0,0.304560425654639,0.0607426579567675,0,0.0225232441422937,0.372675180768214,-1.0842021724855e-19,0,0.00778976159667503,0,0.0471360685038077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367055308640485,0,0,0,0,0,0,0.257163757786756,0,0,0,0,0,0,0.00359749432366722,0,0.213524036713933,0.267860990839417,0,0,0.0569001171387246,0.0693129406473103,0.0806823978824966,0,0.0100011728472673,0,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0.348180362430024,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201520097526628,0,0,0,0,0,0,0,0.0485815248603675,0,0,-0.0615382845910829,0.0197076766537586,0,0,0.285005516484067,0,0,0.139833778015365,0,-0.0785234794622774,0,0,0,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.353760622438277,0,0,0,0,0,0,0,0,0,0,0,0.120124110795163,0,0,0,0,0,0,0,-0.00872231630897136,0,0,0,0,0,4.33680868994202e-19,0,0.0751723546631618,0.320398987014404,0,0,0,0,0.130475054430474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0440824035882991,0,0
X688.HK.EQUITY,0,0.268150281116714,0,0,0,0,0,0.121420092701895,0,0,0,0,0,0.0924727038300444,0.072900712935008,0,0,0,0,0,0,0,0,0,0,0,0,0.237671931921704,-1.38777878078145e-17,0,0,0,0,0,0,0.121728755976695,0.0537304636976856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,1.38777878078145e-17,0,0.767091554333741,0,0,0,0,0,0,-0.105951943226523,0,0,0,0,0,0,0.0987944821802042,0,0,0,0,0,0,0,0,0,0.037966945355652,0,0,0,-0.0408504216436539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00872322445633282,0,-0.0670153411938432,0
X600016.CH.EQUITY,0.0488602353863369,0,0,0.115420213417137,0.0464498185692325,0,0,0,0,0,0.327371182773688,0,0.0723623027993528,0,0,0,0.179723099581204,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00387724621124888,0,0,0,0,0,0,0,0,0,0,0.1258474222285,0,0,0,0,0.0758928976508689,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0.106540202898019,0,0,0,0,0,0,0.0137411992912374,0,0,0,0,0.00239948285570234,0,0,0,0,0,0,0,0,0,0,0,0.109358468268542,0.0815507991222468,0,0,0,0,0,0,0.347773359850603,0,0.0877735218920199,0.0269397230017118,0,0,0,0.175975837886254,0.00256287898261195,0,0,0,0,0,0,0,0,0,0,0
