,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.0268768065803158,0.000998669970589363,0.206177988980615,0.0397127894047317,0.0163225412760354,0,0,0,0,0,0,0,0,0,0,0.209432385132257,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238911427537944,0,0,0,0,0.0649041599372281,0,0,0,0,0,0.112838474899569,0,-0.0413183121025629,0,0,0
X601318.CH.EQUITY,0,0,0.0183476327878175,0.0769315917288074,0,0,0,0,0.149315101378538,0,0.0488211586810507,0,0.136010595040495,0,0,0.0276490413535706,0,0.0932312409449097,0,0.222393629872248,0,0,0,0,0,0,0,0.0455560465513024,0,0,0,0.1059744502656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102411987715218,0
X601939.CH.EQUITY,0,0,0,0,0.122889111655768,0,0,0,0,0,0.0937460480718215,0,0,0,0,0,0,0,0,0,0.00265895274180532,-5.42101086242752e-20,0,0.567994002051795,0,0.165268458619332,0,0.125911499872885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00594997095930148,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.11114376775276,0,0,0,0,0.232477357940512,0,0,0,0,-0.00783312078829895,0.215695997252256,0,0.168529220981149,0,0,0,0.0228385010439969,0,0,0,0.246523685208426,0.151949077142462,0,0,0,0,8.67361737988404e-19,0.0148526317115402,0,0,0,0,0,0,0,0,0,0.0731420144463097,0.0310615244740032,0,0,0,0,0.00622189707973617,0,0,0,0,-0.0714706699042979,0,0,0
X601288.CH.EQUITY,0.0066419996131464,0,0.103043652628886,0,0,0.104710491247764,0,0.449324475468976,0,0,0,0,0,0,0,0.0154387574917733,0,0,0,0,0,0,0,0,0,0,0,0,0.141390038489526,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0060339017157595,0,0,0,0,0.0430468262092722,0,0,0,-0.0587750474738565,-0.0552060815608532,0
X601628.CH.EQUITY,0,0,0,0,0.113800488803016,0,0,0,0,0,0.00597120087941715,0.0328413072361816,0,0,-0.08155110959872,0.0145046330197663,0,0,0,0,-0.0345794726471585,0.0277719997635303,0,0,0,0,0,-0.0858720430095789,0,0.0119854618587343,0,0,0,0.0589710377395785,0.624759390859289,0,0,0,0,0,0,0,0,0,0,0,0,0.167676981348502,0,0,0,0,0.247106852521866,0
X1299.HK.EQUITY,0,0,-0.0733371964999247,0.0176117817873877,0,0,0,0,0,0,0,0.120603115010608,0,0,0,0,0,0,0,0,0.179663508710556,0,0,2.16840434497101e-19,0,0,0.170174699619097,0,0,0,0,0,0,0,0,0,0,0.0689802188941454,0,0.167997656471463,0.0103361688439149,0,0.0405253837968126,0,0.112583165252679,0.0542495295741142,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,-8.67361737988404e-19,0.132198351857637,0.730988457413706,0,0,0,0,0,0,0,0.0298094841338395,0,0,0,0.0183783983724744,0,0,0,0.0809624910281767,0,0.199958093977469,0,0,0,0,-0.0347681107319602,0,0,-0.13469659083597,0.125899945520268,0.0352641304912399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00857599665692873,0
X5.HK.EQUITY,0,0,0,0,0,0.00956546258103472,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13037966409619,0,0,0,0,0.084724348683457,0,0.179556902381054,0.0154774877958681,0,0,0,0,0,0,0,0,0,0,0,0.337376944416776,0,0,0,0,0,0.149622994418369,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0836024384110516,0.0410309369784204,0,0.0375814144194505,0,0,0,0,0.0373186479545733,0,0.12360660566332,0,0.0446520482390183,0,0,0,0,0,0,0,0.157405481093063,0,0,0,0,0,0.391817455298293,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0.270489190374952,0,0,0,-0.126644553232948,0.193397637587775,0,0,0.245028149816352,0,0,0.165467400191223,0.368970304816059,0,0,0,0,0.179726937397666,0,0,0,0,-0.0938518524075821,0,0,0,-0.420898140569011,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0225330964371067
X388.HK.EQUITY,0,0,-0.0347163254364385,-0.109923776273705,0,0,0.131656637786104,0,0,0,0,0,0,0,0,-0.127908028802352,0,0,0,0,-0.110935831948337,0.545152972046373,0,0,0,0,0.177921166290171,0,0,0,0,0,-0.0307256594127707,0,0,0,0,0,0.0954246610042654,0,0,0.133839590189081,0.0296871326718977,0,0,0,0,0,0,0,0.12304094652527,0,0,0
