,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.401155643282433,0.0140561627247067,0.0205228841205083,0,0,0,0,0,0,0.218933386067032,0,0,0,0,0,0,0,0,0.132797250651303,0,0,0,0,0,0.0414805928878616,0,0,0,0.00448471000338186,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467833347063781,0,0,0,0,0,0,0,-0.1297530108617,0,0
X601939.CH.EQUITY,0.458108282423479,0,0,0.151445864705213,0,0,0,0,0,0,0.112362713696959,0,0,0.0297361297800396,-0.110093533318459,0,0,0,0,0,0,0,0,0,0,0.18983661550912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00768343948553256,0.0897082217869933,-0.00582558000074825,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.254234608050169,0.0232845565594682,0,0,0,0,0,0.259787052645702,0,0,0,0,0,0,0,0.204294674986892,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343620488259646,0,0,0,0,0.0616778502678206,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.295758736088286,0.0947924646409093,0,0,0.175329877190662,0,0,0,0,0,0,0,0,0.189288243305499,0,0,0,0,0,0,0,0.0473560324185368,0,0,0,0,0,0,0,0,0,0,0,0.123182429824889,0,0,0,0,0,0,0,0,0.000563639873817481,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.403107657250918,0,0,0,0,0,0.2364959049395,0,0,0,0,0,0.219630174433354,0,0.135314705010652,0,0,0,0,0,0,0,0,0,0.0633423450898714,0,0,0,0,0,6.93889390390723e-18,0,0,-0.51029218768777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250531628409535,-0.0771632772931496
X600036.CH.EQUITY,0,0.0582403785009353,0,0,0,0,0,0,0,0,0,0.192259195494336,0,0,0,0,0,0,0,0.281964245802855,0,0.00992947791191579,0,0,0,0,0,0,0,0,0,0.278335883238218,0,0,0,0,0,0,0,0,0.0691572568296596,0.0482345770267205,0,0.0176524703602384,0,0,0,0.100104233113681,0,0,0,0,0,0
X1299.HK.EQUITY,0,1.38777878078145e-17,-4.33680868994202e-19,0,0,0,0,0,0.1172069400187,0,0.0813587395303368,0,0,0.13660355556571,0,0,0.328305226121854,0,0,0,0,0,0.118031723572328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162798311926402,0,0.0561899732983275,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0918513408478372,0,0,-0.132628333503913,0,0,0,0,-0.444897986813926,0.627270802458586,0,0.0576664474916243,0.684640671444253,0,0,0.0905568770030985,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302610869222885,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0992408539340571,0,0,0,0,-8.67361737988404e-19,0,0.370084008950845,0.0329624556441103,0,0.104336235887795,0.0077378722967037,0,0,0,0,0,0,0,0,0,0,0.150815695789754,0,0,0,0,0,0.100393829512521,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.174461306568692,0,0.0644226757315271,0
X601658.CH.Equity,0,0,0,0,0.301783496442826,0,0,0,0,0,0,0,0,0.238286389678148,0,0,0,0,0,0,0.226735518171988,0,0,0,0,0,0,0,0.0711449023912493,0,0,0,0,0,0,0,0.00587026886822576,0.112651686691316,0,0,0,0,0,0,0,0,0,0,0,0.230680762647049,0,0,0,0
