,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X300059.CH.EQUITY,X601211.CH.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600999.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.231078774004872,0,0.0271460211420986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155744424521492,0,0,0,0,0,0,0,0.0595457914073475,0,0,0,0,0.287340436427551,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142638697133394,0,-0.17060276662225,0,0,0,-0.0693125393472358,-0.13229783417161,0
X601939.CH.EQUITY,0.131640994085925,0,0,0.207070097181473,0,0,0,0,0,0,0,0.0222139314762528,0,0.326911336825016,-0.0194041350973871,0,0,-0.0594429658572716,0,0,0,0,-0.0695152052524405,0,0,0.0712100468471225,0,0,-0.0858211386772262,0,0,0,0,0,0,0,0,0,0,0,0,0.07861570288019,0,0,0,0,0.154033930179124,0,0.151514220920703,0,-0.0318136299526972,0,0.152565975194892,0
X601318.CH.EQUITY,0,0,0,0,0.123418334080734,0.255997665079321,0,0,0,0,0,0,0,0,0,0,0.114293722288578,0,0,0,0,0,0.131233690414377,0,0,0,0,0.0109660719567594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267366523136172,0,0,0,0.122223807606793,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.45368078876428,0,0,0.0331884284192236,0,0,0,0,0,0,0,0.0144854222931362,0.152084450996967,0,0,0,0,0,0,0,0.229225823370696,0,0,0,0,0,0,4.33680868994202e-19,0,-8.67361737988404e-19,0,0,0,0,0.147425823613016,0,0,0,0,0,0,-0.084755204884823,0,0,0,-3.46944695195361e-18,-0.0987423941769775,0,0,-0.00547834248606069,0,0,0
X601988.CH.EQUITY,0,0,0,0.432212089208332,0,0,0,0,0,0.211523867245494,0,0,0,0,0.0511284727876852,0.29441931487558,0,0,0.164717163172535,0,0,0,0,0,-0.0226811506943003,0,0,0,0,0,0,0,0,0,0,0,0,-0.472661942813873,0,0,0,0,0.201566160339062,0,0,0,0,0,0,0,0,0,0.391078064371182,0
X600036.CH.EQUITY,0,0.161314482723671,0,0,0,0,0,0.122248689472859,0,0,0,0,0.210961827304359,0,0,0,0,0,0,0,0,0,0.106405211701433,0,0,0,0,0,0,0,0,0.308737757929711,0.0477228020162431,-0.0369525121678121,0,0,0,0,0,0,0.0592844711276216,0,0,0,0,0,0,0,0,0,0.0205412875997974,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0.176816739994215,0,0,0,0.0507472906355893,0,-8.67361737988404e-19,0,0,0.117589072740113,0,0.031849379097066,0,0,0,0,0,0.0868931618898164,0,0,0,0.144373857806219,0,0.0438499778827323,0,0,0,0,0,0,0,0,0,0.313534066211072,0.07105533917536,0,0,0,0,0,0,-2.71050543121376e-20,0,0.0121046269045441,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.370531793044763,0.0579493684749668,0,0,0,-0.115905071209984,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0787504055591586,-0.0233275134939955,0,0,0,0,0,0,0.0827027518295591,0,0,0,0,0,0,0,0.0672877449819033,0.142771643125601,-0.0040649339016537,0.0603037379002268,0,0,0,0,1.73472347597681e-18,0,0,0,0.0192434510431593,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0600937964524509,0,-0.148037541423547,0.0317915620517836,0,0,0,0,0,-0.40688646047777,0.777670184788915,0.149323313511483,0,0.619339609393723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088944887438209,0,0,0,0,0,0
X601658.CH.Equity,0,0.0984767113013264,0,0.165592281634011,0,0,0,0,0,0,-0.0535684924768841,0,0,0,0,0,0,0,0.0216274320235642,0.326010465956359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0958085537937665,0.193504592209352,0,0,0,-0.0324924257364071,0,0,0,8.67361737988404e-19,0.0281881716462984,0,0,0,0,0,0
