,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.140088812352944,0,0,0,0,0,0,-0.0019138702536042,0,0,0,0,0,0,0,0,0,0,-0.01985288855845,0.0188517291277381,0,0.348005785019768,-0.180930547808172,0.425718753343317,0,0,0.248377748246164,-0.0915625166675849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.71050543121376e-20,-0.0220843226366033,0
X601318.CH.EQUITY,0,0,0,0.00469831827418654,0,0.299207847404588,0,0,0,-0.0684156578472699,0,0,0,0.101919431465307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00341412959896076,0.0612501893422928,0,0,0,0,0.272711857510713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0664386448284288,0
X601939.CH.EQUITY,0,0.0477518532511279,0,0.795752215355721,0,0,0,0,0,0.0469483158886459,0.0302990912445724,0,-0.0276080511641822,0.0207898233748821,0,0,0,0.083386267266187,0,0,0,0,0.00108213840208121,0,0,0,0.0218908073550363,0,0,0,0.022154404960085,0,0,0,0,0,0,0.0799627428535203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.974275874849706,0,-0.0182695670071293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0678223497635202,0,0,0,0,0,0,0,0,0.0189166941654857,0,0,0,-0.0411095635435841,0.0122305034806413,-0.0598146841222498,0,0,0,0,0,0,0,0,-0.096441345438365,-0.0372448547458587,0,0
X601628.CH.EQUITY,0.00494816878861805,0,0,-3.46944695195361e-18,0,0,0,0,0,0.295890969607999,0,0.127948254149438,0,0,0,0,0,0,0,0.42792526557537,0,0,0,0,-2.77555756156289e-17,0,-0.0388194852431869,0,0,0,0,0,0,0,0,0,0,0.0828154226273091,0,0,0,0,0,0,0,0.0399427548624002,0,0.244263631131434,0,0,0,0.0128576201066741,0.0224572868007828,0
X600036.CH.EQUITY,0,0,0,0.329163496492911,0,0,0.00603206604008775,-2.16840434497101e-19,0.036973361552812,0,0,0,0,0,0,0,0.172072675249187,0.0120390619606694,0,0.0250919164866267,0,0,0,0,0,0,0.0363600249880804,0,0.170487156939446,0,0.114704168298575,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406049394984754,0,0,0,0.0420036201566513,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0686198291717677,-0.0230711086809548,0,0,0,-0.0291681392050705,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.054763489898467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010225641124312,0,0,0,0.00135527310475862,-0.117035437415254,0,0,0.996634221373324,0,0,0.0209352100589694,0
X1299.HK.EQUITY,0,0,0,0,0.103877424738344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297222489781635,0,0,0,0,0,0,0,0,0,0,0.128773183617072,0.306676342521029,0,0,0,0,0,0,0,0,0.0343966010948645,0.0572458901258832,0,0,0,0.0510598701616719,0,0,0,0,0.105849389241742,-0.0307607426066367
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00658893334449491,0,0,0,0,0.249997988257563,0.453933691498066,0,0,0,0,0,0,0,-0.0127811751861806,0,-0.171756029687015,0.113796604258731,0,0,0,0,0,0.0122945945889698,0,0,-0.167910343771647,8.67361737988404e-19,0,0.211140580101394,0,-0.035494961948428,0.0440150522678158
X388.HK.EQUITY,0,0,0,0,0.162762919716095,0,0,0.176484569724279,0,0,0,0,0.0724099020282709,0,0,0,0,0,0,0,0,0.285820154419015,0,0,0.111064047580788,0,0,-0.0302497514783786,0,0,0,0,0,0.0766905323955531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.221155752047653,0,-0.02296663855859,0,0.298145239288357,0
