,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X300059.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.0193155737407506,0,0.164869777208057,0,0,0.110454985626817,0,0.246176108710572,0,0,0,0,0,0.189961263042094,0,0,0,0,0,0,0,0,0,0,0,0,0.042417927755683,0,0.1378905685639,0,0,0,0,0,0,0.0288779991112565,0,0,0,0,0,0,0,0,0,0,0.0491169648297434,0,0.00614669024480737,0,0,0,0
X601318.CH.EQUITY,0.127350944533941,0,0,0,0,0,0,0,0.309005465599155,0,0,0,0,0,0,0,0.3080092400798,0,0.0389564668032924,0,0,0,0,0,0,0,0,0.00858772634245771,0,0.0151623298476519,-0.0962278912497448,0,0,0,0,0.0605408304828891,0,0,0,0,0.128768510454342,0,0,0.0695532935110432,0,0,0.0201956017186752,0,0,0.0411397325203518,0,0,0,0
X601939.CH.EQUITY,0.269220241810048,0,0,0,0,0,0,0,0,0,0,0,0,0.413713077144822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19190716406167,0,0,0.108130513843701,0,0,0.00678191533478352,0,0,0,0,0.00386136277795296,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.352847238691828,0,0,0,0,0.499088053401443,0.00602611011491454,0,0,0,0,0.0101335019646604,0,0,0.0388111497362716,0,0,0,0,0,0,-0.0328349128938509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194951966277507,0,0,0,0,0.0900923753072312,0,0,0.00900035334352708,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.0298366820642064,0,0,0,0,0.220378220284182,0,0,0,0,0,0,0,0,0,0.406735445502481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202183912775426,0,0,0,0,0,0,0,0,0,0,0,-0.304315264890756,0.158887679282588,0,0,-0.0743164923578949
X601988.CH.EQUITY,0,0.0659407828402431,0,0,0,0,0,0,0.0804629528958762,0,0,0,0,0.0117738788645116,0,0,0,0.219510201206148,0.127643437212212,0,0,0,0,0.298466803203286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138617074256116,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.0818993285446638,0,0,0,0.282130709649048,0,0,0,0,0.190722156427792,0,0,0,0,0,0,0,0,0,0,0.0643405665048558,0,0.177037210821405,0,0.124811199945691,0,0,0,0.0061248299535297,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0643115046550387,0,0,0,0.0169845352495211
X1299.HK.EQUITY,0,0,0,0,0,0,0.138195536922764,0,0,0,0,-6.93889390390723e-18,0,0,0.375929187558932,0,0,0,0.178682360188386,0.225344490118837,0,0,0,0,0,0.0107684840262493,0,-1.73472347597681e-18,0.278202810347685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497804876269545,1.38777878078145e-17,0,0,0,0,0,0
X601628.CH.EQUITY,0.389599500493037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124214001961409,0.110024555218977,0,0,0,0,0,0.142415660923954,0,-0.0222459600994796,0,0,0,0,0.216679727103981,0,0,0.129658704276759,0,-0.0279303457834958,0,0,0,0,0.0495832819200952,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217407760631039,-0.181187262216597,0,0,0,0,0,0,0,0,-0.382926690816219,0.732830071891192,0,0,0,0,-0.395684986411235,0.434652379314982,0,0,0,0,0,-0.268330218408237
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.719087583557339,0,0,0,0,0,0,0,0,0,0.138309440579334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0631760479259987,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0.324950470709916,0,0,0,0,0,0,0,0,0,0,0,0.0273478211630859,0,0,0,0,0,0,0.111967705181575,0,0,0,0.441288966869682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113963719466655,0,-0.0991243281989903,0.03606301250656,0,0.0405764645005211,-0.000416376693093484,0,0.0478895209664343,0.130243777064651
X000002.CH.EQUITY,0,0,0,0.126566778178653,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323621394984458,0,0,0,0.56842993256369,0,0,0,0,0.0174935228029421,0,0,0.0968229071863086,0,0,0,-0.0668799321124992,0,0,0,0,0,0,0,0.0353442229479658,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.347096124843488,0.00796995442913392,0,0,0,0,0.171284631882996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300926827498516,0,0,0,0,0.096733788958868,0.0755114335970838,0,0.178993239475853,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0.041679312870547,0,0,0,0.0921527222733369,0.0281430501315829,0,0,0,0,0,0,0.122366488348921,0,0,0,0,0,0.0557617179140378,0.355896812974084,0,0,0,0.0209969951778164,0,0,0,0,0,0,0,0,0,0,0,0,0.0950534146674928,0,0,0,0,0,0,0.0462097410273504,0,0,0,0,0,0,0
