,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601229.CH.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.0647493410167229,0,0,0,-0.0357581206922867,0,0,0,0,0,0,0,0,0.340859701462392,0,-0.143544267880332,0,0,0,0,0,-0.154379939176372,0,0,0,0,0,0,0.106963704034578,0,0,0.678470276863125,0,0,0,0,-0.014916063926918,0,0,0,0,-0.031751793834237,0,0.0548957349516683,0,0.0581463718828077
X601318.CH.EQUITY,0,0,0,0,0,0,0.215355446938233,0.0499353855156312,0.204373424525553,0,0,0,0,0,0,0,0.108989972183221,0,0.1414437734353,0.069743878140504,0.0413698866575221,0,0,0,0,0,0,0.0220074965127994,0,0,0,0,0,0.0726304925462569,0,0,0,0,0.0589779046537514,0,0.130421887923264,0.0307810753042814,0,0,0.0837796255039548,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.242855733846041,0,0,0,0,0,0,0,0,0.0409950214122329,0,0,0,0,-0.0109261396909175,0,0,0,0,0,0,0,0.0577001121050352,0,0,0,-0.163608084171606,0,0,0,0,0,0,0,0,0,0,0.0491668683622567,0.0804237462197004,0,0.515969809959534,0,0,0,0,0,0,0,0,0,0,0.115986034300185,0
X601288.CH.EQUITY,0,0,0,0,-0.167403902683106,0,0,0,0.121164347550828,0.00594044008256997,0.409129257760326,0,0,0.218965049662809,-0.0869377760847064,0,0,0,0,0,-0.108385292093574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,-0.0499405263399616
X5.HK.EQUITY,0,0,0,0,0,0.146974842231747,0,0.213114651538272,0,0,0.1134263926668,0,-0.0036787821539387,0.214576390862309,0,0,0,0.0738773699937207,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0216352197796172,-0.168529391139452,0,0,0,0,0,0,0,0,0,0.129649304202854,0.097098755394028,0,0,0,0,0,0,-0.0966341030770453,0,0,0.154727470204075,0,0,0,0
X601988.CH.EQUITY,-0.0478168025726413,0,0,-0.0457451219857737,0.408989861205314,0,0,6.93889390390723e-18,0,0,0,0,0,0.0227856108275861,-1.73472347597681e-18,0,0,0.0507529956206779,0,0,-0.161969527584252,0,0,0,0.320634528878894,0,0,0,0,0,0,-0.35305077778218,0,0,0,0,0,0,0,0,0,0,0,0,0.0261101654611483,0.12373423764423,0,0,0,0,-0.0272528649708374,0.0156952669991163,0
X600036.CH.EQUITY,0,0.124758867563996,0,0,0,0,0,0,0,0.479867747497688,0,0,0,0,0,0,0,0,0,0,0.220869763507235,0,0,0,0,0,0,0,0.120864514852061,0,0,0,0,-0.224117476003895,0,0,-0.139525153668378,0,0,0,0,0,0,0.218068692373469,0,-0.0136163118440972,0,0,0,0,0,0,-0.00566469010575358
X1299.HK.EQUITY,0,0,0,0,0.225691719472573,0,0,0,0,0,0,0,0,0,0,0,0,0.120028746453822,0,0,0,0,0,0,0,0,0.182755296498327,0.023064563571459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121830078286089,-0.123274070391347,0,0,0.136537549291843,0,0,0,0,0.116705920621998
X601628.CH.EQUITY,0,0.0154047656447495,0.0275832133615534,0.0593631525700103,0,0,0,0,0,0,0,0,0,0,-0.0477133656313591,0,0.31416039573895,0,0,0,0,0,0,0,0.114680525127072,0,0,0,0,0,0,0,-0.0442429964829567,0,0.139624081880532,0.0980740760375021,0.0773706421249377,0,0,0,0,0.239802765850291,0,0.071060047139747,0.0800240027127943,0,0,0,0,0,0,-0.0891708610254628,0
X601328.CH.EQUITY,0,0,0.0301159898008961,0,-0.106710748570011,0,0.575675398352942,0,0,0,0,0,0,0,0,0.0149791205902944,0,0.181596959551336,0,0,0.152476791117394,0,0,0,0,0,0.242992165709487,0,0,0,0,0,0,0,0,0,0,-0.163945267002908,0,0,0,0,0,0.147413350014901,0,-0.0321132545973849,-0.230180639984438,0,0,0,-0.0767288013527304,-0.146705547671246,0
