,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,2.77555756156289e-17,0,0,0,-0.137606657685678,0,0,0,0,0,0,0,0,0,0,-0.0977163041302874,0.434732973101555,0,0.688274439711805,0,0.0393150645632049,0,-0.127706652299923,0,0,-0.0822680671793908,0,0.103755597111775,0,0,0,0,-0.13550874310758,0,-0.339561487677309,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,-3.46944695195361e-18,0,0.131378709435497,0,0,0,0,0,0,0,0,0,0,0.0387947864369989,0,0,0.326021270007376,0,0,0,0,0,0,0,0,0,0.121119340337276,0,0,0,0,0,0,0.200686633837303,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0206721164994845,0,0.141539742881255,0
X601939.CH.EQUITY,0,0,0,0.803165954453973,0.00226779363724097,0.00150275728586224,0.015491220474248,0,0,0,0,0,0.0107603335459727,0,0,0,0,0,0.0520855902557658,0,0,0,0,0,0,0,0,0,0,0,0,0.0897090287654733,0.0418593820119866,0,0,0,0,0,0,0,0,0,0,0,0.0320705251264723,0,0,0.0379138183419068,0,0,0,0,0.0145057510939199,0
X601288.CH.EQUITY,0,0,0.920380968935834,0,0,0,-0.0678130927309844,0,0,0,0,0,0,0,0,0,0,0.116119548632477,0,0,0,0,0,0,0,-0.0148011666488368,0.0589110344166269,0,0,0,0,0,0,0,0,0,0,-0.104001455118991,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,-0.0483963876678165,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,-0.152631400249855,0,0,0,0,0,0.966812594360688,0,0,0,0,-0.0103842838238337,0,-0.148573289882679,-0.0439524414005727,0,0,0.277224443658523,0,0,0,0,0,0,0,0,-0.162160461341929,0,0,-0.151192243932216,0,0,0,0,0,0.0576652110755563,0,0.0659141480454787,0,0,0,0,0,0,0,0.0302542030586161,0.223992918632974,0
X600036.CH.EQUITY,0,0,0.377509200421671,0,0,0,0,0,0.00173229977386684,-4.33680868994202e-19,0,0,0,0,0,0.14145686386915,0,0,0,0.0068831873302298,0,0,0,0,0,0,0.194232819515959,0,0.0164337255948236,0,0,0,0.188126925025752,0,0,0,0,0,0,0,0,0,0,0.0311821527892882,0,0,0,0,0,0,0,0,0,0.0135567895053342
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.708645418334888,0,0,0,0,0.102298089726369,0,0,0,0,0,0.111117358782872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0650386798638162,0,0,0,0,0,0.0898391344445721,0,0.158529973366047,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.109474470666856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.248686906983534,0,0,0.220994583785272,0,0.138650511493879,0,0.332216427604519,0,0,0.0198731551250874,0,0,0,0,0,0,0,0,0,0,0,0.357783753445211,0,0,0,0.124409957929849,0.0799824790379707,-0.0585422991087663,0.106716426641973,0
X5.HK.EQUITY,0,0,0,0,0,0,-0.0846544533158062,0,0,0,0,0,0,0,0.165761672174724,0,0,0,0,0,0,0.204665881196955,0,0,0.238516599674509,0,0.191076458519526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133316945333493,0,0,-0.0587753327914454,0,0,0,0,0,0.136809346007438,0,-0.0505436500298001,0.219927261694564
X388.HK.EQUITY,0,0,0,0,0,0,0.24994304671093,0,0,0,0,0,0,0,0,0,0,0,-0.23542541175713,0,0,0,0,0,0,0.390711142244727,0,0,0,0.0633807116447196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221949134140889,0.0367049607587535,0,0.0837230646217508,0,-0.220980762326207,-0.0713996739172733,0,0.0280476868036968,0
